comid,cat_basin_area,cat_basin_slope,cat_elev_mean,cat_elev_min,cat_elev_max,cat_stream_slope,cat_stream_length,pct,eco3,cat_hlr_1,cat_hlr_2,cat_hlr_3,cat_hlr_4,cat_hlr_5,cat_hlr_6,cat_hlr_7,cat_hlr_8,cat_hlr_9,cat_hlr_10,cat_hlr_11,cat_hlr_12,cat_hlr_13,cat_hlr_14,cat_hlr_15,cat_hlr_16,cat_hlr_17,cat_hlr_18,cat_hlr_19,cat_hlr_20,cat_ppt7100_ann,acc_ppt7100_ann,tot_ppt7100_ann,cat_tav7100_ann,acc_tav7100_ann,tot_tav7100_ann,cat_tmin7100,acc_tmin7100,tot_tmin7100,cat_tmax7100,acc_tmax7100,tot_tmax7100,cat_minp6190,acc_minp6190,tot_minp6190,cat_maxp6190,acc_maxp6190,tot_maxp6190,cat_wdjan,cat_wdfeb,cat_wdmar,cat_wdapr,cat_wdmay,cat_wdjun,cat_wdjul,cat_wdaug,cat_wdsep,cat_wdoct,cat_wdnov,cat_wddec,cat_cwd,acc_cwd,tot_cwd,cat_wdann,acc_wdann,tot_wdann,cat_minwd6190,acc_minwd6190,tot_minwd6190,cat_maxwd6190,acc_maxwd6190,tot_maxwd6190,cat_et,acc_et,tot_et,cat_pet,acc_pet,tot_pet,cat_rh,acc_rh,tot_rh,cat_prsnow,acc_prsnow,tot_prsnow,cat_fstfz6190,acc_fstfz6190,tot_fstfz6190,cat_lstfz6190,acc_lstfz6190,tot_lstfz6190,cat_contact,acc_contact,tot_contact,cat_bfi,acc_bfi,tot_bfi,cat_twi,acc_twi,tot_twi,cat_satof,acc_satof,tot_satof,cat_kfact,cat_kfact_up,cat_no10ave,cat_no200ave,cat_no4ave,cat_om,cat_permave,cat_rfact,cat_rockdep,cat_bdave,cat_awcave,cat_wtdep,cat_ieof,acc_ieof,tot_ieof,cat_siltave,cat_clayave,cat_sandave,cat_hga,cat_hgac,cat_hgad,cat_hgb,cat_hgbc,cat_hgbd,cat_hgc,cat_hgcd,cat_hgd,cat_hgvar,cat_bushreed1,cat_bushreed2,cat_bushreed3,cat_bushreed4,cat_bushreed5,cat_bushreed6,cat_bushreed8,cat_bushreed9,cat_bushreed10,cat_hunt1,cat_hunt2,cat_hunt3,cat_hunt4,cat_hunt5,cat_hunt6,cat_hunt7,cat_hunt8,cat_hunt9,cat_hunt10,cat_hunt11,cat_hunt12,cat_hunt13,cat_hunt14,cat_hunt15,cat_hunt16,cat_hunt17,cat_hunt18,cat_hunt19,cat_hunt20,cat_hunt21,cat_hunt22,cat_hunt23,cat_hunt24,cat_hunt25,cat_hunt26,cat_hunt27,cat_hunt28,cat_hunt29,cat_hunt30,cat_hunt31,cat_hunt32,cat_hunt33,cat_hunt34,cat_hunt35,cat_hunt36,cat_hunt37,cat_hunt38,cat_hunt39,cat_hunt40,cat_hunt41,cat_hunt42,cat_hunt43,cat_hunt44,cat_hunt45,cat_olson_k,cat_olson_cao,cat_olson_fe,cat_olson_mgo,cat_olson_p,cat_olson_s,cat_olson_si,cat_olson_ucs,cat_olson_perm,cat_rechg,acc_rechg,tot_rechg,krug_runoff
3917156,3.18,26.7,1434.72,1184.12,1783.56,0.14,2.977,86.58,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,593.5,593.5,593.5,7.3,7.3,7.3,2.19,2.19,2.19,15.22,15.22,15.22,10,10,10,103,103,103,9.99,8.99,10.37,7.37,6.37,5,2,3,3,6,10.99,11.99,2.36,2.36,2.36,85.07,85.07,85.07,2,2,2,11,11,11,486,486,486,506.72,506.72,506.72,65,65,65,37.71,37.71,37.71,261,261,261,166,166,166,41.95,41.95,41.95,70.51,70.51,70.51,9.32,9.32,9.32,0,0,0,0.3,0.19,65.71,41.85,71,1.11,1.85,312.27,49.38,1.24,0.1,5.95,0.39,0.39,0.39,40.36,23.15,36.49,6.7,0,0,66.11,0,0,17.81,0,9.38,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1.75,6.74,7.96,4.01,0.27,0.02,57.31,140.09,0.47,88.76,88.76,88.76,10
3917158,2.15,19.08,1094.96,974.95,1284.16,0.06,1.754,100,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,634.52,634.52,634.52,9.12,9.12,9.12,2.81,2.81,2.81,17.39,17.39,17.39,7.19,7.19,7.19,87,87,87,9,8.35,9.35,7,6,4.99,2,3,3,6,10,10.99,2.36,2.36,2.36,79.67,79.67,79.67,2,2,2,11,11,11,503,503,503,593.26,593.26,593.26,65,65,65,30.78,30.78,30.78,265.81,265.81,265.81,153.77,153.77,153.77,83.76,83.76,83.76,70,70,70,9.42,9.42,9.42,0,0,0,0.3,0.19,83.19,65.45,88.52,2.02,0.54,237.81,28.11,1.35,0.14,4.75,1,1,1,38.8,39.88,21.33,0,0,0,1,0,0,36,0,63,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1.75,6.74,7.96,4.01,0.27,0.02,57.31,140.09,0.47,87.95,87.95,87.95,10
3917160,5.35,17.04,1116.54,973.22,1281.78,0.05,3.623,100,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,633.69,633.69,633.69,9.04,9.04,9.04,2.84,2.84,2.84,17.15,17.15,17.15,7.37,7.37,7.37,87.01,87.01,87.01,9,8.29,9.29,7,6,5,2,3,3,6,10.11,11,2.36,2.36,2.36,79.69,79.69,79.69,2,2,2,10.57,10.57,10.57,519,519,519,594.59,594.59,594.59,65,65,65,30.29,30.29,30.29,266.04,266.04,266.04,153.55,153.55,153.55,91.89,91.89,91.89,70,70,70,9.82,9.82,9.82,0,0,0,0.3,0.19,83.19,65.45,88.52,2.02,0.54,226.4,28.11,1.35,0.14,4.75,1,1,1,38.8,39.88,21.33,0,0,0,1,0,0,36,0,63,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1.75,6.74,7.96,4.01,0.27,0.02,57.31,140.09,0.47,89.02,89.02,89.02,10
3917162,7.21,25.21,1688.18,1263.19,2508.86,0.05,1.612,100,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,99.74,0,0,0,615.88,620.08,620.08,6.46,6.03,6.03,1.42,1.07,1.07,13.84,13.04,13.04,10.79,11.14,11.14,109.47,101.33,101.33,10,8.83,10,7,6.14,5,2,3,3,6,10.83,11.31,2.36,2.36,2.36,83.12,79.61,79.61,2,2,2,11.39,10.81,10.81,485,480,480,491.88,474.6,474.6,65,64.01,64.01,37.42,38.15,38.15,256.79,253.97,253.97,173,178.06,178.06,47.17,46.46,46.46,72.16,72.87,72.87,9.39,9.7,9.7,0,0,0,0.3,0.19,62.08,38.82,67.33,1.15,2.07,324.33,50.27,1.22,0.11,6,0,0,0,40.12,21.3,38.58,10.22,0,0,65.78,0,0,16.06,0,7.94,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,2.08,5.24,5.94,2.62,0.23,0.02,61.14,110.79,0.19,90.99,86.68,86.68,10
3917164,9.28,27.96,1245.42,984.64,1659.05,0.06,2.728,98.9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,622.98,622.98,622.98,8.25,8.25,8.25,3.11,3.11,3.11,16.33,16.33,16.33,8.86,8.86,8.86,88.86,88.86,88.86,9.05,8.84,9.95,7.48,6.05,5,2,3,3,6,10.5,10.91,2.36,2.36,2.36,81.77,81.77,81.77,2,2,2,10.88,10.88,10.88,501,501,501,555.27,555.27,555.27,65,65,65,32.85,32.85,32.85,263.67,263.67,263.67,159.67,159.67,159.67,48.08,48.08,48.08,70.07,70.07,70.07,9.58,9.58,9.58,0,0,0,0.3,0.19,83.19,65.45,88.52,2.02,0.54,270.39,28.11,1.35,0.14,4.75,1,1,1,38.8,39.88,21.33,0,0,0,1,0,0,36,0,63,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1.75,6.74,7.96,4.01,0.27,0.02,57.31,140.09,0.47,88.23,88.23,88.23,10
3917172,8.14,30.31,1587.81,1063.56,2378.58,0.11,6.319,50.66,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,646.65,646.65,646.65,7.25,7.25,7.25,1.93,1.93,1.93,14.11,14.11,14.11,10.58,10.58,10.58,106.2,106.2,106.2,9.86,8.86,10.56,7.74,6.4,5,2,3,3.17,6.29,11.03,11.74,2.36,2.36,2.36,85.65,85.65,85.65,2,2,2,11.47,11.47,11.47,466,466,466,506.07,506.07,506.07,65.01,65.01,65.01,37.53,37.53,37.53,260.62,260.62,260.62,166.34,166.34,166.34,33.46,33.46,33.46,71.05,71.05,71.05,8.87,8.87,8.87,0,0,0,0.3,0.18,72.02,49.55,77.36,1.42,1.71,313.21,41.95,1.28,0.12,5.51,0.59,0.59,0.59,39.1,28.57,32.34,7.27,0,0,40.13,0,0,23.84,0,28.76,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1.74,6.75,7.94,3.98,0.27,0.02,57.33,139.88,0.47,88.97,88.97,88.97,10
3917176,4.76,22.66,1424.29,986.39,2349.07,0.05,1.684,95.12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,604.4,623.13,623.13,7.79,6.28,6.28,2.31,1.26,1.26,15.32,13.38,13.38,9.89,11.08,11.08,102.79,104.33,104.33,9.62,8.21,9.83,7,6,5,2,3,3,6,10.21,11.04,2.36,2.36,2.36,80.92,81.05,81.05,2,2,2,11.01,11.06,11.06,492,483,483,537.04,483.11,483.11,65,64.34,64.34,37.68,38.07,38.07,261.54,255.52,255.52,163.53,175.42,175.42,33.36,43.61,43.61,71.29,72.41,72.41,10.18,9.66,9.66,0,0,0,0.29,0.18,38.77,23.35,43.69,1.93,3.42,328.68,48.4,1.08,0.18,5.89,0.12,0.06,0.06,37.34,12.91,49.75,37.34,0,0,34.02,0,0,9.16,0,19.48,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,2.03,5.46,6.23,2.82,0.23,0.02,60.59,115.04,0.23,89.19,87.45,87.45,10
3917178,6.21,26.14,1571.19,1064.46,2507.37,0.05,2.227,99.15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,99.9,0,0,0,607.38,622.19,622.19,7.24,6.14,6.14,1.7,1.17,1.17,14.42,13.24,13.24,10.48,11.17,11.17,107.02,104.26,104.26,9.73,8.32,10,7,6,5,2,3,3,6,10.32,11.32,2.36,2.36,2.36,81.69,80.71,80.71,2,2,2,11.21,11.03,11.03,506,484,484,516.54,479.07,479.07,65,64.26,64.26,37.9,38.13,38.13,259.87,254.88,254.88,167.55,176.61,176.61,39.77,44.81,44.81,71.38,72.56,72.56,9.61,9.69,9.69,0,0,0,0.28,0.17,27.67,15.14,32.44,2.2,4.08,348.7,49.1,1.01,0.2,5.93,0.04,0.01,0.01,36.28,8.18,55.54,49.31,0,0,25.1,0,0,4.96,0,20.64,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,2.05,5.39,6.15,2.76,0.23,0.02,60.76,113.74,0.22,89.93,87.26,87.26,10
3917194,19.25,12.33,1847.81,1581.03,2419.84,0.03,2.404,100,4,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,99.25,0,0,0,0,0,581.67,581.67,581.67,6.31,6.31,6.31,1.65,1.65,1.65,12.98,12.98,12.98,10.75,10.75,10.75,96.5,96.5,96.5,9.03,7.91,9.05,6.82,6.21,5,2,3,3.13,5.82,10.03,10.33,2.34,2.34,2.34,78.33,78.33,78.33,2,2,2,10.28,10.28,10.28,467,467,467,482.64,482.64,482.64,64.09,64.09,64.09,37.96,37.96,37.96,254.1,254.1,254.1,177.02,177.02,177.02,106.13,106.13,106.13,73.33,73.33,73.33,9.7,9.7,9.7,0,0,0,0.3,0.19,64.93,40.8,70.22,1.07,1.91,311.53,50.32,1.24,0.1,6,0,0,0,40.43,22.4,37.16,7,0,0,69,0,0,17,0,7,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1.86,6.14,7.08,3.39,0.25,0.02,58.92,127.61,0.36,90.14,90.14,90.14,5
3917198,0.31,13.41,907.76,878.13,1012.5,0.02,0.624,79.64,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,536.77,620.47,620.47,9.88,6.8,6.8,2.85,1.6,1.6,18.55,14.14,14.14,6,10.45,10.45,82.55,101.25,101.25,8.9,7.9,8.9,6.9,5.9,4.87,2,3,3,6,9.03,10,2.35,2.35,2.35,76.39,80.78,80.78,2,2,2,10,10.96,10.96,455,488,488,618.99,502.97,502.97,65,64.48,64.48,28,36.97,36.97,267.45,257.42,257.42,149.55,171.44,171.44,288,53.45,53.45,70,71.94,71.94,12.01,9.76,9.76,0,0,0,0.32,0.19,83.19,65.45,88.52,2.02,0.54,172,28.11,1.35,0.14,4.75,1,0.21,0.21,38.8,39.88,21.33,0,0,0,1,0,0,36,0,63,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1.75,6.74,7.96,4.01,0.27,0.02,57.31,140.09,0.47,84,87.49,87.49,10
3917200,0.08,2.93,879.18,875.76,895.59,0.01,0.203,74.47,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,528.6,616.56,616.56,10,7,0,2.74,1.69,0,18.63,14.4,14.4,6,10.15,10.15,82.01,100.03,100.03,8.13,7.13,8.13,6.13,5.13,4.13,2,3,3,6,9,10,2.35,2.35,2.35,71.79,80.45,80.45,2,2,2,10,10.9,10.9,450,488,488,620,510.42,510.42,65,64.5,64.5,28,36.43,36.43,267.99,258.11,258.11,149.01,169.98,169.98,288,62.43,62.43,70,71.82,71.82,11.94,9.8,9.8,0,0,0,0.32,0.19,83.19,65.45,88.52,2.02,0.54,172,28.11,1.35,0.14,4.75,1,0.26,0.26,38.8,39.88,21.33,0,0,0,1,0,0,36,0,63,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1.75,6.74,7.96,4.01,0.27,0.02,57.31,140.09,0.47,84,87.45,87.45,10
3917230,2.82,1.45,796.83,779.34,832.59,0.01,2.36,100,9,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,431.09,431.09,431.09,10.94,10.94,10.94,2.91,2.91,2.91,19.17,19.17,19.17,4,4,4,71.24,71.24,71.24,8,6,7,6,5,4,2,2,3,5.03,8,9,2.36,2.36,2.36,65.03,65.03,65.03,2,2,2,9,9,9,463,463,463,663.9,663.9,663.9,64.76,64.76,64.76,23.66,23.66,23.66,275.21,275.21,275.21,140.06,140.06,140.06,1176.92,1176.92,1176.92,70.92,70.92,70.92,15.03,15.03,15.03,0,0,0,0.35,0.34,80.35,55.46,85.04,0.61,0.88,115.14,57.51,1.34,0.14,4.63,1,1,1,42.04,27.12,30.84,0,0,0,2.01,0,0,49.16,0,48.83,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1.75,6.61,8.43,3.93,0.26,0.02,56.73,136.52,3.77,85.06,85.06,85.06,10
3917244,12.14,1.98,799.35,779.33,933.48,0,4.125,56.82,4,0,0,0,0,5.15,0,0,0,0,92.1,0,0,2.74,0,0,0,0,0,0,0,431.55,676.84,757.86,10.71,8.23,0,2.88,2.17,0,19.16,15.63,15.52,4,9.33,9.67,73.01,107.75,114.28,8,6,7,6,5,4,2,2,3,5.45,8,9.13,2.37,2.37,2.37,65.57,77.48,78.04,2,2,2,9.13,10.48,10.55,451,494,510,658.72,553.86,557.45,64.72,64.63,64.72,23.71,39.94,40.21,273.7,262.56,263.06,142.18,159.85,158.73,788.57,195.96,172.23,70.1,73.71,73.63,12.74,10.93,10.81,0,1.34,1.84,0.37,0.39,84.8,57.82,89.07,0.55,1.32,117.48,58.51,1.4,0.14,3.51,0.83,0.3,0.34,44.9,23.43,31.67,0,0,0,1.2,0,0,37.82,0,60.98,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1.7,2.61,22.43,1.54,0.16,0.09,39.53,29.63,102.08,81.63,125.92,147.93,10
3917912,5.47,24.36,1535.48,1186.21,2213.64,0.05,1.565,100,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,606.52,624.02,624.02,6.82,6.04,6.04,1.8,1.1,1.1,14.58,13.11,13.11,10.81,11.25,11.25,111.02,104.13,104.13,10,8.59,10.2,7.2,6.2,5,2,3,3,6,10.59,11.59,2.36,2.36,2.36,83.36,80.51,80.51,2,2,2,11.53,11.02,11.02,487,482,482,504.25,475.87,475.87,65,64.19,64.19,37.51,38.16,38.16,258.56,254.38,254.38,170.22,177.51,177.51,44.38,45.21,45.21,71.45,72.7,72.7,9.87,9.71,9.71,0,0,0,0.29,0.18,39.77,23.3,44.7,1.81,3.38,334.01,49.82,1.09,0.17,5.97,0,0,0,37.68,12.65,49.67,35.38,0,0,40.62,0,0,8.68,0,15.32,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1.94,5.84,6.74,3.17,0.24,0.02,59.62,122.4,0.3,89.99,87.05,87.05,10
3917914,10.46,12.15,1760.87,1583.74,2195.76,0.1,1.544,100,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29,94.71,0,0,0,0,0,586.96,596.5,596.5,6.95,6.8,6.8,1.66,1.46,1.46,13.72,13.53,13.53,10.99,10.99,10.99,79.74,81.24,81.24,8.02,7.02,8.02,5.73,6,5,2,3,3,5.02,9.03,9.37,2.33,2.33,2.33,71.2,71.41,71.41,2,2,2,9.37,9.47,9.47,455,456,456,501.45,498.31,498.31,61.24,61.44,61.44,36.72,36.9,36.9,253.9,253.69,253.69,175.74,176.39,176.39,57.78,51.42,51.42,73.94,73.95,73.95,9.87,9.64,9.64,0,0,0,0.29,0.18,64.72,37.76,70.1,0.99,3.04,210.83,51.42,1.23,0.1,5.99,0,0,0,38.11,20.12,41.77,17.06,0,0,61.54,0,0,14.99,0,6.41,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1.7,6.77,7.88,3.92,0.27,0.02,57.36,139.37,0.47,82.77,82.75,82.75,5
3917916,9.02,15.98,1766.62,1476.05,2524.2,0.03,3.943,100,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.56,0,12.44,0,0,0,594.65,589.07,589.07,6.13,6.42,6.42,1.56,1.57,1.57,13.37,13.23,13.23,10.84,10.84,10.84,100.21,92.68,92.68,8.95,7.95,8.95,6.37,6.21,5,2,3,3,5.74,9.95,10.32,2.36,2.36,2.36,77.45,76.03,76.03,2,2,2,10.6,10.1,10.1,484,468,468,480.3,486.89,486.89,64.16,63.3,63.3,38.58,37.77,37.77,254.86,254.15,254.15,176.95,176.81,176.81,30.11,72.6,72.6,73.34,73.52,73.52,10.05,9.76,9.76,0,0,0,0.3,0.19,64.89,40.15,70.2,1.05,2.15,277.15,50.56,1.24,0.1,6,0,0,0,39.93,21.91,38.15,9.16,0,0,67.4,0,0,16.57,0,6.87,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1.91,5.91,6.79,3.19,0.25,0.02,59.48,123.33,0.32,88.88,87.61,87.61,5
3917918,13.12,16.07,1149.5,890.08,2293.78,0.02,4.372,85.3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,599.76,621,621,8.67,6.62,6.62,2.73,1.51,1.51,17.07,13.9,13.9,8.35,10.69,10.69,93.17,102.33,102.33,9.31,8.09,9.45,7,6,4.74,2,3,3,6,10.04,10.4,2.36,2.36,2.36,79.04,80.91,80.91,2,2,2,10.46,10.99,10.99,510,486,486,575.32,496.07,496.07,65,64.44,64.44,35.25,37.48,37.48,263.81,256.79,256.79,157.29,172.77,172.77,81.69,47.34,47.34,70.4,72.08,72.08,10.58,9.74,9.74,0,0,0,0.3,0.18,60.86,42.66,66.01,1.77,2.03,268.77,41.39,1.21,0.15,5.5,0.46,0.15,0.15,38.56,24.9,36.54,16.92,0,0,29.66,0,0,20.74,0,32.67,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1.91,6.02,7,3.35,0.25,0.02,59.15,126.29,0.34,87,87.46,87.46,10
3917920,2.51,16.12,965.21,889.71,1059.81,0.03,2.588,100,9,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,99.78,0,0,0,559.81,615.35,615.35,9.76,9.24,9.24,2.95,2.86,2.86,18.24,17.47,17.47,6.19,7.04,7.04,83.5,86.13,86.13,9,8,9,7,6,4.46,2,3,3,6,9.67,10.12,2.36,2.36,2.36,77.24,79.07,79.07,2,2,2,10.06,10.53,10.53,508,513,513,615.08,599.44,599.44,65,65,65,28.11,29.85,29.85,266.81,266.18,266.18,150.31,152.79,152.79,269.54,134.68,134.68,70,70,70,11.22,10.09,10.09,0,0,0,0.3,0.19,83.19,65.45,88.52,2.02,0.54,172,28.11,1.35,0.14,4.75,1,1,1,38.8,39.88,21.33,0,0,0,1,0,0,36,0,63,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1.79,6.63,7.87,3.92,0.26,0.02,57.64,141.39,0.49,85.81,87.99,87.99,10
3917922,9.74,9.36,989.34,875.75,1126.02,0.03,3.724,100,9,0,0,0,0,0,0,0,0,0,0,0,0,95.92,0,0,0,4.08,0,0,0,564.31,564.31,564.31,9.92,9.92,9.92,3.01,3.01,3.01,18,18,18,5.8,5.8,5.8,82.45,82.45,82.45,8.97,7.51,8.51,6.51,5.97,4.97,2,2.97,3,6,9.08,10.11,2.35,2.35,2.35,75.6,75.6,75.6,2,2,2,10,10,10,496,496,496,617.02,617.02,617.02,64.8,64.8,64.8,28.64,28.64,28.64,268.05,268.05,268.05,148.96,148.96,148.96,181.72,181.72,181.72,70,70,70,10.38,10.38,10.38,0,0,0,0.3,0.19,82.69,64.67,88.01,1.94,0.52,180.86,29.82,1.34,0.14,4.83,0.99,0.99,0.99,38.78,39.38,21.84,0,0,0,1.12,0,0,37.64,0,61.23,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1.75,6.74,7.96,4.01,0.27,0.02,57.31,140.09,0.47,87.16,87.16,87.16,10
3917946,12.89,6.6,791.66,753.9,994.92,0,5.585,55.9,4,0,0,0,0,0,0,0,0,0,96.97,0,0,0,0,3.03,0,0,0,0,0,467.94,672.05,753.04,11.17,8.29,0,2.98,2.19,0,19.19,15.71,15.58,4.49,9.22,9.58,72.58,106.96,113.6,8,6.15,7.26,6,5,4,2,2.02,3,5,8,9,2.36,2.36,2.36,65.42,77.21,77.83,2,2,2,9.01,10.45,10.53,450,494,509,681.77,556.64,559.42,64.21,64.62,64.72,23.11,39.57,39.93,276.68,262.87,263.28,138.74,159.39,158.41,1241.39,218.96,189.41,70.99,73.65,73.59,14.39,11.01,10.87,0,1.31,1.81,0.36,0.38,84.09,57.44,88.43,0.56,1.25,118.74,58.35,1.39,0.14,3.69,0.61,0.31,0.34,44.44,24.02,31.54,0,0,0,1.34,0,0,39.64,0,59.02,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.37,0,70.63,1.75,5.86,10.88,3.48,0.24,0.03,53.79,118.1,21.23,82.06,124.95,146.87,10
3917948,3.19,8.9,873.35,827.79,984.8,0.01,3.394,73.07,4,0,0,0,0,14.04,0,0,0,0,28.31,0,0,1.64,0,0,0,56.02,0,0,0,495.21,614.27,614.27,10.17,7.06,0,2.81,1.71,0,18.72,14.48,14.48,5.23,10.05,10.05,80.41,99.66,99.66,8.01,6.6,7.6,6.01,5.01,4.01,2,2.58,3,5.59,8.58,10,2.35,2.35,2.35,68.98,80.24,80.24,2,2,2,9.99,10.88,10.88,436,487,487,633.19,512.74,512.74,64.23,64.49,64.49,27.75,36.26,36.26,269.55,258.32,258.32,147.44,169.56,169.56,278.84,66.51,66.51,70,71.78,71.78,14.28,9.89,9.89,0,0,0,0.37,0.36,82.91,57.11,87.39,0.63,1.11,161.92,57.05,1.37,0.14,4.02,0.49,0.26,0.26,43.51,25.52,30.97,0,0,0,1.53,0,0,42.44,0,56.03,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1.72,4.32,16.46,2.56,0.2,0.06,46.86,75.57,60.15,83.28,87.37,87.37,10
