value
COMID
CAT_PPT_JAN_2016
CAT_PPT_FEB_2016
CAT_PPT_MAR_2016
CAT_PPT_APR_2016
CAT_PPT_MAY_2016
CAT_PPT_JUN_2016
CAT_PPT_JUL_2016
CAT_PPT_AUG_2016
CAT_PPT_SEP_2016
CAT_PPT_OCT_2016
CAT_PPT_NOV_2016
CAT_PPT_DEC_2016
CAT_PPT_JAN_2017
CAT_PPT_FEB_2017
CAT_PPT_MAR_2017
CAT_PPT_APR_2017
CAT_PPT_MAY_2017
CAT_PPT_JUN_2017
CAT_PPT_JUL_2017
CAT_PPT_AUG_2017
CAT_PPT_SEP_2017
CAT_PPT_OCT_2017
CAT_PPT_NOV_2017
CAT_PPT_DEC_2017
CAT_PPT_JAN1945
CAT_PPT_FEB1945
CAT_PPT_MAR1945
CAT_PPT_APR1945
CAT_PPT_MAY1945
CAT_PPT_JUN1945
CAT_PPT_JUL1945
CAT_PPT_AUG1945
CAT_PPT_SEP1945
CAT_PPT_OCT1945
CAT_PPT_NOV1945
CAT_PPT_DEC1945
CAT_PPT_JAN1946
CAT_PPT_FEB1946
CAT_PPT_MAR1946
CAT_PPT_APR1946
CAT_PPT_MAY1946
CAT_PPT_JUN1946
CAT_PPT_JUL1946
CAT_PPT_AUG1946
CAT_PPT_SEP1946
CAT_PPT_OCT1946
CAT_PPT_NOV1946
CAT_PPT_DEC1946
CAT_PPT_JAN1947
CAT_PPT_FEB1947
CAT_PPT_MAR1947
CAT_PPT_APR1947
CAT_PPT_MAY1947
CAT_PPT_JUN1947
CAT_PPT_JUL1947
CAT_PPT_AUG1947
CAT_PPT_SEP1947
CAT_PPT_OCT1947
CAT_PPT_NOV1947
CAT_PPT_DEC1947
CAT_PPT_JAN1948
CAT_PPT_FEB1948
CAT_PPT_MAR1948
CAT_PPT_APR1948
CAT_PPT_MAY1948
CAT_PPT_JUN1948
CAT_PPT_JUL1948
CAT_PPT_AUG1948
CAT_PPT_SEP1948
CAT_PPT_OCT1948
CAT_PPT_NOV1948
CAT_PPT_DEC1948
CAT_PPT_JAN1949
CAT_PPT_FEB1949
CAT_PPT_MAR1949
CAT_PPT_APR1949
CAT_PPT_MAY1949
CAT_PPT_JUN1949
CAT_PPT_JUL1949
CAT_PPT_AUG1949
CAT_PPT_SEP1949
CAT_PPT_OCT1949
CAT_PPT_NOV1949
CAT_PPT_DEC1949
CAT_PPT_JAN1950
CAT_PPT_FEB1950
CAT_PPT_MAR1950
CAT_PPT_APR1950
CAT_PPT_MAY1950
CAT_PPT_JUN1950
CAT_PPT_JUL1950
CAT_PPT_AUG1950
CAT_PPT_SEP1950
CAT_PPT_OCT1950
CAT_PPT_NOV1950
CAT_PPT_DEC1950
CAT_PPT_JAN1951
CAT_PPT_FEB1951
CAT_PPT_MAR1951
CAT_PPT_APR1951
CAT_PPT_MAY1951
CAT_PPT_JUN1951
CAT_PPT_JUL1951
CAT_PPT_AUG1951
CAT_PPT_SEP1951
CAT_PPT_OCT1951
CAT_PPT_NOV1951
CAT_PPT_DEC1951
CAT_PPT_JAN1952
CAT_PPT_FEB1952
CAT_PPT_MAR1952
CAT_PPT_APR1952
CAT_PPT_MAY1952
CAT_PPT_JUN1952
CAT_PPT_JUL1952
CAT_PPT_AUG1952
CAT_PPT_SEP1952
CAT_PPT_OCT1952
CAT_PPT_NOV1952
CAT_PPT_DEC1952
CAT_PPT_JAN1953
CAT_PPT_FEB1953
CAT_PPT_MAR1953
CAT_PPT_APR1953
CAT_PPT_MAY1953
CAT_PPT_JUN1953
CAT_PPT_JUL1953
CAT_PPT_AUG1953
CAT_PPT_SEP1953
CAT_PPT_OCT1953
CAT_PPT_NOV1953
CAT_PPT_DEC1953
CAT_PPT_JAN1954
CAT_PPT_FEB1954
CAT_PPT_MAR1954
CAT_PPT_APR1954
CAT_PPT_MAY1954
CAT_PPT_JUN1954
CAT_PPT_JUL1954
CAT_PPT_AUG1954
CAT_PPT_SEP1954
CAT_PPT_OCT1954
CAT_PPT_NOV1954
CAT_PPT_DEC1954
CAT_PPT_JAN1955
CAT_PPT_FEB1955
CAT_PPT_MAR1955
CAT_PPT_APR1955
CAT_PPT_MAY1955
CAT_PPT_JUN1955
CAT_PPT_JUL1955
CAT_PPT_AUG1955
CAT_PPT_SEP1955
CAT_PPT_OCT1955
CAT_PPT_NOV1955
CAT_PPT_DEC1955
CAT_PPT_JAN1956
CAT_PPT_FEB1956
CAT_PPT_MAR1956
CAT_PPT_APR1956
CAT_PPT_MAY1956
CAT_PPT_JUN1956
CAT_PPT_JUL1956
CAT_PPT_AUG1956
CAT_PPT_SEP1956
CAT_PPT_OCT1956
CAT_PPT_NOV1956
CAT_PPT_DEC1956
CAT_PPT_JAN1957
CAT_PPT_FEB1957
CAT_PPT_MAR1957
CAT_PPT_APR1957
CAT_PPT_MAY1957
CAT_PPT_JUN1957
CAT_PPT_JUL1957
CAT_PPT_AUG1957
CAT_PPT_SEP1957
CAT_PPT_OCT1957
CAT_PPT_NOV1957
CAT_PPT_DEC1957
CAT_PPT_JAN1958
CAT_PPT_FEB1958
CAT_PPT_MAR1958
CAT_PPT_APR1958
CAT_PPT_MAY1958
CAT_PPT_JUN1958
CAT_PPT_JUL1958
CAT_PPT_AUG1958
CAT_PPT_SEP1958
CAT_PPT_OCT1958
CAT_PPT_NOV1958
CAT_PPT_DEC1958
CAT_PPT_JAN1959
CAT_PPT_FEB1959
CAT_PPT_MAR1959
CAT_PPT_APR1959
CAT_PPT_MAY1959
CAT_PPT_JUN1959
CAT_PPT_JUL1959
CAT_PPT_AUG1959
CAT_PPT_SEP1959
CAT_PPT_OCT1959
CAT_PPT_NOV1959
CAT_PPT_DEC1959
CAT_PPT_JAN1960
CAT_PPT_FEB1960
CAT_PPT_MAR1960
CAT_PPT_APR1960
CAT_PPT_MAY1960
CAT_PPT_JUN1960
CAT_PPT_JUL1960
CAT_PPT_AUG1960
CAT_PPT_SEP1960
CAT_PPT_OCT1960
CAT_PPT_NOV1960
CAT_PPT_DEC1960
CAT_PPT_JAN1961
CAT_PPT_FEB1961
CAT_PPT_MAR1961
CAT_PPT_APR1961
CAT_PPT_MAY1961
CAT_PPT_JUN1961
CAT_PPT_JUL1961
CAT_PPT_AUG1961
CAT_PPT_SEP1961
CAT_PPT_OCT1961
CAT_PPT_NOV1961
CAT_PPT_DEC1961
CAT_PPT_JAN1962
CAT_PPT_FEB1962
CAT_PPT_MAR1962
CAT_PPT_APR1962
CAT_PPT_MAY1962
CAT_PPT_JUN1962
CAT_PPT_JUL1962
CAT_PPT_AUG1962
CAT_PPT_SEP1962
CAT_PPT_OCT1962
CAT_PPT_NOV1962
CAT_PPT_DEC1962
CAT_PPT_JAN1963
CAT_PPT_FEB1963
CAT_PPT_MAR1963
CAT_PPT_APR1963
CAT_PPT_MAY1963
CAT_PPT_JUN1963
CAT_PPT_JUL1963
CAT_PPT_AUG1963
CAT_PPT_SEP1963
CAT_PPT_OCT1963
CAT_PPT_NOV1963
CAT_PPT_DEC1963
CAT_PPT_JAN1964
CAT_PPT_FEB1964
CAT_PPT_MAR1964
CAT_PPT_APR1964
CAT_PPT_MAY1964
CAT_PPT_JUN1964
CAT_PPT_JUL1964
CAT_PPT_AUG1964
CAT_PPT_SEP1964
CAT_PPT_OCT1964
CAT_PPT_NOV1964
CAT_PPT_DEC1964
CAT_PPT_JAN1965
CAT_PPT_FEB1965
CAT_PPT_MAR1965
CAT_PPT_APR1965
CAT_PPT_MAY1965
CAT_PPT_JUN1965
CAT_PPT_JUL1965
CAT_PPT_AUG1965
CAT_PPT_SEP1965
CAT_PPT_OCT1965
CAT_PPT_NOV1965
CAT_PPT_DEC1965
CAT_PPT_JAN1966
CAT_PPT_FEB1966
CAT_PPT_MAR1966
CAT_PPT_APR1966
CAT_PPT_MAY1966
CAT_PPT_JUN1966
CAT_PPT_JUL1966
CAT_PPT_AUG1966
CAT_PPT_SEP1966
CAT_PPT_OCT1966
CAT_PPT_NOV1966
CAT_PPT_DEC1966
CAT_PPT_JAN1967
CAT_PPT_FEB1967
CAT_PPT_MAR1967
CAT_PPT_APR1967
CAT_PPT_MAY1967
CAT_PPT_JUN1967
CAT_PPT_JUL1967
CAT_PPT_AUG1967
CAT_PPT_SEP1967
CAT_PPT_OCT1967
CAT_PPT_NOV1967
CAT_PPT_DEC1967
CAT_PPT_JAN1968
CAT_PPT_FEB1968
CAT_PPT_MAR1968
CAT_PPT_APR1968
CAT_PPT_MAY1968
CAT_PPT_JUN1968
CAT_PPT_JUL1968
CAT_PPT_AUG1968
CAT_PPT_SEP1968
CAT_PPT_OCT1968
CAT_PPT_NOV1968
CAT_PPT_DEC1968
CAT_PPT_JAN1969
CAT_PPT_FEB1969
CAT_PPT_MAR1969
CAT_PPT_APR1969
CAT_PPT_MAY1969
CAT_PPT_JUN1969
CAT_PPT_JUL1969
CAT_PPT_AUG1969
CAT_PPT_SEP1969
CAT_PPT_OCT1969
CAT_PPT_NOV1969
CAT_PPT_DEC1969
CAT_PPT_JAN1970
CAT_PPT_FEB1970
CAT_PPT_MAR1970
CAT_PPT_APR1970
CAT_PPT_MAY1970
CAT_PPT_JUN1970
CAT_PPT_JUL1970
CAT_PPT_AUG1970
CAT_PPT_SEP1970
CAT_PPT_OCT1970
CAT_PPT_NOV1970
CAT_PPT_DEC1970
CAT_PPT_JAN1971
CAT_PPT_FEB1971
CAT_PPT_MAR1971
CAT_PPT_APR1971
CAT_PPT_MAY1971
