value
CAT_PPT_JUN1971
CAT_PPT_JUL1971
CAT_PPT_AUG1971
CAT_PPT_SEP1971
CAT_PPT_OCT1971
CAT_PPT_NOV1971
CAT_PPT_DEC1971
CAT_PPT_JAN1972
CAT_PPT_FEB1972
CAT_PPT_MAR1972
CAT_PPT_APR1972
CAT_PPT_MAY1972
CAT_PPT_JUN1972
CAT_PPT_JUL1972
CAT_PPT_AUG1972
CAT_PPT_SEP1972
CAT_PPT_OCT1972
CAT_PPT_NOV1972
CAT_PPT_DEC1972
CAT_PPT_JAN1973
CAT_PPT_FEB1973
CAT_PPT_MAR1973
CAT_PPT_APR1973
CAT_PPT_MAY1973
CAT_PPT_JUN1973
CAT_PPT_JUL1973
CAT_PPT_AUG1973
CAT_PPT_SEP1973
CAT_PPT_OCT1973
CAT_PPT_NOV1973
CAT_PPT_DEC1973
CAT_PPT_JAN1974
CAT_PPT_FEB1974
CAT_PPT_MAR1974
CAT_PPT_APR1974
CAT_PPT_MAY1974
CAT_PPT_JUN1974
CAT_PPT_JUL1974
CAT_PPT_AUG1974
CAT_PPT_SEP1974
CAT_PPT_OCT1974
CAT_PPT_NOV1974
CAT_PPT_DEC1974
CAT_PPT_JAN1975
CAT_PPT_FEB1975
CAT_PPT_MAR1975
CAT_PPT_APR1975
CAT_PPT_MAY1975
CAT_PPT_JUN1975
CAT_PPT_JUL1975
CAT_PPT_AUG1975
CAT_PPT_SEP1975
CAT_PPT_OCT1975
CAT_PPT_NOV1975
CAT_PPT_DEC1975
CAT_PPT_JAN1976
CAT_PPT_FEB1976
CAT_PPT_MAR1976
CAT_PPT_APR1976
CAT_PPT_MAY1976
CAT_PPT_JUN1976
CAT_PPT_JUL1976
CAT_PPT_AUG1976
CAT_PPT_SEP1976
CAT_PPT_OCT1976
CAT_PPT_NOV1976
CAT_PPT_DEC1976
CAT_PPT_JAN1977
CAT_PPT_FEB1977
CAT_PPT_MAR1977
CAT_PPT_APR1977
CAT_PPT_MAY1977
CAT_PPT_JUN1977
CAT_PPT_JUL1977
CAT_PPT_AUG1977
CAT_PPT_SEP1977
CAT_PPT_OCT1977
CAT_PPT_NOV1977
CAT_PPT_DEC1977
CAT_PPT_JAN1978
CAT_PPT_FEB1978
CAT_PPT_MAR1978
CAT_PPT_APR1978
CAT_PPT_MAY1978
CAT_PPT_JUN1978
CAT_PPT_JUL1978
CAT_PPT_AUG1978
CAT_PPT_SEP1978
CAT_PPT_OCT1978
CAT_PPT_NOV1978
CAT_PPT_DEC1978
CAT_PPT_JAN1979
CAT_PPT_FEB1979
CAT_PPT_MAR1979
CAT_PPT_APR1979
CAT_PPT_MAY1979
CAT_PPT_JUN1979
CAT_PPT_JUL1979
CAT_PPT_AUG1979
CAT_PPT_SEP1979
CAT_PPT_OCT1979
CAT_PPT_NOV1979
CAT_PPT_DEC1979
CAT_PPT_JAN1980
CAT_PPT_FEB1980
CAT_PPT_MAR1980
CAT_PPT_APR1980
CAT_PPT_MAY1980
CAT_PPT_JUN1980
CAT_PPT_JUL1980
CAT_PPT_AUG1980
CAT_PPT_SEP1980
CAT_PPT_OCT1980
CAT_PPT_NOV1980
CAT_PPT_DEC1980
CAT_PPT_JAN1981
CAT_PPT_FEB1981
CAT_PPT_MAR1981
CAT_PPT_APR1981
CAT_PPT_MAY1981
CAT_PPT_JUN1981
CAT_PPT_JUL1981
CAT_PPT_AUG1981
CAT_PPT_SEP1981
CAT_PPT_OCT1981
CAT_PPT_NOV1981
CAT_PPT_DEC1981
CAT_PPT_JAN1982
CAT_PPT_FEB1982
CAT_PPT_MAR1982
CAT_PPT_APR1982
CAT_PPT_MAY1982
CAT_PPT_JUN1982
CAT_PPT_JUL1982
CAT_PPT_AUG1982
CAT_PPT_SEP1982
CAT_PPT_OCT1982
CAT_PPT_NOV1982
CAT_PPT_DEC1982
CAT_PPT_JAN1983
CAT_PPT_FEB1983
CAT_PPT_MAR1983
CAT_PPT_APR1983
CAT_PPT_MAY1983
CAT_PPT_JUN1983
CAT_PPT_JUL1983
CAT_PPT_AUG1983
CAT_PPT_SEP1983
CAT_PPT_OCT1983
CAT_PPT_NOV1983
CAT_PPT_DEC1983
CAT_PPT_JAN1984
CAT_PPT_FEB1984
CAT_PPT_MAR1984
CAT_PPT_APR1984
CAT_PPT_MAY1984
CAT_PPT_JUN1984
CAT_PPT_JUL1984
CAT_PPT_AUG1984
CAT_PPT_SEP1984
CAT_PPT_OCT1984
CAT_PPT_NOV1984
CAT_PPT_DEC1984
CAT_PPT_JAN1985
CAT_PPT_FEB1985
CAT_PPT_MAR1985
CAT_PPT_APR1985
CAT_PPT_MAY1985
CAT_PPT_JUN1985
CAT_PPT_JUL1985
CAT_PPT_AUG1985
CAT_PPT_SEP1985
CAT_PPT_OCT1985
CAT_PPT_NOV1985
CAT_PPT_DEC1985
CAT_PPT_JAN1986
CAT_PPT_FEB1986
CAT_PPT_MAR1986
CAT_PPT_APR1986
CAT_PPT_MAY1986
CAT_PPT_JUN1986
CAT_PPT_JUL1986
CAT_PPT_AUG1986
CAT_PPT_SEP1986
CAT_PPT_OCT1986
CAT_PPT_NOV1986
CAT_PPT_DEC1986
CAT_PPT_JAN1987
CAT_PPT_FEB1987
CAT_PPT_MAR1987
CAT_PPT_APR1987
CAT_PPT_MAY1987
CAT_PPT_JUN1987
CAT_PPT_JUL1987
CAT_PPT_AUG1987
CAT_PPT_SEP1987
CAT_PPT_OCT1987
CAT_PPT_NOV1987
CAT_PPT_DEC1987
CAT_PPT_JAN1988
CAT_PPT_FEB1988
CAT_PPT_MAR1988
CAT_PPT_APR1988
CAT_PPT_MAY1988
CAT_PPT_JUN1988
CAT_PPT_JUL1988
CAT_PPT_AUG1988
CAT_PPT_SEP1988
CAT_PPT_OCT1988
CAT_PPT_NOV1988
CAT_PPT_DEC1988
CAT_PPT_JAN1989
CAT_PPT_FEB1989
CAT_PPT_MAR1989
CAT_PPT_APR1989
CAT_PPT_MAY1989
CAT_PPT_JUN1989
CAT_PPT_JUL1989
CAT_PPT_AUG1989
CAT_PPT_SEP1989
CAT_PPT_OCT1989
CAT_PPT_NOV1989
CAT_PPT_DEC1989
CAT_PPT_JAN1990
CAT_PPT_FEB1990
CAT_PPT_MAR1990
CAT_PPT_APR1990
CAT_PPT_MAY1990
CAT_PPT_JUN1990
CAT_PPT_JUL1990
CAT_PPT_AUG1990
CAT_PPT_SEP1990
CAT_PPT_OCT1990
CAT_PPT_NOV1990
CAT_PPT_DEC1990
CAT_PPT_JAN1991
CAT_PPT_FEB1991
CAT_PPT_MAR1991
CAT_PPT_APR1991
CAT_PPT_MAY1991
CAT_PPT_JUN1991
CAT_PPT_JUL1991
CAT_PPT_AUG1991
CAT_PPT_SEP1991
CAT_PPT_OCT1991
CAT_PPT_NOV1991
CAT_PPT_DEC1991
CAT_PPT_JAN1992
CAT_PPT_FEB1992
CAT_PPT_MAR1992
CAT_PPT_APR1992
CAT_PPT_MAY1992
CAT_PPT_JUN1992
CAT_PPT_JUL1992
CAT_PPT_AUG1992
CAT_PPT_SEP1992
CAT_PPT_OCT1992
CAT_PPT_NOV1992
CAT_PPT_DEC1992
CAT_PPT_JAN1993
CAT_PPT_FEB1993
CAT_PPT_MAR1993
CAT_PPT_APR1993
CAT_PPT_MAY1993
CAT_PPT_JUN1993
CAT_PPT_JUL1993
CAT_PPT_AUG1993
CAT_PPT_SEP1993
CAT_PPT_OCT1993
CAT_PPT_NOV1993
CAT_PPT_DEC1993
CAT_PPT_JAN1994
CAT_PPT_FEB1994
CAT_PPT_MAR1994
CAT_PPT_APR1994
CAT_PPT_MAY1994
CAT_PPT_JUN1994
CAT_PPT_JUL1994
CAT_PPT_AUG1994
CAT_PPT_SEP1994
CAT_PPT_OCT1994
CAT_PPT_NOV1994
CAT_PPT_DEC1994
CAT_PPT_JAN1995
CAT_PPT_FEB1995
CAT_PPT_MAR1995
CAT_PPT_APR1995
CAT_PPT_MAY1995
CAT_PPT_JUN1995
CAT_PPT_JUL1995
CAT_PPT_AUG1995
CAT_PPT_SEP1995
CAT_PPT_OCT1995
CAT_PPT_NOV1995
CAT_PPT_DEC1995
CAT_PPT_JAN1996
CAT_PPT_FEB1996
CAT_PPT_MAR1996
CAT_PPT_APR1996
CAT_PPT_MAY1996
CAT_PPT_JUN1996
CAT_PPT_JUL1996
CAT_PPT_AUG1996
CAT_PPT_SEP1996
CAT_PPT_OCT1996
CAT_PPT_NOV1996
CAT_PPT_DEC1996
CAT_PPT_JAN1997
CAT_PPT_FEB1997
CAT_PPT_MAR1997
CAT_PPT_APR1997
CAT_PPT_MAY1997
CAT_PPT_JUN1997
CAT_PPT_JUL1997
CAT_PPT_AUG1997
CAT_PPT_SEP1997
CAT_PPT_OCT1997
CAT_PPT_NOV1997
CAT_PPT_DEC1997
CAT_PPT_JAN1998
CAT_PPT_FEB1998
CAT_PPT_MAR1998
CAT_PPT_APR1998
CAT_PPT_MAY1998
CAT_PPT_JUN1998
CAT_PPT_JUL1998
CAT_PPT_AUG1998
CAT_PPT_SEP1998
CAT_PPT_OCT1998
CAT_PPT_NOV1998
CAT_PPT_DEC1998
CAT_PPT_JAN1999
CAT_PPT_FEB1999
CAT_PPT_MAR1999
CAT_PPT_APR1999
CAT_PPT_MAY1999
CAT_PPT_JUN1999
CAT_PPT_JUL1999
CAT_PPT_AUG1999
CAT_PPT_SEP1999
CAT_PPT_OCT1999
CAT_PPT_NOV1999
CAT_PPT_DEC1999
CAT_PPT_JAN2000
CAT_PPT_FEB2000
CAT_PPT_MAR2000
CAT_PPT_APR2000
CAT_PPT_MAY2000
CAT_PPT_JUN2000
CAT_PPT_JUL2000
CAT_PPT_AUG2000
CAT_PPT_SEP2000
CAT_PPT_OCT2000
CAT_PPT_NOV2000
CAT_PPT_DEC2000
CAT_PPT_JAN2001
CAT_PPT_FEB2001
CAT_PPT_MAR2001
CAT_PPT_APR2001
CAT_PPT_MAY2001
CAT_PPT_JUN2001
CAT_PPT_JUL2001
CAT_PPT_AUG2001
CAT_PPT_SEP2001
CAT_PPT_OCT2001
CAT_PPT_NOV2001
CAT_PPT_DEC2001
CAT_PPT_JAN2002
CAT_PPT_FEB2002
CAT_PPT_MAR2002
CAT_PPT_APR2002
CAT_PPT_MAY2002
CAT_PPT_JUN2002
CAT_PPT_JUL2002
CAT_PPT_AUG2002
CAT_PPT_SEP2002
CAT_PPT_OCT2002
CAT_PPT_NOV2002
CAT_PPT_DEC2002
CAT_PPT_JAN2003
CAT_PPT_FEB2003
CAT_PPT_MAR2003
CAT_PPT_APR2003
CAT_PPT_MAY2003
CAT_PPT_JUN2003
CAT_PPT_JUL2003
CAT_PPT_AUG2003
CAT_PPT_SEP2003
CAT_PPT_OCT2003
CAT_PPT_NOV2003
CAT_PPT_DEC2003
CAT_PPT_JAN2004
CAT_PPT_FEB2004
CAT_PPT_MAR2004
CAT_PPT_APR2004
CAT_PPT_MAY2004
CAT_PPT_JUN2004
CAT_PPT_JUL2004
CAT_PPT_AUG2004
CAT_PPT_SEP2004
CAT_PPT_OCT2004
CAT_PPT_NOV2004
CAT_PPT_DEC2004
CAT_PPT_JAN2005
CAT_PPT_FEB2005
CAT_PPT_MAR2005
CAT_PPT_APR2005
CAT_PPT_MAY2005
CAT_PPT_JUN2005
CAT_PPT_JUL2005
CAT_PPT_AUG2005
CAT_PPT_SEP2005
CAT_PPT_OCT2005
CAT_PPT_NOV2005
CAT_PPT_DEC2005
CAT_PPT_JAN2006
CAT_PPT_FEB2006
CAT_PPT_MAR2006
CAT_PPT_APR2006
CAT_PPT_MAY2006
CAT_PPT_JUN2006
CAT_PPT_JUL2006
CAT_PPT_AUG2006
CAT_PPT_SEP2006
CAT_PPT_OCT2006
CAT_PPT_NOV2006
CAT_PPT_DEC2006
CAT_PPT_JAN2007
CAT_PPT_FEB2007
CAT_PPT_MAR2007
CAT_PPT_APR2007
CAT_PPT_MAY2007
CAT_PPT_JUN2007
CAT_PPT_JUL2007
CAT_PPT_AUG2007
CAT_PPT_SEP2007
CAT_PPT_OCT2007
CAT_PPT_NOV2007
CAT_PPT_DEC2007
CAT_PPT_JAN2008
CAT_PPT_FEB2008
CAT_PPT_MAR2008
CAT_PPT_APR2008
CAT_PPT_MAY2008
CAT_PPT_JUN2008
CAT_PPT_JUL2008
CAT_PPT_AUG2008
CAT_PPT_SEP2008
CAT_PPT_OCT2008
CAT_PPT_NOV2008
CAT_PPT_DEC2008
CAT_PPT_JAN2009
CAT_PPT_FEB2009
CAT_PPT_MAR2009
CAT_PPT_APR2009
CAT_PPT_MAY2009
CAT_PPT_JUN2009
CAT_PPT_JUL2009
CAT_PPT_AUG2009
CAT_PPT_SEP2009
CAT_PPT_OCT2009
CAT_PPT_NOV2009
CAT_PPT_DEC2009
CAT_PPT_JAN2010
CAT_PPT_FEB2010
CAT_PPT_MAR2010
CAT_PPT_APR2010
CAT_PPT_MAY2010
CAT_PPT_JUN2010
CAT_PPT_JUL2010
CAT_PPT_AUG2010
CAT_PPT_SEP2010
CAT_PPT_OCT2010
CAT_PPT_NOV2010
CAT_PPT_DEC2010
CAT_PPT_JAN2011
CAT_PPT_FEB2011
CAT_PPT_MAR2011
CAT_PPT_APR2011
CAT_PPT_MAY2011
CAT_PPT_JUN2011
CAT_PPT_JUL2011
CAT_PPT_AUG2011
CAT_PPT_SEP2011
CAT_PPT_OCT2011
CAT_PPT_NOV2011
CAT_PPT_DEC2011
CAT_PPT_JAN2012
CAT_PPT_FEB2012
CAT_PPT_MAR2012
CAT_PPT_APR2012
CAT_PPT_MAY2012
CAT_PPT_JUN2012
CAT_PPT_JUL2012
CAT_PPT_AUG2012
CAT_PPT_SEP2012
CAT_PPT_OCT2012
CAT_PPT_NOV2012
CAT_PPT_DEC2012
CAT_PPT_JAN2013
CAT_PPT_FEB2013
CAT_PPT_MAR2013
CAT_PPT_APR2013
CAT_PPT_MAY2013
CAT_PPT_JUN2013
CAT_PPT_JUL2013
CAT_PPT_AUG2013
CAT_PPT_SEP2013
CAT_PPT_OCT2013
CAT_PPT_NOV2013
CAT_PPT_DEC2013
CAT_PPT_JAN2014
CAT_PPT_FEB2014
CAT_PPT_MAR2014
CAT_PPT_APR2014
CAT_PPT_MAY2014
CAT_PPT_JUN2014
CAT_PPT_JUL2014
CAT_PPT_AUG2014
CAT_PPT_SEP2014
CAT_PPT_OCT2014
CAT_PPT_NOV2014
CAT_PPT_DEC2014
CAT_PPT_JAN2015
CAT_PPT_FEB2015
CAT_PPT_MAR2015
CAT_PPT_APR2015
CAT_PPT_MAY2015
CAT_PPT_JUN2015
CAT_PPT_JUL2015
CAT_PPT_AUG2015
CAT_PPT_SEP2015
CAT_PPT_OCT2015
CAT_PPT_NOV2015
CAT_PPT_DEC2015
CAT_TAV_JAN_2016
CAT_TAV_FEB_2016
CAT_TAV_MAR_2016
CAT_TAV_APR_2016
CAT_TAV_MAY_2016
CAT_TAV_JUN_2016
CAT_TAV_JUL_2016
CAT_TAV_AUG_2016
CAT_TAV_SEP_2016
CAT_TAV_OCT_2016
CAT_TAV_NOV_2016
CAT_TAV_DEC_2016
CAT_TAV_JAN_2017
CAT_TAV_FEB_2017
CAT_TAV_MAR_2017
CAT_TAV_APR_2017
CAT_TAV_MAY_2017
CAT_TAV_JUN_2017
CAT_TAV_JUL_2017
CAT_TAV_AUG_2017
CAT_TAV_SEP_2017
CAT_TAV_OCT_2017
CAT_TAV_NOV_2017
CAT_TAV_DEC_2017
CAT_TAV_JAN1945
CAT_TAV_FEB1945
CAT_TAV_MAR1945
CAT_TAV_APR1945
CAT_TAV_MAY1945
CAT_TAV_JUN1945
CAT_TAV_JUL1945
CAT_TAV_AUG1945
CAT_TAV_SEP1945
CAT_TAV_OCT1945
CAT_TAV_NOV1945
CAT_TAV_DEC1945
CAT_TAV_JAN1946
CAT_TAV_FEB1946
CAT_TAV_MAR1946
CAT_TAV_APR1946
CAT_TAV_MAY1946
CAT_TAV_JUN1946
CAT_TAV_JUL1946
CAT_TAV_AUG1946
CAT_TAV_SEP1946
CAT_TAV_OCT1946
CAT_TAV_NOV1946
CAT_TAV_DEC1946
CAT_TAV_JAN1947
CAT_TAV_FEB1947
CAT_TAV_MAR1947
CAT_TAV_APR1947
CAT_TAV_MAY1947
CAT_TAV_JUN1947
CAT_TAV_JUL1947
CAT_TAV_AUG1947
CAT_TAV_SEP1947
CAT_TAV_OCT1947
CAT_TAV_NOV1947
CAT_TAV_DEC1947
CAT_TAV_JAN1948
CAT_TAV_FEB1948
CAT_TAV_MAR1948
CAT_TAV_APR1948
CAT_TAV_MAY1948
CAT_TAV_JUN1948
CAT_TAV_JUL1948
CAT_TAV_AUG1948
CAT_TAV_SEP1948
CAT_TAV_OCT1948
CAT_TAV_NOV1948
CAT_TAV_DEC1948
CAT_TAV_JAN1949
CAT_TAV_FEB1949
CAT_TAV_MAR1949
CAT_TAV_APR1949
CAT_TAV_MAY1949
CAT_TAV_JUN1949
CAT_TAV_JUL1949
CAT_TAV_AUG1949
CAT_TAV_SEP1949
CAT_TAV_OCT1949
CAT_TAV_NOV1949
CAT_TAV_DEC1949
CAT_TAV_JAN1950
CAT_TAV_FEB1950
CAT_TAV_MAR1950
CAT_TAV_APR1950
CAT_TAV_MAY1950
CAT_TAV_JUN1950
CAT_TAV_JUL1950
CAT_TAV_AUG1950
CAT_TAV_SEP1950
CAT_TAV_OCT1950
CAT_TAV_NOV1950
CAT_TAV_DEC1950
CAT_TAV_JAN1951
CAT_TAV_FEB1951
CAT_TAV_MAR1951
CAT_TAV_APR1951
CAT_TAV_MAY1951
CAT_TAV_JUN1951
CAT_TAV_JUL1951
CAT_TAV_AUG1951
CAT_TAV_SEP1951
CAT_TAV_OCT1951
CAT_TAV_NOV1951
CAT_TAV_DEC1951
CAT_TAV_JAN1952
CAT_TAV_FEB1952
CAT_TAV_MAR1952
CAT_TAV_APR1952
CAT_TAV_MAY1952
CAT_TAV_JUN1952
CAT_TAV_JUL1952
CAT_TAV_AUG1952
CAT_TAV_SEP1952
CAT_TAV_OCT1952
CAT_TAV_NOV1952
CAT_TAV_DEC1952
CAT_TAV_JAN1953
CAT_TAV_FEB1953
CAT_TAV_MAR1953
CAT_TAV_APR1953
CAT_TAV_MAY1953
CAT_TAV_JUN1953
