COMID,CAT_PPT2004_ANN,ACC_PPT2004_ANN,TOT_PPT2004_ANN,source
3917070,723.96,723.96,723.96,PPT2004_ANN_CONUS
3917072,713.64,713.64,713.64,PPT2004_ANN_CONUS
3917082,633.12,633.12,633.12,PPT2004_ANN_CONUS
3917084,661.32,661.32,661.32,PPT2004_ANN_CONUS
3917106,615.96,642.36,642.36,PPT2004_ANN_CONUS
3917114,648.48,648.48,648.48,PPT2004_ANN_CONUS
3917130,638.52,604.68,604.68,PPT2004_ANN_CONUS
3917136,549.48,549.48,549.48,PPT2004_ANN_CONUS
3917138,487.2,487.2,487.2,PPT2004_ANN_CONUS
3917154,687.96,694.8,694.8,PPT2004_ANN_CONUS
3917156,651.12,651.12,651.12,PPT2004_ANN_CONUS
3917158,468.48,468.48,468.48,PPT2004_ANN_CONUS
3917160,511.8,511.8,511.8,PPT2004_ANN_CONUS
3917162,629.04,607.8,607.8,PPT2004_ANN_CONUS
3917164,560.04,560.04,560.04,PPT2004_ANN_CONUS
3917172,628.2,628.2,628.2,PPT2004_ANN_CONUS
3917176,603.6,618.84,618.84,PPT2004_ANN_CONUS
3917178,627.36,618.84,618.84,PPT2004_ANN_CONUS
3917194,623.4,623.4,623.4,PPT2004_ANN_CONUS
3917198,443.28,599.04,599.04,PPT2004_ANN_CONUS
3917200,395.52,588.24,588.24,PPT2004_ANN_CONUS
3917212,584.52,584.52,584.52,PPT2004_ANN_CONUS
3917214,466.56,466.56,466.56,PPT2004_ANN_CONUS
3917218,444.48,559.56,559.56,PPT2004_ANN_CONUS
3917220,438.84,551.28,551.28,PPT2004_ANN_CONUS
3917228,438.84,438.84,438.84,PPT2004_ANN_CONUS
3917230,341.28,341.28,341.28,PPT2004_ANN_CONUS
3917244,348.72,639.24,691.8,PPT2004_ANN_CONUS
3917250,612.48,612.48,612.48,PPT2004_ANN_CONUS
3917256,438.84,650.16,650.16,PPT2004_ANN_CONUS
3917268,438.84,641.52,641.52,PPT2004_ANN_CONUS
3917272,575.88,694.2,694.2,PPT2004_ANN_CONUS
3917274,443.04,443.04,443.04,PPT2004_ANN_CONUS
3917276,692.4,732.12,732.12,PPT2004_ANN_CONUS
3917278,570.24,701.52,701.52,PPT2004_ANN_CONUS
3917280,441.96,640.8,640.8,PPT2004_ANN_CONUS
3917282,554.88,678.48,678.48,PPT2004_ANN_CONUS
3917284,458.04,658.2,658.2,PPT2004_ANN_CONUS
3917286,457.2,457.2,457.2,PPT2004_ANN_CONUS
3917912,636.48,617.28,617.28,PPT2004_ANN_CONUS
3917914,481.44,491.28,491.28,PPT2004_ANN_CONUS
3917916,573.96,572.28,572.28,PPT2004_ANN_CONUS
3917918,528.24,606.84,606.84,PPT2004_ANN_CONUS
3917920,465.72,490.92,490.92,PPT2004_ANN_CONUS
3917922,433.68,433.68,433.68,PPT2004_ANN_CONUS
3917946,350.28,632.76,686.28,PPT2004_ANN_CONUS
3917948,384.72,584.4,584.4,PPT2004_ANN_CONUS
3917950,362.4,644.4,696.24,PPT2004_ANN_CONUS
3917956,751.56,751.56,751.56,PPT2004_ANN_CONUS
3917958,747.84,747.84,747.84,PPT2004_ANN_CONUS
3917960,746.64,746.64,746.64,PPT2004_ANN_CONUS
948010089,423.12,432.72,432.72,PPT2004_ANN_CONUS
