COMID,CAT_TAV1970_ANN,ACC_TAV1970_ANN,TOT_TAV1970_ANN,source
3917070,7.64,7.64,7.64,TAV1970_ANN_CONUS
3917072,7.8,7.8,7.8,TAV1970_ANN_CONUS
3917082,7.28,7.28,7.28,TAV1970_ANN_CONUS
3917084,7.08,7.08,7.08,TAV1970_ANN_CONUS
3917106,7.42,7.22,7.22,TAV1970_ANN_CONUS
3917114,7.55,7.55,7.55,TAV1970_ANN_CONUS
3917130,7.64,7.56,7.56,TAV1970_ANN_CONUS
3917136,7.54,7.54,7.54,TAV1970_ANN_CONUS
3917138,7.67,7.67,7.67,TAV1970_ANN_CONUS
3917154,7.69,7.68,7.68,TAV1970_ANN_CONUS
3917156,8.06,8.06,8.06,TAV1970_ANN_CONUS
3917158,9.59,9.59,9.59,TAV1970_ANN_CONUS
3917160,9.31,9.31,9.31,TAV1970_ANN_CONUS
3917162,7.97,7.59,7.59,TAV1970_ANN_CONUS
3917164,8.74,8.74,8.74,TAV1970_ANN_CONUS
3917172,8.3,8.3,8.3,TAV1970_ANN_CONUS
3917176,8.54,7.75,7.75,TAV1970_ANN_CONUS
3917178,8.26,7.68,7.68,TAV1970_ANN_CONUS
3917194,7.71,7.71,7.71,TAV1970_ANN_CONUS
3917198,9.91,8.04,8.04,TAV1970_ANN_CONUS
3917200,10.39,8.17,8.17,TAV1970_ANN_CONUS
3917212,8.75,8.75,8.75,TAV1970_ANN_CONUS
3917214,9.76,9.76,9.76,TAV1970_ANN_CONUS
3917218,9.95,8.96,8.96,TAV1970_ANN_CONUS
3917220,10.05,9.04,9.04,TAV1970_ANN_CONUS
3917228,10.05,10.05,10.05,TAV1970_ANN_CONUS
3917230,11,11,11,TAV1970_ANN_CONUS
3917244,10.93,8.32,8.32,TAV1970_ANN_CONUS
3917250,8.56,8.56,8.56,TAV1970_ANN_CONUS
3917256,10.05,8.35,8.35,TAV1970_ANN_CONUS
3917268,10.05,8.42,8.42,TAV1970_ANN_CONUS
3917272,8.8,8.04,8.04,TAV1970_ANN_CONUS
3917274,10.02,10.02,10.02,TAV1970_ANN_CONUS
3917276,8.5,7.75,7.75,TAV1970_ANN_CONUS
3917278,9.11,8.01,8.01,TAV1970_ANN_CONUS
3917280,10.02,8.5,8.5,TAV1970_ANN_CONUS
3917282,9.36,8.21,8.21,TAV1970_ANN_CONUS
3917284,9.91,8.37,8.37,TAV1970_ANN_CONUS
3917286,9.91,9.91,9.91,TAV1970_ANN_CONUS
3917912,8.11,7.63,7.63,TAV1970_ANN_CONUS
3917914,7.95,7.88,7.88,TAV1970_ANN_CONUS
3917916,7.72,7.77,7.77,TAV1970_ANN_CONUS
3917918,9.1,7.94,7.94,TAV1970_ANN_CONUS
3917920,9.62,9.45,9.45,TAV1970_ANN_CONUS
3917922,10.04,10.04,10.04,TAV1970_ANN_CONUS
3917946,11.2,8.39,8.37,TAV1970_ANN_CONUS
3917948,10.48,8.21,8.21,TAV1970_ANN_CONUS
3917950,10.7,8.28,8.28,TAV1970_ANN_CONUS
3917956,7.67,7.67,7.67,TAV1970_ANN_CONUS
3917958,7.49,7.49,7.49,TAV1970_ANN_CONUS
3917960,7.45,7.45,7.45,TAV1970_ANN_CONUS
948010089,10.14,10.05,10.05,TAV1970_ANN_CONUS
