COMID,CAT_RUN2015_ANN,ACC_RUN2015_ANN,TOT_RUN2015_ANN,source
3917070,518.16,518.16,518.16,RUN2015_ANN_CONUS
3917072,512.16,512.16,512.16,RUN2015_ANN_CONUS
3917082,606.24,606.24,606.24,RUN2015_ANN_CONUS
3917084,582.72,582.72,582.72,RUN2015_ANN_CONUS
3917106,524.52,561.72,561.72,RUN2015_ANN_CONUS
3917114,380.52,380.52,380.52,RUN2015_ANN_CONUS
3917130,331.44,402.12,402.12,RUN2015_ANN_CONUS
3917136,448.92,448.92,448.92,RUN2015_ANN_CONUS
3917138,304.68,304.68,304.68,RUN2015_ANN_CONUS
3917154,462.6,473.16,473.16,RUN2015_ANN_CONUS
3917156,296.16,296.16,296.16,RUN2015_ANN_CONUS
3917158,162.72,162.72,162.72,RUN2015_ANN_CONUS
3917160,173.76,173.76,173.76,RUN2015_ANN_CONUS
3917162,227.52,386.88,386.88,RUN2015_ANN_CONUS
3917164,184.92,184.92,184.92,RUN2015_ANN_CONUS
3917172,323.52,323.52,323.52,RUN2015_ANN_CONUS
3917176,191.76,363.24,363.24,RUN2015_ANN_CONUS
3917178,205.32,373.68,373.68,RUN2015_ANN_CONUS
3917194,302.88,302.88,302.88,RUN2015_ANN_CONUS
3917198,141.36,323.64,323.64,RUN2015_ANN_CONUS
3917200,101.4,310.2,310.2,RUN2015_ANN_CONUS
3917212,198.36,198.36,198.36,RUN2015_ANN_CONUS
3917214,166.44,166.44,166.44,RUN2015_ANN_CONUS
3917218,161.4,191.64,191.64,RUN2015_ANN_CONUS
3917220,161.16,189.6,189.6,RUN2015_ANN_CONUS
3917228,161.16,161.16,161.16,RUN2015_ANN_CONUS
3917230,17.52,17.52,17.52,RUN2015_ANN_CONUS
3917244,21.84,248.64,285,RUN2015_ANN_CONUS
3917250,209.52,209.52,209.52,RUN2015_ANN_CONUS
3917256,161.16,243.12,243.12,RUN2015_ANN_CONUS
3917268,161.16,239.76,239.76,RUN2015_ANN_CONUS
3917272,194.4,269.52,269.52,RUN2015_ANN_CONUS
3917274,165,165,165,RUN2015_ANN_CONUS
3917276,148.44,202.56,202.56,RUN2015_ANN_CONUS
3917278,160.92,194.76,194.76,RUN2015_ANN_CONUS
3917280,164.04,186.96,186.96,RUN2015_ANN_CONUS
3917282,160.44,189.6,189.6,RUN2015_ANN_CONUS
3917284,178.68,188.64,188.64,RUN2015_ANN_CONUS
3917286,177.96,177.96,177.96,RUN2015_ANN_CONUS
3917912,234.6,386.52,386.52,RUN2015_ANN_CONUS
3917914,312.48,332.16,332.16,RUN2015_ANN_CONUS
3917916,308.88,313.08,313.08,RUN2015_ANN_CONUS
3917918,174.48,334.8,334.8,RUN2015_ANN_CONUS
3917920,159.36,167.76,167.76,RUN2015_ANN_CONUS
3917922,118.2,118.2,118.2,RUN2015_ANN_CONUS
3917946,25.92,243.6,280.8,RUN2015_ANN_CONUS
3917948,88.44,306,306,RUN2015_ANN_CONUS
3917950,52.32,252.6,288.36,RUN2015_ANN_CONUS
3917956,305.88,305.88,305.88,RUN2015_ANN_CONUS
3917958,236.52,236.52,236.52,RUN2015_ANN_CONUS
3917960,214.8,214.8,214.8,RUN2015_ANN_CONUS
948010089,109.8,117.48,117.48,RUN2015_ANN_CONUS
