COMID,CAT_PPT1953_ANN,ACC_PPT1953_ANN,TOT_PPT1953_ANN,source
3917070,866.76,866.76,866.76,PPT1953_ANN_CONUS
3917072,847.32,847.32,847.32,PPT1953_ANN_CONUS
3917082,772.68,772.68,772.68,PPT1953_ANN_CONUS
3917084,805.32,805.32,805.32,PPT1953_ANN_CONUS
3917106,740.16,778.56,778.56,PPT1953_ANN_CONUS
3917114,743.64,743.64,743.64,PPT1953_ANN_CONUS
3917130,717.36,732.96,732.96,PPT1953_ANN_CONUS
3917136,678.84,678.84,678.84,PPT1953_ANN_CONUS
3917138,609.72,609.72,609.72,PPT1953_ANN_CONUS
3917154,807.12,818.28,818.28,PPT1953_ANN_CONUS
3917156,733.8,733.8,733.8,PPT1953_ANN_CONUS
3917158,496.44,496.44,496.44,PPT1953_ANN_CONUS
3917160,538.8,538.8,538.8,PPT1953_ANN_CONUS
3917162,689.04,729.48,729.48,PPT1953_ANN_CONUS
3917164,667.32,667.32,667.32,PPT1953_ANN_CONUS
3917172,746.4,746.4,746.4,PPT1953_ANN_CONUS
3917176,743.28,735.72,735.72,PPT1953_ANN_CONUS
3917178,715.56,734.64,734.64,PPT1953_ANN_CONUS
3917194,780.72,780.72,780.72,PPT1953_ANN_CONUS
3917198,480.12,706.08,706.08,PPT1953_ANN_CONUS
3917200,437.76,691.08,691.08,PPT1953_ANN_CONUS
3917212,702.24,702.24,702.24,PPT1953_ANN_CONUS
3917214,509.64,509.64,509.64,PPT1953_ANN_CONUS
3917218,484.2,662.4,662.4,PPT1953_ANN_CONUS
3917220,481.44,649.92,649.92,PPT1953_ANN_CONUS
3917228,481.44,481.44,481.44,PPT1953_ANN_CONUS
3917230,386.16,386.16,386.16,PPT1953_ANN_CONUS
3917244,393.36,741.48,787.8,PPT1953_ANN_CONUS
3917250,748.2,748.2,748.2,PPT1953_ANN_CONUS
3917256,481.44,833.64,833.64,PPT1953_ANN_CONUS
3917268,481.44,819.24,819.24,PPT1953_ANN_CONUS
3917272,663.96,918.12,918.12,PPT1953_ANN_CONUS
3917274,484.68,484.68,484.68,PPT1953_ANN_CONUS
3917276,780.48,955.92,955.92,PPT1953_ANN_CONUS
3917278,625.08,893.52,893.52,PPT1953_ANN_CONUS
3917280,483.84,790.2,790.2,PPT1953_ANN_CONUS
3917282,609.12,849.72,849.72,PPT1953_ANN_CONUS
3917284,496.44,817.2,817.2,PPT1953_ANN_CONUS
3917286,495.84,495.84,495.84,PPT1953_ANN_CONUS
3917912,696.84,735.84,735.84,PPT1953_ANN_CONUS
3917914,590.16,603.24,603.24,PPT1953_ANN_CONUS
3917916,689.64,706.44,706.44,PPT1953_ANN_CONUS
3917918,605.16,719.52,719.52,PPT1953_ANN_CONUS
3917920,494.64,518.64,518.64,PPT1953_ANN_CONUS
3917922,474.84,474.84,474.84,PPT1953_ANN_CONUS
3917946,406.44,733.92,781.44,PPT1953_ANN_CONUS
3917948,427.08,686.04,686.04,PPT1953_ANN_CONUS
3917950,408.12,747.72,792.84,PPT1953_ANN_CONUS
3917956,1041.24,1041.24,1041.24,PPT1953_ANN_CONUS
3917958,1045.8,1045.8,1045.8,PPT1953_ANN_CONUS
3917960,1008.12,1008.12,1008.12,PPT1953_ANN_CONUS
948010089,465.6,474,474,PPT1953_ANN_CONUS
