COMID,CAT_TAV1957_ANN,ACC_TAV1957_ANN,TOT_TAV1957_ANN,source
3917070,7.33,7.33,7.33,TAV1957_ANN_CONUS
3917072,7.46,7.46,7.46,TAV1957_ANN_CONUS
3917082,7.09,7.09,7.09,TAV1957_ANN_CONUS
3917084,6.92,6.92,6.92,TAV1957_ANN_CONUS
3917106,7.2,7.03,7.03,TAV1957_ANN_CONUS
3917114,7.27,7.27,7.27,TAV1957_ANN_CONUS
3917130,7.35,7.29,7.29,TAV1957_ANN_CONUS
3917136,7.3,7.3,7.3,TAV1957_ANN_CONUS
3917138,7.42,7.42,7.42,TAV1957_ANN_CONUS
3917154,7.37,7.37,7.37,TAV1957_ANN_CONUS
3917156,7.66,7.66,7.66,TAV1957_ANN_CONUS
3917158,8.71,8.71,8.71,TAV1957_ANN_CONUS
3917160,8.5,8.5,8.5,TAV1957_ANN_CONUS
3917162,7.61,7.32,7.32,TAV1957_ANN_CONUS
3917164,8.09,8.09,8.09,TAV1957_ANN_CONUS
3917172,7.79,7.79,7.79,TAV1957_ANN_CONUS
3917176,7.96,7.43,7.43,TAV1957_ANN_CONUS
3917178,7.8,7.38,7.38,TAV1957_ANN_CONUS
3917194,7.38,7.38,7.38,TAV1957_ANN_CONUS
3917198,9.01,7.63,7.63,TAV1957_ANN_CONUS
3917200,9.45,7.72,7.72,TAV1957_ANN_CONUS
3917212,8.08,8.08,8.08,TAV1957_ANN_CONUS
3917214,8.9,8.9,8.9,TAV1957_ANN_CONUS
3917218,9.05,8.26,8.26,TAV1957_ANN_CONUS
3917220,9.14,8.32,8.32,TAV1957_ANN_CONUS
3917228,9.14,9.14,9.14,TAV1957_ANN_CONUS
3917230,10.05,10.05,10.05,TAV1957_ANN_CONUS
3917244,9.97,7.56,7.47,TAV1957_ANN_CONUS
3917250,7.94,7.94,7.94,TAV1957_ANN_CONUS
3917256,9.14,7.79,7.79,TAV1957_ANN_CONUS
3917268,9.14,7.85,7.85,TAV1957_ANN_CONUS
3917272,8.11,7.55,7.55,TAV1957_ANN_CONUS
3917274,9.09,9.09,9.09,TAV1957_ANN_CONUS
3917276,7.76,7.21,7.21,TAV1957_ANN_CONUS
3917278,8.32,7.42,7.42,TAV1957_ANN_CONUS
3917280,9.1,7.82,7.82,TAV1957_ANN_CONUS
3917282,8.49,7.59,7.59,TAV1957_ANN_CONUS
3917284,8.97,7.71,7.71,TAV1957_ANN_CONUS
3917286,8.97,8.97,8.97,TAV1957_ANN_CONUS
3917912,7.71,7.34,7.34,TAV1957_ANN_CONUS
3917914,7.62,7.57,7.57,TAV1957_ANN_CONUS
3917916,7.43,7.45,7.45,TAV1957_ANN_CONUS
3917918,8.36,7.56,7.56,TAV1957_ANN_CONUS
3917920,8.74,8.6,8.6,TAV1957_ANN_CONUS
3917922,9.13,9.13,9.13,TAV1957_ANN_CONUS
3917946,10.24,7.62,7.52,TAV1957_ANN_CONUS
3917948,9.53,7.76,7.76,TAV1957_ANN_CONUS
3917950,9.74,7.52,7.44,TAV1957_ANN_CONUS
3917956,7.29,7.29,7.29,TAV1957_ANN_CONUS
3917958,7.05,7.05,7.05,TAV1957_ANN_CONUS
3917960,6.97,6.97,6.97,TAV1957_ANN_CONUS
948010089,9.22,9.14,9.14,TAV1957_ANN_CONUS
