COMID,CAT_PPT1981_ANN,ACC_PPT1981_ANN,TOT_PPT1981_ANN,source
3917070,1102.92,1102.92,1102.92,PPT1981_ANN_CONUS
3917072,1075.08,1075.08,1075.08,PPT1981_ANN_CONUS
3917082,1050.84,1050.84,1050.84,PPT1981_ANN_CONUS
3917084,1067.04,1067.04,1067.04,PPT1981_ANN_CONUS
3917106,1013.52,1045.68,1045.68,PPT1981_ANN_CONUS
3917114,987.24,987.24,987.24,PPT1981_ANN_CONUS
3917130,965.88,1020.6,1020.6,PPT1981_ANN_CONUS
3917136,959.16,959.16,959.16,PPT1981_ANN_CONUS
3917138,884.4,884.4,884.4,PPT1981_ANN_CONUS
3917154,1041.48,1052.88,1052.88,PPT1981_ANN_CONUS
3917156,965.28,965.28,965.28,PPT1981_ANN_CONUS
3917158,659.52,659.52,659.52,PPT1981_ANN_CONUS
3917160,685.68,685.68,685.68,PPT1981_ANN_CONUS
3917162,939.24,1012.92,1012.92,PPT1981_ANN_CONUS
3917164,874.32,874.32,874.32,PPT1981_ANN_CONUS
3917172,966.24,966.24,966.24,PPT1981_ANN_CONUS
3917176,996.96,1005.36,1005.36,PPT1981_ANN_CONUS
3917178,973.92,1008.6,1008.6,PPT1981_ANN_CONUS
3917194,1115.4,1115.4,1115.4,PPT1981_ANN_CONUS
3917198,643.44,958.8,958.8,PPT1981_ANN_CONUS
3917200,611.28,936.96,936.96,PPT1981_ANN_CONUS
3917212,953.4,953.4,953.4,PPT1981_ANN_CONUS
3917214,702.36,702.36,702.36,PPT1981_ANN_CONUS
3917218,661.44,900.72,900.72,PPT1981_ANN_CONUS
3917220,661.92,884.4,884.4,PPT1981_ANN_CONUS
3917228,661.92,661.92,661.92,PPT1981_ANN_CONUS
3917230,523.2,523.2,523.2,PPT1981_ANN_CONUS
3917244,546.84,1016.4,1060.68,PPT1981_ANN_CONUS
3917250,1021.56,1021.56,1021.56,PPT1981_ANN_CONUS
3917256,661.92,1138.8,1138.8,PPT1981_ANN_CONUS
3917268,661.92,1119.24,1119.24,PPT1981_ANN_CONUS
3917272,912.6,1254,1254,PPT1981_ANN_CONUS
3917274,665.28,665.28,665.28,PPT1981_ANN_CONUS
3917276,1023.6,1293,1293,PPT1981_ANN_CONUS
3917278,842.64,1208.04,1208.04,PPT1981_ANN_CONUS
3917280,664.44,1068.48,1068.48,PPT1981_ANN_CONUS
3917282,812.04,1147.32,1147.32,PPT1981_ANN_CONUS
3917284,677.28,1104.12,1104.12,PPT1981_ANN_CONUS
3917286,676.68,676.68,676.68,PPT1981_ANN_CONUS
3917912,931.56,1012.2,1012.2,PPT1981_ANN_CONUS
3917914,886.32,896.88,896.88,PPT1981_ANN_CONUS
3917916,969.24,1016.4,1016.4,PPT1981_ANN_CONUS
3917918,808.56,979.2,979.2,PPT1981_ANN_CONUS
3917920,656.88,672.84,672.84,PPT1981_ANN_CONUS
3917922,623.88,623.88,623.88,PPT1981_ANN_CONUS
3917946,534.24,1005.72,1052.16,PPT1981_ANN_CONUS
3917948,600.36,930.72,930.72,PPT1981_ANN_CONUS
3917950,574.32,1024.92,1067.4,PPT1981_ANN_CONUS
3917956,1419.6,1419.6,1419.6,PPT1981_ANN_CONUS
3917958,1423.32,1423.32,1423.32,PPT1981_ANN_CONUS
3917960,1377.84,1377.84,1377.84,PPT1981_ANN_CONUS
948010089,617.4,623.4,623.4,PPT1981_ANN_CONUS
