COMID,CAT_PPT1959_ANN,ACC_PPT1959_ANN,TOT_PPT1959_ANN,source
3917070,505.92,505.92,505.92,PPT1959_ANN_CONUS
3917072,485.52,485.52,485.52,PPT1959_ANN_CONUS
3917082,589.2,589.2,589.2,PPT1959_ANN_CONUS
3917084,567.36,567.36,567.36,PPT1959_ANN_CONUS
3917106,556.32,564.36,564.36,PPT1959_ANN_CONUS
3917114,478.08,478.08,478.08,PPT1959_ANN_CONUS
3917130,490.92,549.96,549.96,PPT1959_ANN_CONUS
3917136,512.76,512.76,512.76,PPT1959_ANN_CONUS
3917138,436.68,436.68,436.68,PPT1959_ANN_CONUS
3917154,483.96,487.92,487.92,PPT1959_ANN_CONUS
3917156,428.76,428.76,428.76,PPT1959_ANN_CONUS
3917158,277.08,277.08,277.08,PPT1959_ANN_CONUS
3917160,291.72,291.72,291.72,PPT1959_ANN_CONUS
3917162,463.68,541.08,541.08,PPT1959_ANN_CONUS
3917164,357.12,357.12,357.12,PPT1959_ANN_CONUS
3917172,416.04,416.04,416.04,PPT1959_ANN_CONUS
3917176,523.68,516.6,516.6,PPT1959_ANN_CONUS
3917178,480,523.8,523.8,PPT1959_ANN_CONUS
3917194,629.76,629.76,629.76,PPT1959_ANN_CONUS
3917198,266.64,480,480,PPT1959_ANN_CONUS
3917200,253.32,465,465,PPT1959_ANN_CONUS
3917212,492.72,492.72,492.72,PPT1959_ANN_CONUS
3917214,302.4,302.4,302.4,PPT1959_ANN_CONUS
3917218,281.28,453.72,453.72,PPT1959_ANN_CONUS
3917220,282.24,441.96,441.96,PPT1959_ANN_CONUS
3917228,282.24,282.24,282.24,PPT1959_ANN_CONUS
3917230,193.2,193.2,193.2,PPT1959_ANN_CONUS
3917244,212.16,549.96,607.08,PPT1959_ANN_CONUS
3917250,547.8,547.8,547.8,PPT1959_ANN_CONUS
3917256,282.24,651.96,651.96,PPT1959_ANN_CONUS
3917268,282.24,636.84,636.84,PPT1959_ANN_CONUS
3917272,448.56,747.72,747.72,PPT1959_ANN_CONUS
3917274,287.16,287.16,287.16,PPT1959_ANN_CONUS
3917276,475.56,741.24,741.24,PPT1959_ANN_CONUS
3917278,371.64,671.52,671.52,PPT1959_ANN_CONUS
3917280,285.96,570.48,570.48,PPT1959_ANN_CONUS
3917282,363.72,624.72,624.72,PPT1959_ANN_CONUS
3917284,304.92,595.32,595.32,PPT1959_ANN_CONUS
3917286,303.96,303.96,303.96,PPT1959_ANN_CONUS
3917912,417.96,529.44,529.44,PPT1959_ANN_CONUS
3917914,463.92,470.76,470.76,PPT1959_ANN_CONUS
3917916,505.56,553.8,553.8,PPT1959_ANN_CONUS
3917918,378.72,493.92,493.92,PPT1959_ANN_CONUS
3917920,275.04,284.4,284.4,PPT1959_ANN_CONUS
3917922,249,249,249,PPT1959_ANN_CONUS
3917946,193.56,542.04,600.36,PPT1959_ANN_CONUS
3917948,247.68,460.92,460.92,PPT1959_ANN_CONUS
3917950,232.44,555.96,612.24,PPT1959_ANN_CONUS
3917956,892.8,892.8,892.8,PPT1959_ANN_CONUS
3917958,882.24,882.24,882.24,PPT1959_ANN_CONUS
3917960,817.32,817.32,817.32,PPT1959_ANN_CONUS
948010089,247.08,248.76,248.76,PPT1959_ANN_CONUS
