COMID,CAT_RUN1947_ANN,ACC_RUN1947_ANN,TOT_RUN1947_ANN,source
3917070,206.28,206.28,206.28,RUN1947_ANN_CONUS
3917072,188.76,188.76,188.76,RUN1947_ANN_CONUS
3917082,175.92,175.92,175.92,RUN1947_ANN_CONUS
3917084,212.76,212.76,212.76,RUN1947_ANN_CONUS
3917106,159.12,190.2,190.2,RUN1947_ANN_CONUS
3917114,179.64,179.64,179.64,RUN1947_ANN_CONUS
3917130,155.4,183.6,183.6,RUN1947_ANN_CONUS
3917136,135.48,135.48,135.48,RUN1947_ANN_CONUS
3917138,113.88,113.88,113.88,RUN1947_ANN_CONUS
3917154,186.12,189.72,189.72,RUN1947_ANN_CONUS
3917156,144.72,144.72,144.72,RUN1947_ANN_CONUS
3917158,13.2,13.2,13.2,RUN1947_ANN_CONUS
3917160,13.56,13.56,13.56,RUN1947_ANN_CONUS
3917162,140.52,179.88,179.88,RUN1947_ANN_CONUS
3917164,66.36,66.36,66.36,RUN1947_ANN_CONUS
3917172,120.24,120.24,120.24,RUN1947_ANN_CONUS
3917176,156.36,171.96,171.96,RUN1947_ANN_CONUS
3917178,161.64,176.52,176.52,RUN1947_ANN_CONUS
3917194,243.36,243.36,243.36,RUN1947_ANN_CONUS
3917198,12.72,146.28,146.28,RUN1947_ANN_CONUS
3917200,12.12,137.52,137.52,RUN1947_ANN_CONUS
3917212,147.72,147.72,147.72,RUN1947_ANN_CONUS
3917214,30.36,30.36,30.36,RUN1947_ANN_CONUS
3917218,13.8,123.36,123.36,RUN1947_ANN_CONUS
3917220,14.04,115.8,115.8,RUN1947_ANN_CONUS
3917228,14.04,14.04,14.04,RUN1947_ANN_CONUS
3917230,9.84,9.84,9.84,RUN1947_ANN_CONUS
3917244,10.56,228.72,272.88,RUN1947_ANN_CONUS
3917250,188.76,188.76,188.76,RUN1947_ANN_CONUS
3917256,14.04,260.52,260.52,RUN1947_ANN_CONUS
3917268,14.04,250.44,250.44,RUN1947_ANN_CONUS
3917272,129.36,325.56,325.56,RUN1947_ANN_CONUS
3917274,14.28,14.28,14.28,RUN1947_ANN_CONUS
3917276,151.2,362.52,362.52,RUN1947_ANN_CONUS
3917278,80.76,309.36,309.36,RUN1947_ANN_CONUS
3917280,14.16,229.56,229.56,RUN1947_ANN_CONUS
3917282,64.92,272.28,272.28,RUN1947_ANN_CONUS
3917284,15.36,248.64,248.64,RUN1947_ANN_CONUS
3917286,15.24,15.24,15.24,RUN1947_ANN_CONUS
3917912,136.08,178.44,178.44,RUN1947_ANN_CONUS
3917914,111.72,115.2,115.2,RUN1947_ANN_CONUS
3917916,158.88,185.52,185.52,RUN1947_ANN_CONUS
3917918,66.84,155.64,155.64,RUN1947_ANN_CONUS
3917920,13.08,13.32,13.32,RUN1947_ANN_CONUS
3917922,11.52,11.52,11.52,RUN1947_ANN_CONUS
3917946,10.56,223.8,268.56,RUN1947_ANN_CONUS
3917948,11.88,135.12,135.12,RUN1947_ANN_CONUS
3917950,11.28,232.56,276.24,RUN1947_ANN_CONUS
3917956,420.6,420.6,420.6,RUN1947_ANN_CONUS
3917958,454.08,454.08,454.08,RUN1947_ANN_CONUS
3917960,435.48,435.48,435.48,RUN1947_ANN_CONUS
948010089,11.4,11.52,11.52,RUN1947_ANN_CONUS
