COMID,CAT_TAV2006_ANN,ACC_TAV2006_ANN,TOT_TAV2006_ANN,source
3917070,7.28,7.28,7.28,TAV2006_ANN_CONUS
3917072,7.42,7.42,7.42,TAV2006_ANN_CONUS
3917082,6.36,6.36,6.36,TAV2006_ANN_CONUS
3917084,6.84,6.84,6.84,TAV2006_ANN_CONUS
3917106,6.81,6.8,6.8,TAV2006_ANN_CONUS
3917114,7.96,7.96,7.96,TAV2006_ANN_CONUS
3917130,7.98,7.58,7.58,TAV2006_ANN_CONUS
3917136,7.31,7.31,7.31,TAV2006_ANN_CONUS
3917138,8.3,8.3,8.3,TAV2006_ANN_CONUS
3917154,7.62,7.56,7.56,TAV2006_ANN_CONUS
3917156,8.36,8.36,8.36,TAV2006_ANN_CONUS
3917158,10.77,10.77,10.77,TAV2006_ANN_CONUS
3917160,10.45,10.45,10.45,TAV2006_ANN_CONUS
3917162,8.41,7.66,7.66,TAV2006_ANN_CONUS
3917164,9.81,9.81,9.81,TAV2006_ANN_CONUS
3917172,8.73,8.73,8.73,TAV2006_ANN_CONUS
3917176,9.13,7.89,7.89,TAV2006_ANN_CONUS
3917178,8.74,7.78,7.78,TAV2006_ANN_CONUS
3917194,7.82,7.82,7.82,TAV2006_ANN_CONUS
3917198,10.89,8.37,8.37,TAV2006_ANN_CONUS
3917200,11.13,8.54,8.54,TAV2006_ANN_CONUS
3917212,9.56,9.56,9.56,TAV2006_ANN_CONUS
3917214,10.66,10.66,10.66,TAV2006_ANN_CONUS
3917218,10.81,9.79,9.79,TAV2006_ANN_CONUS
3917220,10.82,9.86,9.86,TAV2006_ANN_CONUS
3917228,10.82,10.82,10.82,TAV2006_ANN_CONUS
3917230,11.51,11.51,11.51,TAV2006_ANN_CONUS
3917244,11.47,9.26,9.17,TAV2006_ANN_CONUS
3917250,9.31,9.31,9.31,TAV2006_ANN_CONUS
3917256,10.82,8.69,8.69,TAV2006_ANN_CONUS
3917268,10.82,8.77,8.77,TAV2006_ANN_CONUS
3917272,9.79,8.12,8.12,TAV2006_ANN_CONUS
3917274,10.81,10.81,10.81,TAV2006_ANN_CONUS
3917276,9.55,8.21,8.21,TAV2006_ANN_CONUS
3917278,10.18,8.58,8.58,TAV2006_ANN_CONUS
3917280,10.81,9.17,9.17,TAV2006_ANN_CONUS
3917282,10.33,8.84,8.84,TAV2006_ANN_CONUS
3917284,10.8,9.03,9.03,TAV2006_ANN_CONUS
3917286,10.8,10.8,10.8,TAV2006_ANN_CONUS
3917912,8.57,7.7,7.7,TAV2006_ANN_CONUS
3917914,8.4,8.25,8.25,TAV2006_ANN_CONUS
3917916,8.05,8,8,TAV2006_ANN_CONUS
3917918,10.07,8.21,8.21,TAV2006_ANN_CONUS
3917920,10.78,10.6,10.6,TAV2006_ANN_CONUS
3917922,11.01,11.01,11.01,TAV2006_ANN_CONUS
3917946,11.61,9.31,9.21,TAV2006_ANN_CONUS
3917948,11.2,8.59,8.59,TAV2006_ANN_CONUS
3917950,11.35,9.22,9.14,TAV2006_ANN_CONUS
3917956,7.31,7.31,7.31,TAV2006_ANN_CONUS
3917958,7.55,7.55,7.55,TAV2006_ANN_CONUS
3917960,7.78,7.78,7.78,TAV2006_ANN_CONUS
948010089,11.06,11.01,11.01,TAV2006_ANN_CONUS
