COMID,CAT_TAV1958_ANN,ACC_TAV1958_ANN,TOT_TAV1958_ANN,source
3917070,8.66,8.66,8.66,TAV1958_ANN_CONUS
3917072,8.81,8.81,8.81,TAV1958_ANN_CONUS
3917082,8.35,8.35,8.35,TAV1958_ANN_CONUS
3917084,8.16,8.16,8.16,TAV1958_ANN_CONUS
3917106,8.47,8.29,8.29,TAV1958_ANN_CONUS
3917114,8.56,8.56,8.56,TAV1958_ANN_CONUS
3917130,8.64,8.59,8.59,TAV1958_ANN_CONUS
3917136,8.58,8.58,8.58,TAV1958_ANN_CONUS
3917138,8.69,8.69,8.69,TAV1958_ANN_CONUS
3917154,8.69,8.69,8.69,TAV1958_ANN_CONUS
3917156,9,9,9,TAV1958_ANN_CONUS
3917158,10.23,10.23,10.23,TAV1958_ANN_CONUS
3917160,9.99,9.99,9.99,TAV1958_ANN_CONUS
3917162,8.92,8.61,8.61,TAV1958_ANN_CONUS
3917164,9.53,9.53,9.53,TAV1958_ANN_CONUS
3917172,9.19,9.19,9.19,TAV1958_ANN_CONUS
3917176,9.33,8.74,8.74,TAV1958_ANN_CONUS
3917178,9.15,8.68,8.68,TAV1958_ANN_CONUS
3917194,8.71,8.71,8.71,TAV1958_ANN_CONUS
3917198,10.53,8.97,8.97,TAV1958_ANN_CONUS
3917200,11,9.08,9.08,TAV1958_ANN_CONUS
3917212,9.48,9.48,9.48,TAV1958_ANN_CONUS
3917214,10.4,10.4,10.4,TAV1958_ANN_CONUS
3917218,10.58,9.67,9.67,TAV1958_ANN_CONUS
3917220,10.66,9.74,9.74,TAV1958_ANN_CONUS
3917228,10.66,10.66,10.66,TAV1958_ANN_CONUS
3917230,11.63,11.63,11.63,TAV1958_ANN_CONUS
3917244,11.55,8.97,8.86,TAV1958_ANN_CONUS
3917250,9.3,9.3,9.3,TAV1958_ANN_CONUS
3917256,10.66,9.13,9.13,TAV1958_ANN_CONUS
3917268,10.66,9.19,9.19,TAV1958_ANN_CONUS
3917272,9.51,8.86,8.86,TAV1958_ANN_CONUS
3917274,10.62,10.62,10.62,TAV1958_ANN_CONUS
3917276,9.13,8.51,8.51,TAV1958_ANN_CONUS
3917278,9.75,8.74,8.74,TAV1958_ANN_CONUS
3917280,10.63,9.2,9.2,TAV1958_ANN_CONUS
3917282,9.94,8.93,8.93,TAV1958_ANN_CONUS
3917284,10.47,9.07,9.07,TAV1958_ANN_CONUS
3917286,10.48,10.48,10.48,TAV1958_ANN_CONUS
3917912,9.05,8.65,8.65,TAV1958_ANN_CONUS
3917914,8.97,8.91,8.91,TAV1958_ANN_CONUS
3917916,8.72,8.77,8.77,TAV1958_ANN_CONUS
3917918,9.82,8.89,8.89,TAV1958_ANN_CONUS
3917920,10.26,10.11,10.11,TAV1958_ANN_CONUS
3917922,10.65,10.65,10.65,TAV1958_ANN_CONUS
3917946,11.85,9.03,8.91,TAV1958_ANN_CONUS
3917948,11.09,9.12,9.12,TAV1958_ANN_CONUS
3917950,11.3,8.92,8.82,TAV1958_ANN_CONUS
3917956,8.54,8.54,8.54,TAV1958_ANN_CONUS
3917958,8.31,8.31,8.31,TAV1958_ANN_CONUS
3917960,8.25,8.25,8.25,TAV1958_ANN_CONUS
948010089,10.75,10.66,10.66,TAV1958_ANN_CONUS
