COMID,CAT_TAV1990_ANN,ACC_TAV1990_ANN,TOT_TAV1990_ANN,source
3917070,7.7,7.7,7.7,TAV1990_ANN_CONUS
3917072,7.85,7.85,7.85,TAV1990_ANN_CONUS
3917082,7.36,7.36,7.36,TAV1990_ANN_CONUS
3917084,7.18,7.18,7.18,TAV1990_ANN_CONUS
3917106,7.48,7.3,7.3,TAV1990_ANN_CONUS
3917114,7.59,7.59,7.59,TAV1990_ANN_CONUS
3917130,7.64,7.61,7.61,TAV1990_ANN_CONUS
3917136,7.6,7.6,7.6,TAV1990_ANN_CONUS
3917138,7.71,7.71,7.71,TAV1990_ANN_CONUS
3917154,7.73,7.73,7.73,TAV1990_ANN_CONUS
3917156,8.07,8.07,8.07,TAV1990_ANN_CONUS
3917158,9.42,9.42,9.42,TAV1990_ANN_CONUS
3917160,9.22,9.22,9.22,TAV1990_ANN_CONUS
3917162,7.95,7.64,7.64,TAV1990_ANN_CONUS
3917164,8.71,8.71,8.71,TAV1990_ANN_CONUS
3917172,8.31,8.31,8.31,TAV1990_ANN_CONUS
3917176,8.51,7.78,7.78,TAV1990_ANN_CONUS
3917178,8.24,7.71,7.71,TAV1990_ANN_CONUS
3917194,7.74,7.74,7.74,TAV1990_ANN_CONUS
3917198,9.69,8.05,8.05,TAV1990_ANN_CONUS
3917200,10.08,8.16,8.16,TAV1990_ANN_CONUS
3917212,8.69,8.69,8.69,TAV1990_ANN_CONUS
3917214,9.58,9.58,9.58,TAV1990_ANN_CONUS
3917218,9.74,8.88,8.88,TAV1990_ANN_CONUS
3917220,9.82,8.94,8.94,TAV1990_ANN_CONUS
3917228,9.82,9.82,9.82,TAV1990_ANN_CONUS
3917230,10.51,10.51,10.51,TAV1990_ANN_CONUS
3917244,10.46,8.24,8.23,TAV1990_ANN_CONUS
3917250,8.52,8.52,8.52,TAV1990_ANN_CONUS
3917256,9.82,8.32,8.32,TAV1990_ANN_CONUS
3917268,9.82,8.38,8.38,TAV1990_ANN_CONUS
3917272,8.73,8.04,8.04,TAV1990_ANN_CONUS
3917274,9.78,9.78,9.78,TAV1990_ANN_CONUS
3917276,8.48,7.83,7.83,TAV1990_ANN_CONUS
3917278,9.01,8.05,8.05,TAV1990_ANN_CONUS
3917280,9.79,8.47,8.47,TAV1990_ANN_CONUS
3917282,9.2,8.23,8.23,TAV1990_ANN_CONUS
3917284,9.66,8.36,8.36,TAV1990_ANN_CONUS
3917286,9.66,9.66,9.66,TAV1990_ANN_CONUS
3917912,8.11,7.67,7.67,TAV1990_ANN_CONUS
3917914,8,7.94,7.94,TAV1990_ANN_CONUS
3917916,7.73,7.8,7.8,TAV1990_ANN_CONUS
3917918,9.01,7.95,7.95,TAV1990_ANN_CONUS
3917920,9.45,9.32,9.32,TAV1990_ANN_CONUS
3917922,9.81,9.81,9.81,TAV1990_ANN_CONUS
3917946,10.6,8.3,8.27,TAV1990_ANN_CONUS
3917948,10.14,8.2,8.2,TAV1990_ANN_CONUS
3917950,10.31,8.2,8.2,TAV1990_ANN_CONUS
3917956,7.71,7.71,7.71,TAV1990_ANN_CONUS
3917958,7.59,7.59,7.59,TAV1990_ANN_CONUS
3917960,7.57,7.57,7.57,TAV1990_ANN_CONUS
948010089,9.88,9.81,9.81,TAV1990_ANN_CONUS
