COMID,CAT_PPT1955_ANN,ACC_PPT1955_ANN,TOT_PPT1955_ANN,source
3917070,691.32,691.32,691.32,PPT1955_ANN_CONUS
3917072,663.6,663.6,663.6,PPT1955_ANN_CONUS
3917082,709.2,709.2,709.2,PPT1955_ANN_CONUS
3917084,724.92,724.92,724.92,PPT1955_ANN_CONUS
3917106,679.8,706.8,706.8,PPT1955_ANN_CONUS
3917114,653.52,653.52,653.52,PPT1955_ANN_CONUS
3917130,642,676.08,676.08,PPT1955_ANN_CONUS
3917136,635.4,635.4,635.4,PPT1955_ANN_CONUS
3917138,577.8,577.8,577.8,PPT1955_ANN_CONUS
3917154,660.96,666.48,666.48,PPT1955_ANN_CONUS
3917156,609.72,609.72,609.72,PPT1955_ANN_CONUS
3917158,457.68,457.68,457.68,PPT1955_ANN_CONUS
3917160,510.24,510.24,510.24,PPT1955_ANN_CONUS
3917162,614.76,670.44,670.44,PPT1955_ANN_CONUS
3917164,584.04,584.04,584.04,PPT1955_ANN_CONUS
3917172,620.28,620.28,620.28,PPT1955_ANN_CONUS
3917176,676.8,660.48,660.48,PPT1955_ANN_CONUS
3917178,640.56,662.76,662.76,PPT1955_ANN_CONUS
3917194,741.12,741.12,741.12,PPT1955_ANN_CONUS
3917198,444.6,635.4,635.4,PPT1955_ANN_CONUS
3917200,401.28,622.68,622.68,PPT1955_ANN_CONUS
3917212,661.68,661.68,661.68,PPT1955_ANN_CONUS
3917214,480.48,480.48,480.48,PPT1955_ANN_CONUS
3917218,449.4,623.52,623.52,PPT1955_ANN_CONUS
3917220,447.6,611.4,611.4,PPT1955_ANN_CONUS
3917228,447.6,447.6,447.6,PPT1955_ANN_CONUS
3917230,348.24,348.24,348.24,PPT1955_ANN_CONUS
3917244,358.2,680.04,717.36,PPT1955_ANN_CONUS
3917250,711.24,711.24,711.24,PPT1955_ANN_CONUS
3917256,447.6,778.44,778.44,PPT1955_ANN_CONUS
3917268,447.6,764.88,764.88,PPT1955_ANN_CONUS
3917272,637.56,851.52,851.52,PPT1955_ANN_CONUS
3917274,448.08,448.08,448.08,PPT1955_ANN_CONUS
3917276,685.32,851.76,851.76,PPT1955_ANN_CONUS
3917278,574.44,799.44,799.44,PPT1955_ANN_CONUS
3917280,447.96,708.24,708.24,PPT1955_ANN_CONUS
3917282,541.08,759.84,759.84,PPT1955_ANN_CONUS
3917284,450,731.28,731.28,PPT1955_ANN_CONUS
3917286,449.88,449.88,449.88,PPT1955_ANN_CONUS
3917912,592.56,665.88,665.88,PPT1955_ANN_CONUS
3917914,548.28,561.24,561.24,PPT1955_ANN_CONUS
3917916,638.76,663.6,663.6,PPT1955_ANN_CONUS
3917918,555.36,646.08,646.08,PPT1955_ANN_CONUS
3917920,456.24,485.4,485.4,PPT1955_ANN_CONUS
3917922,440.88,440.88,440.88,PPT1955_ANN_CONUS
3917946,373.2,673.2,711.72,PPT1955_ANN_CONUS
3917948,389.76,618.24,618.24,PPT1955_ANN_CONUS
3917950,370.56,685.8,722.04,PPT1955_ANN_CONUS
3917956,955.32,955.32,955.32,PPT1955_ANN_CONUS
3917958,942.12,942.12,942.12,PPT1955_ANN_CONUS
3917960,898.08,898.08,898.08,PPT1955_ANN_CONUS
948010089,432.6,440.16,440.16,PPT1955_ANN_CONUS
