COMID,CAT_TAV2003_ANN,ACC_TAV2003_ANN,TOT_TAV2003_ANN,source
3917070,6.95,6.95,6.95,TAV2003_ANN_CONUS
3917072,7.13,7.13,7.13,TAV2003_ANN_CONUS
3917082,6.79,6.79,6.79,TAV2003_ANN_CONUS
3917084,6.58,6.58,6.58,TAV2003_ANN_CONUS
3917106,6.94,6.73,6.73,TAV2003_ANN_CONUS
3917114,7.21,7.21,7.21,TAV2003_ANN_CONUS
3917130,7.09,7.26,7.26,TAV2003_ANN_CONUS
3917136,7.23,7.23,7.23,TAV2003_ANN_CONUS
3917138,7.51,7.51,7.51,TAV2003_ANN_CONUS
3917154,7.14,7.11,7.11,TAV2003_ANN_CONUS
3917156,7.71,7.71,7.71,TAV2003_ANN_CONUS
3917158,10.4,10.4,10.4,TAV2003_ANN_CONUS
3917160,10.07,10.07,10.07,TAV2003_ANN_CONUS
3917162,7.56,7.28,7.28,TAV2003_ANN_CONUS
3917164,9.02,9.02,9.02,TAV2003_ANN_CONUS
3917172,8.12,8.12,8.12,TAV2003_ANN_CONUS
3917176,8.72,7.46,7.46,TAV2003_ANN_CONUS
3917178,8.19,7.36,7.36,TAV2003_ANN_CONUS
3917194,7.63,7.63,7.63,TAV2003_ANN_CONUS
3917198,10.66,7.92,7.92,TAV2003_ANN_CONUS
3917200,11.05,8.11,8.11,TAV2003_ANN_CONUS
3917212,9.25,9.25,9.25,TAV2003_ANN_CONUS
3917214,10.34,10.34,10.34,TAV2003_ANN_CONUS
3917218,10.55,9.49,9.49,TAV2003_ANN_CONUS
3917220,10.59,9.56,9.56,TAV2003_ANN_CONUS
3917228,10.59,10.59,10.59,TAV2003_ANN_CONUS
3917230,11.54,11.54,11.54,TAV2003_ANN_CONUS
3917244,11.55,9.17,9.29,TAV2003_ANN_CONUS
3917250,9.1,9.1,9.1,TAV2003_ANN_CONUS
3917256,10.59,8.79,8.79,TAV2003_ANN_CONUS
3917268,10.59,8.86,8.86,TAV2003_ANN_CONUS
3917272,9.39,8.42,8.42,TAV2003_ANN_CONUS
3917274,10.6,10.6,10.6,TAV2003_ANN_CONUS
3917276,9.32,8.58,8.58,TAV2003_ANN_CONUS
3917278,9.8,8.81,8.81,TAV2003_ANN_CONUS
3917280,10.59,9.28,9.28,TAV2003_ANN_CONUS
3917282,10.12,9.01,9.01,TAV2003_ANN_CONUS
3917284,10.63,9.16,9.16,TAV2003_ANN_CONUS
3917286,10.62,10.62,10.62,TAV2003_ANN_CONUS
3917912,7.83,7.3,7.3,TAV2003_ANN_CONUS
3917914,7.97,7.85,7.85,TAV2003_ANN_CONUS
3917916,7.4,7.64,7.64,TAV2003_ANN_CONUS
3917918,9.59,7.76,7.76,TAV2003_ANN_CONUS
3917920,10.43,10.23,10.23,TAV2003_ANN_CONUS
3917922,10.87,10.87,10.87,TAV2003_ANN_CONUS
3917946,11.8,9.23,9.33,TAV2003_ANN_CONUS
3917948,11.16,8.17,8.17,TAV2003_ANN_CONUS
3917950,11.39,9.13,9.26,TAV2003_ANN_CONUS
3917956,7.95,7.95,7.95,TAV2003_ANN_CONUS
3917958,8.21,8.21,8.21,TAV2003_ANN_CONUS
3917960,8.36,8.36,8.36,TAV2003_ANN_CONUS
948010089,10.97,10.88,10.88,TAV2003_ANN_CONUS
