COMID,CAT_RUN1963_ANN,ACC_RUN1963_ANN,TOT_RUN1963_ANN,source
3917070,452.76,452.76,452.76,RUN1963_ANN_CONUS
3917072,437.4,437.4,437.4,RUN1963_ANN_CONUS
3917082,411.6,411.6,411.6,RUN1963_ANN_CONUS
3917084,451.08,451.08,451.08,RUN1963_ANN_CONUS
3917106,382.68,422.76,422.76,RUN1963_ANN_CONUS
3917114,392.28,392.28,392.28,RUN1963_ANN_CONUS
3917130,360.36,402.36,402.36,RUN1963_ANN_CONUS
3917136,341.76,341.76,341.76,RUN1963_ANN_CONUS
3917138,295.8,295.8,295.8,RUN1963_ANN_CONUS
3917154,420.84,426.72,426.72,RUN1963_ANN_CONUS
3917156,353.4,353.4,353.4,RUN1963_ANN_CONUS
3917158,152.88,152.88,152.88,RUN1963_ANN_CONUS
3917160,172.08,172.08,172.08,RUN1963_ANN_CONUS
3917162,330.96,396.12,396.12,RUN1963_ANN_CONUS
3917164,274.68,274.68,274.68,RUN1963_ANN_CONUS
3917172,345.6,345.6,345.6,RUN1963_ANN_CONUS
3917176,370.8,387.96,387.96,RUN1963_ANN_CONUS
3917178,357.36,391.92,391.92,RUN1963_ANN_CONUS
3917194,477.48,477.48,477.48,RUN1963_ANN_CONUS
3917198,143.16,354,354,RUN1963_ANN_CONUS
3917200,125.64,339.12,339.12,RUN1963_ANN_CONUS
3917212,351.6,351.6,351.6,RUN1963_ANN_CONUS
3917214,186,186,186,RUN1963_ANN_CONUS
3917218,160.44,317.04,317.04,RUN1963_ANN_CONUS
3917220,162.24,306.36,306.36,RUN1963_ANN_CONUS
3917228,162.24,162.24,162.24,RUN1963_ANN_CONUS
3917230,84,84,84,RUN1963_ANN_CONUS
3917244,85.2,448.68,498,RUN1963_ANN_CONUS
3917250,404.52,404.52,404.52,RUN1963_ANN_CONUS
3917256,162.24,498.84,498.84,RUN1963_ANN_CONUS
3917268,162.24,485.04,485.04,RUN1963_ANN_CONUS
3917272,324.36,585.84,585.84,RUN1963_ANN_CONUS
3917274,167.52,167.52,167.52,RUN1963_ANN_CONUS
3917276,464.88,672.12,672.12,RUN1963_ANN_CONUS
3917278,301.44,602.28,602.28,RUN1963_ANN_CONUS
3917280,166.2,492.72,492.72,RUN1963_ANN_CONUS
3917282,297,555.24,555.24,RUN1963_ANN_CONUS
3917284,186.48,521.4,521.4,RUN1963_ANN_CONUS
3917286,185.4,185.4,185.4,RUN1963_ANN_CONUS
3917912,328.92,395.28,395.28,RUN1963_ANN_CONUS
3917914,300.96,306.84,306.84,RUN1963_ANN_CONUS
3917916,355.56,398.52,398.52,RUN1963_ANN_CONUS
3917918,242.52,367.56,367.56,RUN1963_ANN_CONUS
3917920,150.84,162.6,162.6,RUN1963_ANN_CONUS
3917922,126.12,126.12,126.12,RUN1963_ANN_CONUS
3917946,89.04,440.64,491.28,RUN1963_ANN_CONUS
3917948,118.2,334.92,334.92,RUN1963_ANN_CONUS
3917950,99.6,455.16,503.28,RUN1963_ANN_CONUS
3917956,712.56,712.56,712.56,RUN1963_ANN_CONUS
3917958,758.76,758.76,758.76,RUN1963_ANN_CONUS
3917960,745.56,745.56,745.56,RUN1963_ANN_CONUS
948010089,122.64,125.88,125.88,RUN1963_ANN_CONUS
