COMID,CAT_PPT1993_ANN,ACC_PPT1993_ANN,TOT_PPT1993_ANN,source
3917070,760.68,760.68,760.68,PPT1993_ANN_CONUS
3917072,722.04,722.04,722.04,PPT1993_ANN_CONUS
3917082,834.84,834.84,834.84,PPT1993_ANN_CONUS
3917084,833.76,833.76,833.76,PPT1993_ANN_CONUS
3917106,784.68,815.04,815.04,PPT1993_ANN_CONUS
3917114,724.44,724.44,724.44,PPT1993_ANN_CONUS
3917130,699,757.2,757.2,PPT1993_ANN_CONUS
3917136,716.4,716.4,716.4,PPT1993_ANN_CONUS
3917138,612.24,612.24,612.24,PPT1993_ANN_CONUS
3917154,725.16,731.52,731.52,PPT1993_ANN_CONUS
3917156,652.68,652.68,652.68,PPT1993_ANN_CONUS
3917158,473.28,473.28,473.28,PPT1993_ANN_CONUS
3917160,490.92,490.92,490.92,PPT1993_ANN_CONUS
3917162,657.84,748.08,748.08,PPT1993_ANN_CONUS
3917164,585.72,585.72,585.72,PPT1993_ANN_CONUS
3917172,649.92,649.92,649.92,PPT1993_ANN_CONUS
3917176,699.12,727.44,727.44,PPT1993_ANN_CONUS
3917178,680.88,734.52,734.52,PPT1993_ANN_CONUS
3917194,817.8,817.8,817.8,PPT1993_ANN_CONUS
3917198,457.44,689.52,689.52,PPT1993_ANN_CONUS
3917200,420.84,673.8,673.8,PPT1993_ANN_CONUS
3917212,666.12,666.12,666.12,PPT1993_ANN_CONUS
3917214,489.24,489.24,489.24,PPT1993_ANN_CONUS
3917218,465.6,629.52,629.52,PPT1993_ANN_CONUS
3917220,463.8,618.12,618.12,PPT1993_ANN_CONUS
3917228,463.8,463.8,463.8,PPT1993_ANN_CONUS
3917230,367.44,367.44,367.44,PPT1993_ANN_CONUS
3917244,368.52,724.2,766.44,PPT1993_ANN_CONUS
3917250,711.12,711.12,711.12,PPT1993_ANN_CONUS
3917256,463.8,803.28,803.28,PPT1993_ANN_CONUS
3917268,463.8,789.48,789.48,PPT1993_ANN_CONUS
3917272,631.56,889.56,889.56,PPT1993_ANN_CONUS
3917274,466.44,466.44,466.44,PPT1993_ANN_CONUS
3917276,721.32,917.4,917.4,PPT1993_ANN_CONUS
3917278,587.76,855.24,855.24,PPT1993_ANN_CONUS
3917280,465.84,755.4,755.4,PPT1993_ANN_CONUS
3917282,571.8,811.8,811.8,PPT1993_ANN_CONUS
3917284,476.16,780.96,780.96,PPT1993_ANN_CONUS
3917286,475.68,475.68,475.68,PPT1993_ANN_CONUS
3917912,635.16,740.4,740.4,PPT1993_ANN_CONUS
3917914,621.6,635.16,635.16,PPT1993_ANN_CONUS
3917916,682.92,732.24,732.24,PPT1993_ANN_CONUS
3917918,571.56,704.28,704.28,PPT1993_ANN_CONUS
3917920,471.24,482.16,482.16,PPT1993_ANN_CONUS
3917922,447.84,447.84,447.84,PPT1993_ANN_CONUS
3917946,395.76,716.88,760.32,PPT1993_ANN_CONUS
3917948,410.76,668.88,668.88,PPT1993_ANN_CONUS
3917950,388.56,730.68,771.6,PPT1993_ANN_CONUS
3917956,1014.72,1014.72,1014.72,PPT1993_ANN_CONUS
3917958,1011.36,1011.36,1011.36,PPT1993_ANN_CONUS
3917960,979.68,979.68,979.68,PPT1993_ANN_CONUS
948010089,439.68,447.12,447.12,PPT1993_ANN_CONUS
