COMID,CAT_TAV1993_ANN,ACC_TAV1993_ANN,TOT_TAV1993_ANN,source
3917070,7.14,7.14,7.14,TAV1993_ANN_CONUS
3917072,7.29,7.29,7.29,TAV1993_ANN_CONUS
3917082,6.63,6.63,6.63,TAV1993_ANN_CONUS
3917084,6.51,6.51,6.51,TAV1993_ANN_CONUS
3917106,6.77,6.61,6.61,TAV1993_ANN_CONUS
3917114,7.01,7.01,7.01,TAV1993_ANN_CONUS
3917130,7.04,6.94,6.94,TAV1993_ANN_CONUS
3917136,6.88,6.88,6.88,TAV1993_ANN_CONUS
3917138,7.03,7.03,7.03,TAV1993_ANN_CONUS
3917154,7.17,7.16,7.16,TAV1993_ANN_CONUS
3917156,7.53,7.53,7.53,TAV1993_ANN_CONUS
3917158,8.98,8.98,8.98,TAV1993_ANN_CONUS
3917160,8.74,8.74,8.74,TAV1993_ANN_CONUS
3917162,7.37,6.98,6.98,TAV1993_ANN_CONUS
3917164,8.21,8.21,8.21,TAV1993_ANN_CONUS
3917172,7.78,7.78,7.78,TAV1993_ANN_CONUS
3917176,7.97,7.16,7.16,TAV1993_ANN_CONUS
3917178,7.7,7.08,7.08,TAV1993_ANN_CONUS
3917194,7.08,7.08,7.08,TAV1993_ANN_CONUS
3917198,9.27,7.45,7.45,TAV1993_ANN_CONUS
3917200,9.68,7.58,7.58,TAV1993_ANN_CONUS
3917212,8.16,8.16,8.16,TAV1993_ANN_CONUS
3917214,9.13,9.13,9.13,TAV1993_ANN_CONUS
3917218,9.31,8.36,8.36,TAV1993_ANN_CONUS
3917220,9.4,8.43,8.43,TAV1993_ANN_CONUS
3917228,9.4,9.4,9.4,TAV1993_ANN_CONUS
3917230,10.17,10.17,10.17,TAV1993_ANN_CONUS
3917244,10.12,7.74,7.74,TAV1993_ANN_CONUS
3917250,7.96,7.96,7.96,TAV1993_ANN_CONUS
3917256,9.4,7.73,7.73,TAV1993_ANN_CONUS
3917268,9.4,7.8,7.8,TAV1993_ANN_CONUS
3917272,8.2,7.42,7.42,TAV1993_ANN_CONUS
3917274,9.36,9.36,9.36,TAV1993_ANN_CONUS
3917276,7.91,7.18,7.18,TAV1993_ANN_CONUS
3917278,8.51,7.43,7.43,TAV1993_ANN_CONUS
3917280,9.36,7.91,7.91,TAV1993_ANN_CONUS
3917282,8.72,7.63,7.63,TAV1993_ANN_CONUS
3917284,9.23,7.78,7.78,TAV1993_ANN_CONUS
3917286,9.23,9.23,9.23,TAV1993_ANN_CONUS
3917912,7.57,7.03,7.03,TAV1993_ANN_CONUS
3917914,7.32,7.25,7.25,TAV1993_ANN_CONUS
3917916,7.08,7.13,7.13,TAV1993_ANN_CONUS
3917918,8.52,7.35,7.35,TAV1993_ANN_CONUS
3917920,9.01,8.86,8.86,TAV1993_ANN_CONUS
3917922,9.4,9.4,9.4,TAV1993_ANN_CONUS
3917946,10.26,7.79,7.78,TAV1993_ANN_CONUS
3917948,9.76,7.62,7.62,TAV1993_ANN_CONUS
3917950,9.94,7.7,7.71,TAV1993_ANN_CONUS
3917956,7.03,7.03,7.03,TAV1993_ANN_CONUS
3917958,6.92,6.92,6.92,TAV1993_ANN_CONUS
3917960,6.9,6.9,6.9,TAV1993_ANN_CONUS
948010089,9.48,9.4,9.4,TAV1993_ANN_CONUS
