COMID,CAT_RUN1981_ANN,ACC_RUN1981_ANN,TOT_RUN1981_ANN,source
3917070,525.48,525.48,525.48,RUN1981_ANN_CONUS
3917072,509.52,509.52,509.52,RUN1981_ANN_CONUS
3917082,505.2,505.2,505.2,RUN1981_ANN_CONUS
3917084,535.44,535.44,535.44,RUN1981_ANN_CONUS
3917106,483,513.72,513.72,RUN1981_ANN_CONUS
3917114,460.92,460.92,460.92,RUN1981_ANN_CONUS
3917130,454.92,507.36,507.36,RUN1981_ANN_CONUS
3917136,462,462,462,RUN1981_ANN_CONUS
3917138,434.76,434.76,434.76,RUN1981_ANN_CONUS
3917154,491.64,497.88,497.88,RUN1981_ANN_CONUS
3917156,417.24,417.24,417.24,RUN1981_ANN_CONUS
3917158,148.56,148.56,148.56,RUN1981_ANN_CONUS
3917160,176.64,176.64,176.64,RUN1981_ANN_CONUS
3917162,415.56,498.48,498.48,RUN1981_ANN_CONUS
3917164,312.6,312.6,312.6,RUN1981_ANN_CONUS
3917172,401.4,401.4,401.4,RUN1981_ANN_CONUS
3917176,428.64,478.2,478.2,RUN1981_ANN_CONUS
3917178,414.96,486,486,RUN1981_ANN_CONUS
3917194,579.96,579.96,579.96,RUN1981_ANN_CONUS
3917198,137.52,429.84,429.84,RUN1981_ANN_CONUS
3917200,120.72,409.8,409.8,RUN1981_ANN_CONUS
3917212,418.68,418.68,418.68,RUN1981_ANN_CONUS
3917214,199.2,199.2,199.2,RUN1981_ANN_CONUS
3917218,152.4,371.64,371.64,RUN1981_ANN_CONUS
3917220,153.36,356.64,356.64,RUN1981_ANN_CONUS
3917228,153.36,153.36,153.36,RUN1981_ANN_CONUS
3917230,93.36,93.36,93.36,RUN1981_ANN_CONUS
3917244,99,487.32,530.04,RUN1981_ANN_CONUS
3917250,488.64,488.64,488.64,RUN1981_ANN_CONUS
3917256,153.36,572.64,572.64,RUN1981_ANN_CONUS
3917268,153.36,555.48,555.48,RUN1981_ANN_CONUS
3917272,402.84,664.68,664.68,RUN1981_ANN_CONUS
3917274,156.96,156.96,156.96,RUN1981_ANN_CONUS
3917276,478.44,737.16,737.16,RUN1981_ANN_CONUS
3917278,329.04,660.24,660.24,RUN1981_ANN_CONUS
3917280,156.12,530.52,530.52,RUN1981_ANN_CONUS
3917282,289.08,603.36,603.36,RUN1981_ANN_CONUS
3917284,170.52,563.52,563.52,RUN1981_ANN_CONUS
3917286,169.68,169.68,169.68,RUN1981_ANN_CONUS
3917912,391.92,492.6,492.6,RUN1981_ANN_CONUS
3917914,441.48,444.48,444.48,RUN1981_ANN_CONUS
3917916,472.68,514.92,514.92,RUN1981_ANN_CONUS
3917918,270.84,448.8,448.8,RUN1981_ANN_CONUS
3917920,146.52,163.08,163.08,RUN1981_ANN_CONUS
3917922,122.04,122.04,122.04,RUN1981_ANN_CONUS
3917946,96.12,478.68,522.96,RUN1981_ANN_CONUS
3917948,114.12,404.28,404.28,RUN1981_ANN_CONUS
3917950,106.32,494.28,535.56,RUN1981_ANN_CONUS
3917956,791.64,791.64,791.64,RUN1981_ANN_CONUS
3917958,847.68,847.68,847.68,RUN1981_ANN_CONUS
3917960,827.4,827.4,827.4,RUN1981_ANN_CONUS
948010089,117.48,121.68,121.68,RUN1981_ANN_CONUS
