COMID,CAT_RUN1964_ANN,ACC_RUN1964_ANN,TOT_RUN1964_ANN,source
3917070,320.4,320.4,320.4,RUN1964_ANN_CONUS
3917072,306.12,306.12,306.12,RUN1964_ANN_CONUS
3917082,334.2,334.2,334.2,RUN1964_ANN_CONUS
3917084,358.8,358.8,358.8,RUN1964_ANN_CONUS
3917106,311.88,339.48,339.48,RUN1964_ANN_CONUS
3917114,301.68,301.68,301.68,RUN1964_ANN_CONUS
3917130,285.6,297.48,297.48,RUN1964_ANN_CONUS
3917136,280.08,280.08,280.08,RUN1964_ANN_CONUS
3917138,242.52,242.52,242.52,RUN1964_ANN_CONUS
3917154,305.64,308.4,308.4,RUN1964_ANN_CONUS
3917156,256.32,256.32,256.32,RUN1964_ANN_CONUS
3917158,111.84,111.84,111.84,RUN1964_ANN_CONUS
3917160,126.72,126.72,126.72,RUN1964_ANN_CONUS
3917162,248.28,293.4,293.4,RUN1964_ANN_CONUS
3917164,213.36,213.36,213.36,RUN1964_ANN_CONUS
3917172,254.4,254.4,254.4,RUN1964_ANN_CONUS
3917176,234.72,283.32,283.32,RUN1964_ANN_CONUS
3917178,235.32,287.52,287.52,RUN1964_ANN_CONUS
3917194,292.2,292.2,292.2,RUN1964_ANN_CONUS
3917198,107.04,258.36,258.36,RUN1964_ANN_CONUS
3917200,92.28,248.04,248.04,RUN1964_ANN_CONUS
3917212,234.12,234.12,234.12,RUN1964_ANN_CONUS
3917214,140.16,140.16,140.16,RUN1964_ANN_CONUS
3917218,116.4,213.6,213.6,RUN1964_ANN_CONUS
3917220,117.48,206.88,206.88,RUN1964_ANN_CONUS
3917228,117.48,117.48,117.48,RUN1964_ANN_CONUS
3917230,68.52,68.52,68.52,RUN1964_ANN_CONUS
3917244,72.48,281.16,304.08,RUN1964_ANN_CONUS
3917250,266.28,266.28,266.28,RUN1964_ANN_CONUS
3917256,117.48,293.76,293.76,RUN1964_ANN_CONUS
3917268,117.48,286.56,286.56,RUN1964_ANN_CONUS
3917272,232.68,328.56,328.56,RUN1964_ANN_CONUS
3917274,118.56,118.56,118.56,RUN1964_ANN_CONUS
3917276,270.6,355.92,355.92,RUN1964_ANN_CONUS
3917278,202.68,327.12,327.12,RUN1964_ANN_CONUS
3917280,118.2,274.08,274.08,RUN1964_ANN_CONUS
3917282,180.84,304.56,304.56,RUN1964_ANN_CONUS
3917284,122.28,287.76,287.76,RUN1964_ANN_CONUS
3917286,122.04,122.04,122.04,RUN1964_ANN_CONUS
3917912,238.8,291.84,291.84,RUN1964_ANN_CONUS
3917914,242.88,248.28,248.28,RUN1964_ANN_CONUS
3917916,263.64,272.52,272.52,RUN1964_ANN_CONUS
3917918,165.84,268.2,268.2,RUN1964_ANN_CONUS
3917920,110.88,119.64,119.64,RUN1964_ANN_CONUS
3917922,100.32,100.32,100.32,RUN1964_ANN_CONUS
3917946,68.4,276.48,300.24,RUN1964_ANN_CONUS
3917948,86.88,245.04,245.04,RUN1964_ANN_CONUS
3917950,79.44,284.88,306.96,RUN1964_ANN_CONUS
3917956,375.12,375.12,375.12,RUN1964_ANN_CONUS
3917958,394.08,394.08,394.08,RUN1964_ANN_CONUS
3917960,384.72,384.72,384.72,RUN1964_ANN_CONUS
948010089,96.96,100.08,100.08,RUN1964_ANN_CONUS
