COMID,CAT_RUN1950_ANN,ACC_RUN1950_ANN,TOT_RUN1950_ANN,source
3917070,536.88,536.88,536.88,RUN1950_ANN_CONUS
3917072,516.12,516.12,516.12,RUN1950_ANN_CONUS
3917082,490.32,490.32,490.32,RUN1950_ANN_CONUS
3917084,555.36,555.36,555.36,RUN1950_ANN_CONUS
3917106,454.68,513.24,513.24,RUN1950_ANN_CONUS
3917114,447.6,447.6,447.6,RUN1950_ANN_CONUS
3917130,408.6,456.36,456.36,RUN1950_ANN_CONUS
3917136,424.56,424.56,424.56,RUN1950_ANN_CONUS
3917138,393.6,393.6,393.6,RUN1950_ANN_CONUS
3917154,491.28,499.68,499.68,RUN1950_ANN_CONUS
3917156,372.96,372.96,372.96,RUN1950_ANN_CONUS
3917158,128.64,128.64,128.64,RUN1950_ANN_CONUS
3917160,165.36,165.36,165.36,RUN1950_ANN_CONUS
3917162,334.92,445.92,445.92,RUN1950_ANN_CONUS
3917164,263.16,263.16,263.16,RUN1950_ANN_CONUS
3917172,373.56,373.56,373.56,RUN1950_ANN_CONUS
3917176,334.44,427.68,427.68,RUN1950_ANN_CONUS
3917178,325.08,435.72,435.72,RUN1950_ANN_CONUS
3917194,481.68,481.68,481.68,RUN1950_ANN_CONUS
3917198,121.92,381.6,381.6,RUN1950_ANN_CONUS
3917200,106.08,364.92,364.92,RUN1950_ANN_CONUS
3917212,332.16,332.16,332.16,RUN1950_ANN_CONUS
3917214,153.72,153.72,153.72,RUN1950_ANN_CONUS
3917218,116.4,293.88,293.88,RUN1950_ANN_CONUS
3917220,113.52,281.52,281.52,RUN1950_ANN_CONUS
3917228,113.52,113.52,113.52,RUN1950_ANN_CONUS
3917230,97.44,97.44,97.44,RUN1950_ANN_CONUS
3917244,97.92,436.68,483.48,RUN1950_ANN_CONUS
3917250,386.28,386.28,386.28,RUN1950_ANN_CONUS
3917256,113.52,451.92,451.92,RUN1950_ANN_CONUS
3917268,113.52,438.12,438.12,RUN1950_ANN_CONUS
3917272,321.96,525.12,525.12,RUN1950_ANN_CONUS
3917274,115.08,115.08,115.08,RUN1950_ANN_CONUS
3917276,370.2,583.68,583.68,RUN1950_ANN_CONUS
3917278,257.52,522.12,522.12,RUN1950_ANN_CONUS
3917280,114.6,416.16,416.16,RUN1950_ANN_CONUS
3917282,216.96,475.44,475.44,RUN1950_ANN_CONUS
3917284,120.72,442.8,442.8,RUN1950_ANN_CONUS
3917286,120.36,120.36,120.36,RUN1950_ANN_CONUS
3917912,331.08,444.6,444.6,RUN1950_ANN_CONUS
3917914,356.16,366.36,366.36,RUN1950_ANN_CONUS
3917916,405.84,429.72,429.72,RUN1950_ANN_CONUS
3917918,218.4,398.28,398.28,RUN1950_ANN_CONUS
3917920,128.16,148.08,148.08,RUN1950_ANN_CONUS
3917922,125.88,125.88,125.88,RUN1950_ANN_CONUS
3917946,91.44,429,477.12,RUN1950_ANN_CONUS
3917948,103.68,360,360,RUN1950_ANN_CONUS
3917950,101.16,442.68,488.52,RUN1950_ANN_CONUS
3917956,623.52,623.52,623.52,RUN1950_ANN_CONUS
3917958,670.56,670.56,670.56,RUN1950_ANN_CONUS
3917960,660.72,660.72,660.72,RUN1950_ANN_CONUS
948010089,121.56,125.52,125.52,RUN1950_ANN_CONUS
