COMID,CAT_TAV1960_ANN,ACC_TAV1960_ANN,TOT_TAV1960_ANN,source
3917070,8,8,8,TAV1960_ANN_CONUS
3917072,8.15,8.15,8.15,TAV1960_ANN_CONUS
3917082,7.72,7.72,7.72,TAV1960_ANN_CONUS
3917084,7.54,7.54,7.54,TAV1960_ANN_CONUS
3917106,7.84,7.66,7.66,TAV1960_ANN_CONUS
3917114,7.91,7.91,7.91,TAV1960_ANN_CONUS
3917130,8,7.96,7.96,TAV1960_ANN_CONUS
3917136,7.97,7.97,7.97,TAV1960_ANN_CONUS
3917138,8.1,8.1,8.1,TAV1960_ANN_CONUS
3917154,8.04,8.04,8.04,TAV1960_ANN_CONUS
3917156,8.33,8.33,8.33,TAV1960_ANN_CONUS
3917158,9.49,9.49,9.49,TAV1960_ANN_CONUS
3917160,9.25,9.25,9.25,TAV1960_ANN_CONUS
3917162,8.27,7.99,7.99,TAV1960_ANN_CONUS
3917164,8.81,8.81,8.81,TAV1960_ANN_CONUS
3917172,8.5,8.5,8.5,TAV1960_ANN_CONUS
3917176,8.66,8.1,8.1,TAV1960_ANN_CONUS
3917178,8.47,8.05,8.05,TAV1960_ANN_CONUS
3917194,8.09,8.09,8.09,TAV1960_ANN_CONUS
3917198,9.81,8.31,8.31,TAV1960_ANN_CONUS
3917200,10.31,8.42,8.42,TAV1960_ANN_CONUS
3917212,8.81,8.81,8.81,TAV1960_ANN_CONUS
3917214,9.72,9.72,9.72,TAV1960_ANN_CONUS
3917218,9.88,9.01,9.01,TAV1960_ANN_CONUS
3917220,9.98,9.07,9.07,TAV1960_ANN_CONUS
3917228,9.98,9.98,9.98,TAV1960_ANN_CONUS
3917230,10.94,10.94,10.94,TAV1960_ANN_CONUS
3917244,10.86,8.37,8.31,TAV1960_ANN_CONUS
3917250,8.66,8.66,8.66,TAV1960_ANN_CONUS
3917256,9.98,8.49,8.49,TAV1960_ANN_CONUS
3917268,9.98,8.55,8.55,TAV1960_ANN_CONUS
3917272,8.86,8.23,8.23,TAV1960_ANN_CONUS
3917274,9.94,9.94,9.94,TAV1960_ANN_CONUS
3917276,8.52,7.9,7.9,TAV1960_ANN_CONUS
3917278,9.1,8.13,8.13,TAV1960_ANN_CONUS
3917280,9.95,8.57,8.57,TAV1960_ANN_CONUS
3917282,9.32,8.31,8.31,TAV1960_ANN_CONUS
3917284,9.84,8.45,8.45,TAV1960_ANN_CONUS
3917286,9.84,9.84,9.84,TAV1960_ANN_CONUS
3917912,8.38,8.01,8.01,TAV1960_ANN_CONUS
3917914,8.32,8.27,8.27,TAV1960_ANN_CONUS
3917916,8.1,8.15,8.15,TAV1960_ANN_CONUS
3917918,9.11,8.24,8.24,TAV1960_ANN_CONUS
3917920,9.52,9.37,9.37,TAV1960_ANN_CONUS
3917922,9.92,9.92,9.92,TAV1960_ANN_CONUS
3917946,11.16,8.43,8.36,TAV1960_ANN_CONUS
3917948,10.39,8.46,8.46,TAV1960_ANN_CONUS
3917950,10.62,8.33,8.28,TAV1960_ANN_CONUS
3917956,7.93,7.93,7.93,TAV1960_ANN_CONUS
3917958,7.71,7.71,7.71,TAV1960_ANN_CONUS
3917960,7.64,7.64,7.64,TAV1960_ANN_CONUS
948010089,10.02,9.93,9.93,TAV1960_ANN_CONUS
