COMID,CAT_PPT2009_ANN,ACC_PPT2009_ANN,TOT_PPT2009_ANN,source
3917070,482.88,482.88,482.88,PPT2009_ANN_CONUS
3917072,472.92,472.92,472.92,PPT2009_ANN_CONUS
3917082,454.92,454.92,454.92,PPT2009_ANN_CONUS
3917084,464.16,464.16,464.16,PPT2009_ANN_CONUS
3917106,439.2,454.08,454.08,PPT2009_ANN_CONUS
3917114,432.72,432.72,432.72,PPT2009_ANN_CONUS
3917130,417.48,414.84,414.84,PPT2009_ANN_CONUS
3917136,414.36,414.36,414.36,PPT2009_ANN_CONUS
3917138,383.52,383.52,383.52,PPT2009_ANN_CONUS
3917154,457.56,462.24,462.24,PPT2009_ANN_CONUS
3917156,422.04,422.04,422.04,PPT2009_ANN_CONUS
3917158,387.48,387.48,387.48,PPT2009_ANN_CONUS
3917160,403.92,403.92,403.92,PPT2009_ANN_CONUS
3917162,395.52,413.52,413.52,PPT2009_ANN_CONUS
3917164,411,411,411,PPT2009_ANN_CONUS
3917172,437.04,437.04,437.04,PPT2009_ANN_CONUS
3917176,393.96,416.76,416.76,PPT2009_ANN_CONUS
3917178,392.28,416.28,416.28,PPT2009_ANN_CONUS
3917194,390.84,390.84,390.84,PPT2009_ANN_CONUS
3917198,359.4,412.92,412.92,PPT2009_ANN_CONUS
3917200,304.68,408.24,408.24,PPT2009_ANN_CONUS
3917212,378.36,378.36,378.36,PPT2009_ANN_CONUS
3917214,360.84,360.84,360.84,PPT2009_ANN_CONUS
3917218,365.04,375.36,375.36,PPT2009_ANN_CONUS
3917220,359.76,374.28,374.28,PPT2009_ANN_CONUS
3917228,359.76,359.76,359.76,PPT2009_ANN_CONUS
3917230,252.84,252.84,252.84,PPT2009_ANN_CONUS
3917244,252,468.84,546.48,PPT2009_ANN_CONUS
3917250,372.24,372.24,372.24,PPT2009_ANN_CONUS
3917256,359.76,378.72,378.72,PPT2009_ANN_CONUS
3917268,359.76,378,378,PPT2009_ANN_CONUS
3917272,367.92,384.24,384.24,PPT2009_ANN_CONUS
3917274,364.8,364.8,364.8,PPT2009_ANN_CONUS
3917276,376.68,379.68,379.68,PPT2009_ANN_CONUS
3917278,367.44,377.28,377.28,PPT2009_ANN_CONUS
3917280,363.48,377.04,377.04,PPT2009_ANN_CONUS
3917282,378.12,377.28,377.28,PPT2009_ANN_CONUS
3917284,382.8,377.76,377.76,PPT2009_ANN_CONUS
3917286,381.72,381.72,381.72,PPT2009_ANN_CONUS
3917912,405.12,417.6,417.6,PPT2009_ANN_CONUS
3917914,374.64,380.4,380.4,PPT2009_ANN_CONUS
3917916,393.84,388.32,388.32,PPT2009_ANN_CONUS
3917918,391.92,414.12,414.12,PPT2009_ANN_CONUS
3917920,384.12,395.52,395.52,PPT2009_ANN_CONUS
3917922,342.72,342.72,342.72,PPT2009_ANN_CONUS
3917946,280.68,464.64,542.16,PPT2009_ANN_CONUS
3917948,291.48,406.08,406.08,PPT2009_ANN_CONUS
3917950,264.96,472.8,550.32,PPT2009_ANN_CONUS
3917956,392.16,392.16,392.16,PPT2009_ANN_CONUS
3917958,382.68,382.68,382.68,PPT2009_ANN_CONUS
3917960,379.68,379.68,379.68,PPT2009_ANN_CONUS
948010089,333.72,341.88,341.88,PPT2009_ANN_CONUS
