COMID,CAT_RUN1976_ANN,ACC_RUN1976_ANN,TOT_RUN1976_ANN,source
3917070,234.72,234.72,234.72,RUN1976_ANN_CONUS
3917072,212.76,212.76,212.76,RUN1976_ANN_CONUS
3917082,201.6,201.6,201.6,RUN1976_ANN_CONUS
3917084,225.84,225.84,225.84,RUN1976_ANN_CONUS
3917106,184.68,208.8,208.8,RUN1976_ANN_CONUS
3917114,191.16,191.16,191.16,RUN1976_ANN_CONUS
3917130,171.96,180.96,180.96,RUN1976_ANN_CONUS
3917136,157.56,157.56,157.56,RUN1976_ANN_CONUS
3917138,128.28,128.28,128.28,RUN1976_ANN_CONUS
3917154,204.96,210.48,210.48,RUN1976_ANN_CONUS
3917156,172.2,172.2,172.2,RUN1976_ANN_CONUS
3917158,36.84,36.84,36.84,RUN1976_ANN_CONUS
3917160,52.68,52.68,52.68,RUN1976_ANN_CONUS
3917162,153.36,178.8,178.8,RUN1976_ANN_CONUS
3917164,154.8,154.8,154.8,RUN1976_ANN_CONUS
3917172,181.56,181.56,181.56,RUN1976_ANN_CONUS
3917176,151.32,178.08,178.08,RUN1976_ANN_CONUS
3917178,160.2,179.04,179.04,RUN1976_ANN_CONUS
3917194,193.56,193.56,193.56,RUN1976_ANN_CONUS
3917198,24.48,160.44,160.44,RUN1976_ANN_CONUS
3917200,11.88,151.2,151.2,RUN1976_ANN_CONUS
3917212,133.2,133.2,133.2,RUN1976_ANN_CONUS
3917214,39.6,39.6,39.6,RUN1976_ANN_CONUS
3917218,22.44,113.4,113.4,RUN1976_ANN_CONUS
3917220,19.2,106.8,106.8,RUN1976_ANN_CONUS
3917228,19.2,19.2,19.2,RUN1976_ANN_CONUS
3917230,8.04,8.04,8.04,RUN1976_ANN_CONUS
3917244,8.4,152.76,164.4,RUN1976_ANN_CONUS
3917250,153.48,153.48,153.48,RUN1976_ANN_CONUS
3917256,19.2,185.04,185.04,RUN1976_ANN_CONUS
3917268,19.2,178.2,178.2,RUN1976_ANN_CONUS
3917272,123,220.56,220.56,RUN1976_ANN_CONUS
3917274,17.28,17.28,17.28,RUN1976_ANN_CONUS
3917276,138.36,226.92,226.92,RUN1976_ANN_CONUS
3917278,88.32,200.76,200.76,RUN1976_ANN_CONUS
3917280,17.76,151.92,151.92,RUN1976_ANN_CONUS
3917282,61.32,179.52,179.52,RUN1976_ANN_CONUS
3917284,11.04,164.04,164.04,RUN1976_ANN_CONUS
3917286,11.4,11.4,11.4,RUN1976_ANN_CONUS
3917912,155.16,180.48,180.48,RUN1976_ANN_CONUS
3917914,118.56,124.32,124.32,RUN1976_ANN_CONUS
3917916,158.28,164.64,164.64,RUN1976_ANN_CONUS
3917918,90,168.72,168.72,RUN1976_ANN_CONUS
3917920,35.4,44.88,44.88,RUN1976_ANN_CONUS
3917922,19.8,19.8,19.8,RUN1976_ANN_CONUS
3917946,8.64,149.52,161.88,RUN1976_ANN_CONUS
3917948,10.2,148.56,148.56,RUN1976_ANN_CONUS
3917950,8.76,155.28,166.44,RUN1976_ANN_CONUS
3917956,267.84,267.84,267.84,RUN1976_ANN_CONUS
3917958,267.6,267.6,267.6,RUN1976_ANN_CONUS
3917960,256.2,256.2,256.2,RUN1976_ANN_CONUS
948010089,15.36,19.32,19.32,RUN1976_ANN_CONUS
