COMID,CAT_TAV1946_ANN,ACC_TAV1946_ANN,TOT_TAV1946_ANN,source
3917070,6.97,6.97,6.97,TAV1946_ANN_CONUS
3917072,7.12,7.12,7.12,TAV1946_ANN_CONUS
3917082,6.64,6.64,6.64,TAV1946_ANN_CONUS
3917084,6.45,6.45,6.45,TAV1946_ANN_CONUS
3917106,6.75,6.58,6.58,TAV1946_ANN_CONUS
3917114,6.88,6.88,6.88,TAV1946_ANN_CONUS
3917130,6.9,6.88,6.88,TAV1946_ANN_CONUS
3917136,6.88,6.88,6.88,TAV1946_ANN_CONUS
3917138,6.99,6.99,6.99,TAV1946_ANN_CONUS
3917154,7.01,7.01,7.01,TAV1946_ANN_CONUS
3917156,7.37,7.37,7.37,TAV1946_ANN_CONUS
3917158,8.96,8.96,8.96,TAV1946_ANN_CONUS
3917160,8.69,8.69,8.69,TAV1946_ANN_CONUS
3917162,7.22,6.91,6.91,TAV1946_ANN_CONUS
3917164,8.09,8.09,8.09,TAV1946_ANN_CONUS
3917172,7.63,7.63,7.63,TAV1946_ANN_CONUS
3917176,7.81,7.07,7.07,TAV1946_ANN_CONUS
3917178,7.54,6.99,6.99,TAV1946_ANN_CONUS
3917194,6.99,6.99,6.99,TAV1946_ANN_CONUS
3917198,9.25,7.36,7.36,TAV1946_ANN_CONUS
3917200,9.7,7.49,7.49,TAV1946_ANN_CONUS
3917212,8.04,8.04,8.04,TAV1946_ANN_CONUS
3917214,9.07,9.07,9.07,TAV1946_ANN_CONUS
3917218,9.27,8.26,8.26,TAV1946_ANN_CONUS
3917220,9.35,8.34,8.34,TAV1946_ANN_CONUS
3917228,9.35,9.35,9.35,TAV1946_ANN_CONUS
3917230,10.34,10.34,10.34,TAV1946_ANN_CONUS
3917244,10.25,7.68,7.66,TAV1946_ANN_CONUS
3917250,7.85,7.85,7.85,TAV1946_ANN_CONUS
3917256,9.35,7.62,7.62,TAV1946_ANN_CONUS
3917268,9.35,7.69,7.69,TAV1946_ANN_CONUS
3917272,8.1,7.29,7.29,TAV1946_ANN_CONUS
3917274,9.32,9.32,9.32,TAV1946_ANN_CONUS
3917276,7.78,7.07,7.07,TAV1946_ANN_CONUS
3917278,8.41,7.33,7.33,TAV1946_ANN_CONUS
3917280,9.33,7.82,7.82,TAV1946_ANN_CONUS
3917282,8.66,7.53,7.53,TAV1946_ANN_CONUS
3917284,9.23,7.69,7.69,TAV1946_ANN_CONUS
3917286,9.23,9.23,9.23,TAV1946_ANN_CONUS
3917912,7.41,6.95,6.95,TAV1946_ANN_CONUS
3917914,7.34,7.27,7.27,TAV1946_ANN_CONUS
3917916,6.99,7.08,7.08,TAV1946_ANN_CONUS
3917918,8.43,7.26,7.26,TAV1946_ANN_CONUS
3917920,8.99,8.83,8.83,TAV1946_ANN_CONUS
3917922,9.39,9.39,9.39,TAV1946_ANN_CONUS
3917946,10.53,7.74,7.71,TAV1946_ANN_CONUS
3917948,9.79,7.54,7.54,TAV1946_ANN_CONUS
3917950,10.01,7.63,7.63,TAV1946_ANN_CONUS
3917956,6.9,6.9,6.9,TAV1946_ANN_CONUS
3917958,6.81,6.81,6.81,TAV1946_ANN_CONUS
3917960,6.81,6.81,6.81,TAV1946_ANN_CONUS
948010089,9.48,9.4,9.4,TAV1946_ANN_CONUS
