COMID,CAT_PPT2015_ANN,ACC_PPT2015_ANN,TOT_PPT2015_ANN,source
3917070,979.92,979.92,979.92,PPT2015_ANN_CONUS
3917072,972.24,972.24,972.24,PPT2015_ANN_CONUS
3917082,1070.64,1070.64,1070.64,PPT2015_ANN_CONUS
3917084,1028.16,1028.16,1028.16,PPT2015_ANN_CONUS
3917106,975.96,1010.52,1010.52,PPT2015_ANN_CONUS
3917114,815.88,815.88,815.88,PPT2015_ANN_CONUS
3917130,755.76,820.2,820.2,PPT2015_ANN_CONUS
3917136,875.52,875.52,875.52,PPT2015_ANN_CONUS
3917138,690.96,690.96,690.96,PPT2015_ANN_CONUS
3917154,912.72,925.44,925.44,PPT2015_ANN_CONUS
3917156,743.28,743.28,743.28,PPT2015_ANN_CONUS
3917158,559.32,559.32,559.32,PPT2015_ANN_CONUS
3917160,574.32,574.32,574.32,PPT2015_ANN_CONUS
3917162,653.16,806.04,806.04,PPT2015_ANN_CONUS
3917164,615.84,615.84,615.84,PPT2015_ANN_CONUS
3917172,767.28,767.28,767.28,PPT2015_ANN_CONUS
3917176,614.64,788.64,788.64,PPT2015_ANN_CONUS
3917178,630.6,797.88,797.88,PPT2015_ANN_CONUS
3917194,698.04,698.04,698.04,PPT2015_ANN_CONUS
3917198,529.68,746.04,746.04,PPT2015_ANN_CONUS
3917200,484.8,730.08,730.08,PPT2015_ANN_CONUS
3917212,590.76,590.76,590.76,PPT2015_ANN_CONUS
3917214,545.52,545.52,545.52,PPT2015_ANN_CONUS
3917218,547.92,582.24,582.24,PPT2015_ANN_CONUS
3917220,545.28,579.72,579.72,PPT2015_ANN_CONUS
3917228,545.28,545.28,545.28,PPT2015_ANN_CONUS
3917230,388.56,388.56,388.56,PPT2015_ANN_CONUS
3917244,399.84,613.56,635.88,PPT2015_ANN_CONUS
3917250,595.92,595.92,595.92,PPT2015_ANN_CONUS
3917256,545.28,637.56,637.56,PPT2015_ANN_CONUS
3917268,545.28,633.72,633.72,PPT2015_ANN_CONUS
3917272,570.12,669,669,PPT2015_ANN_CONUS
3917274,547.8,547.8,547.8,PPT2015_ANN_CONUS
3917276,542.4,588.36,588.36,PPT2015_ANN_CONUS
3917278,541.56,579.48,579.48,PPT2015_ANN_CONUS
3917280,547.08,571.08,571.08,PPT2015_ANN_CONUS
3917282,546.24,574.56,574.56,PPT2015_ANN_CONUS
3917284,557.04,573,573,PPT2015_ANN_CONUS
3917286,556.56,556.56,556.56,PPT2015_ANN_CONUS
3917912,676.32,809.88,809.88,PPT2015_ANN_CONUS
3917914,704.04,728.76,728.76,PPT2015_ANN_CONUS
3917916,708.84,709.8,709.8,PPT2015_ANN_CONUS
3917918,581.88,759,759,PPT2015_ANN_CONUS
3917920,555,566.28,566.28,PPT2015_ANN_CONUS
3917922,500.64,500.64,500.64,PPT2015_ANN_CONUS
3917946,404.88,608.76,632.04,PPT2015_ANN_CONUS
3917948,471.84,725.16,725.16,PPT2015_ANN_CONUS
3917950,432.6,617.4,639,PPT2015_ANN_CONUS
3917956,717,717,717,PPT2015_ANN_CONUS
3917958,629.4,629.4,629.4,PPT2015_ANN_CONUS
3917960,591.36,591.36,591.36,PPT2015_ANN_CONUS
948010089,492,499.8,499.8,PPT2015_ANN_CONUS
