COMID,CAT_TAV1953_ANN,ACC_TAV1953_ANN,TOT_TAV1953_ANN,source
3917070,7.47,7.47,7.47,TAV1953_ANN_CONUS
3917072,7.62,7.62,7.62,TAV1953_ANN_CONUS
3917082,7.21,7.21,7.21,TAV1953_ANN_CONUS
3917084,7,7,7,TAV1953_ANN_CONUS
3917106,7.31,7.14,7.14,TAV1953_ANN_CONUS
3917114,7.39,7.39,7.39,TAV1953_ANN_CONUS
3917130,7.44,7.42,7.42,TAV1953_ANN_CONUS
3917136,7.42,7.42,7.42,TAV1953_ANN_CONUS
3917138,7.52,7.52,7.52,TAV1953_ANN_CONUS
3917154,7.51,7.51,7.51,TAV1953_ANN_CONUS
3917156,7.84,7.84,7.84,TAV1953_ANN_CONUS
3917158,9.17,9.17,9.17,TAV1953_ANN_CONUS
3917160,8.9,8.9,8.9,TAV1953_ANN_CONUS
3917162,7.73,7.45,7.45,TAV1953_ANN_CONUS
3917164,8.41,8.41,8.41,TAV1953_ANN_CONUS
3917172,8.04,8.04,8.04,TAV1953_ANN_CONUS
3917176,8.2,7.58,7.58,TAV1953_ANN_CONUS
3917178,7.99,7.52,7.52,TAV1953_ANN_CONUS
3917194,7.55,7.55,7.55,TAV1953_ANN_CONUS
3917198,9.43,7.82,7.82,TAV1953_ANN_CONUS
3917200,9.86,7.93,7.93,TAV1953_ANN_CONUS
3917212,8.38,8.38,8.38,TAV1953_ANN_CONUS
3917214,9.28,9.28,9.28,TAV1953_ANN_CONUS
3917218,9.46,8.58,8.58,TAV1953_ANN_CONUS
3917220,9.53,8.64,8.64,TAV1953_ANN_CONUS
3917228,9.53,9.53,9.53,TAV1953_ANN_CONUS
3917230,10.43,10.43,10.43,TAV1953_ANN_CONUS
3917244,10.36,7.98,7.93,TAV1953_ANN_CONUS
3917250,8.22,8.22,8.22,TAV1953_ANN_CONUS
3917256,9.53,8.03,8.03,TAV1953_ANN_CONUS
3917268,9.53,8.09,8.09,TAV1953_ANN_CONUS
3917272,8.43,7.75,7.75,TAV1953_ANN_CONUS
3917274,9.49,9.49,9.49,TAV1953_ANN_CONUS
3917276,8.11,7.51,7.51,TAV1953_ANN_CONUS
3917278,8.69,7.73,7.73,TAV1953_ANN_CONUS
3917280,9.5,8.16,8.16,TAV1953_ANN_CONUS
3917282,8.89,7.91,7.91,TAV1953_ANN_CONUS
3917284,9.39,8.04,8.04,TAV1953_ANN_CONUS
3917286,9.39,9.39,9.39,TAV1953_ANN_CONUS
3917912,7.88,7.48,7.48,TAV1953_ANN_CONUS
3917914,7.81,7.75,7.75,TAV1953_ANN_CONUS
3917916,7.53,7.61,7.61,TAV1953_ANN_CONUS
3917918,8.72,7.73,7.73,TAV1953_ANN_CONUS
3917920,9.19,9.03,9.03,TAV1953_ANN_CONUS
3917922,9.54,9.54,9.54,TAV1953_ANN_CONUS
3917946,10.61,8.04,7.98,TAV1953_ANN_CONUS
3917948,9.94,7.97,7.97,TAV1953_ANN_CONUS
3917950,10.14,7.94,7.9,TAV1953_ANN_CONUS
3917956,7.43,7.43,7.43,TAV1953_ANN_CONUS
3917958,7.29,7.29,7.29,TAV1953_ANN_CONUS
3917960,7.27,7.27,7.27,TAV1953_ANN_CONUS
948010089,9.63,9.55,9.55,TAV1953_ANN_CONUS
