COMID,CAT_TAV2004_ANN,ACC_TAV2004_ANN,TOT_TAV2004_ANN,source
3917070,7.12,7.12,7.12,TAV2004_ANN_CONUS
3917072,7.26,7.26,7.26,TAV2004_ANN_CONUS
3917082,6.98,6.98,6.98,TAV2004_ANN_CONUS
3917084,6.77,6.77,6.77,TAV2004_ANN_CONUS
3917106,7.1,6.91,6.91,TAV2004_ANN_CONUS
3917114,7.3,7.3,7.3,TAV2004_ANN_CONUS
3917130,7.23,7.37,7.37,TAV2004_ANN_CONUS
3917136,7.34,7.34,7.34,TAV2004_ANN_CONUS
3917138,7.57,7.57,7.57,TAV2004_ANN_CONUS
3917154,7.27,7.24,7.24,TAV2004_ANN_CONUS
3917156,7.75,7.75,7.75,TAV2004_ANN_CONUS
3917158,10.25,10.25,10.25,TAV2004_ANN_CONUS
3917160,9.96,9.96,9.96,TAV2004_ANN_CONUS
3917162,7.63,7.39,7.39,TAV2004_ANN_CONUS
3917164,8.95,8.95,8.95,TAV2004_ANN_CONUS
3917172,8.15,8.15,8.15,TAV2004_ANN_CONUS
3917176,8.69,7.55,7.55,TAV2004_ANN_CONUS
3917178,8.18,7.46,7.46,TAV2004_ANN_CONUS
3917194,7.7,7.7,7.7,TAV2004_ANN_CONUS
3917198,10.55,7.97,7.97,TAV2004_ANN_CONUS
3917200,10.97,8.15,8.15,TAV2004_ANN_CONUS
3917212,9.21,9.21,9.21,TAV2004_ANN_CONUS
3917214,10.25,10.25,10.25,TAV2004_ANN_CONUS
3917218,10.44,9.43,9.43,TAV2004_ANN_CONUS
3917220,10.49,9.51,9.51,TAV2004_ANN_CONUS
3917228,10.49,10.49,10.49,TAV2004_ANN_CONUS
3917230,11.59,11.59,11.59,TAV2004_ANN_CONUS
3917244,11.61,9.17,9.3,TAV2004_ANN_CONUS
3917250,9.08,9.08,9.08,TAV2004_ANN_CONUS
3917256,10.49,8.81,8.81,TAV2004_ANN_CONUS
3917268,10.49,8.88,8.88,TAV2004_ANN_CONUS
3917272,9.35,8.47,8.47,TAV2004_ANN_CONUS
3917274,10.51,10.51,10.51,TAV2004_ANN_CONUS
3917276,9.36,8.68,8.68,TAV2004_ANN_CONUS
3917278,9.77,8.88,8.88,TAV2004_ANN_CONUS
3917280,10.5,9.31,9.31,TAV2004_ANN_CONUS
3917282,10.1,9.07,9.07,TAV2004_ANN_CONUS
3917284,10.58,9.21,9.21,TAV2004_ANN_CONUS
3917286,10.57,10.57,10.57,TAV2004_ANN_CONUS
3917912,7.84,7.4,7.4,TAV2004_ANN_CONUS
3917914,7.96,7.87,7.87,TAV2004_ANN_CONUS
3917916,7.49,7.71,7.71,TAV2004_ANN_CONUS
3917918,9.49,7.82,7.82,TAV2004_ANN_CONUS
3917920,10.29,10.11,10.11,TAV2004_ANN_CONUS
3917922,10.78,10.78,10.78,TAV2004_ANN_CONUS
3917946,11.91,9.23,9.35,TAV2004_ANN_CONUS
3917948,11.08,8.21,8.21,TAV2004_ANN_CONUS
3917950,11.38,9.13,9.27,TAV2004_ANN_CONUS
3917956,8.05,8.05,8.05,TAV2004_ANN_CONUS
3917958,8.32,8.32,8.32,TAV2004_ANN_CONUS
3917960,8.48,8.48,8.48,TAV2004_ANN_CONUS
948010089,10.87,10.78,10.78,TAV2004_ANN_CONUS
