COMID,CAT_PPT1979_ANN,ACC_PPT1979_ANN,TOT_PPT1979_ANN,source
3917070,906.12,906.12,906.12,PPT1979_ANN_CONUS
3917072,884.64,884.64,884.64,PPT1979_ANN_CONUS
3917082,864.6,864.6,864.6,PPT1979_ANN_CONUS
3917084,864.48,864.48,864.48,PPT1979_ANN_CONUS
3917106,828.6,850.8,850.8,PPT1979_ANN_CONUS
3917114,798.36,798.36,798.36,PPT1979_ANN_CONUS
3917130,774.12,821.76,821.76,PPT1979_ANN_CONUS
3917136,776.04,776.04,776.04,PPT1979_ANN_CONUS
3917138,698.88,698.88,698.88,PPT1979_ANN_CONUS
3917154,851.16,861.36,861.36,PPT1979_ANN_CONUS
3917156,792.48,792.48,792.48,PPT1979_ANN_CONUS
3917158,518.28,518.28,518.28,PPT1979_ANN_CONUS
3917160,548.88,548.88,548.88,PPT1979_ANN_CONUS
3917162,759.96,816,816,PPT1979_ANN_CONUS
3917164,708.84,708.84,708.84,PPT1979_ANN_CONUS
3917172,786.24,786.24,786.24,PPT1979_ANN_CONUS
3917176,787.2,812.16,812.16,PPT1979_ANN_CONUS
3917178,791.88,815.04,815.04,PPT1979_ANN_CONUS
3917194,901.56,901.56,901.56,PPT1979_ANN_CONUS
3917198,497.64,772.08,772.08,PPT1979_ANN_CONUS
3917200,458.16,753.48,753.48,PPT1979_ANN_CONUS
3917212,731.88,731.88,731.88,PPT1979_ANN_CONUS
3917214,524.4,524.4,524.4,PPT1979_ANN_CONUS
3917218,501.36,689.4,689.4,PPT1979_ANN_CONUS
3917220,497.4,676.2,676.2,PPT1979_ANN_CONUS
3917228,497.4,497.4,497.4,PPT1979_ANN_CONUS
3917230,404.04,404.04,404.04,PPT1979_ANN_CONUS
3917244,411.48,764.28,802.56,PPT1979_ANN_CONUS
3917250,781.56,781.56,781.56,PPT1979_ANN_CONUS
3917256,497.4,891.12,891.12,PPT1979_ANN_CONUS
3917268,497.4,875.04,875.04,PPT1979_ANN_CONUS
3917272,685.8,992.64,992.64,PPT1979_ANN_CONUS
3917274,495.24,495.24,495.24,PPT1979_ANN_CONUS
3917276,807.6,1020.24,1020.24,PPT1979_ANN_CONUS
3917278,642.36,948.96,948.96,PPT1979_ANN_CONUS
3917280,495.72,830.28,830.28,PPT1979_ANN_CONUS
3917282,616.56,897.96,897.96,PPT1979_ANN_CONUS
3917284,487.8,860.28,860.28,PPT1979_ANN_CONUS
3917286,488.16,488.16,488.16,PPT1979_ANN_CONUS
3917912,762.72,817.2,817.2,PPT1979_ANN_CONUS
3917914,690.24,702.72,702.72,PPT1979_ANN_CONUS
3917916,777.12,813.48,813.48,PPT1979_ANN_CONUS
3917918,631.92,789.24,789.24,PPT1979_ANN_CONUS
3917920,515.76,534,534,PPT1979_ANN_CONUS
3917922,485.4,485.4,485.4,PPT1979_ANN_CONUS
3917946,433.32,756.84,796.44,PPT1979_ANN_CONUS
3917948,448.8,747.72,747.72,PPT1979_ANN_CONUS
3917950,427.68,770.64,807.6,PPT1979_ANN_CONUS
3917956,1141.32,1141.32,1141.32,PPT1979_ANN_CONUS
3917958,1127.52,1127.52,1127.52,PPT1979_ANN_CONUS
3917960,1084.44,1084.44,1084.44,PPT1979_ANN_CONUS
948010089,479.04,484.8,484.8,PPT1979_ANN_CONUS
