COMID,CAT_RUN2001_ANN,ACC_RUN2001_ANN,TOT_RUN2001_ANN,source
3917070,111.48,111.48,111.48,RUN2001_ANN_CONUS
3917072,104.76,104.76,104.76,RUN2001_ANN_CONUS
3917082,83.64,83.64,83.64,RUN2001_ANN_CONUS
3917084,130.08,130.08,130.08,RUN2001_ANN_CONUS
3917106,74.88,106.32,106.32,RUN2001_ANN_CONUS
3917114,95.88,95.88,95.88,RUN2001_ANN_CONUS
3917130,86.76,77.16,77.16,RUN2001_ANN_CONUS
3917136,56.52,56.52,56.52,RUN2001_ANN_CONUS
3917138,50.64,50.64,50.64,RUN2001_ANN_CONUS
3917154,102.36,104.04,104.04,RUN2001_ANN_CONUS
3917156,54.96,54.96,54.96,RUN2001_ANN_CONUS
3917158,27.84,27.84,27.84,RUN2001_ANN_CONUS
3917160,35.52,35.52,35.52,RUN2001_ANN_CONUS
3917162,48,75.12,75.12,RUN2001_ANN_CONUS
3917164,32.64,32.64,32.64,RUN2001_ANN_CONUS
3917172,63.24,63.24,63.24,RUN2001_ANN_CONUS
3917176,23.52,70.08,70.08,RUN2001_ANN_CONUS
3917178,27.72,72.6,72.6,RUN2001_ANN_CONUS
3917194,57.48,57.48,57.48,RUN2001_ANN_CONUS
3917198,24.48,61.56,61.56,RUN2001_ANN_CONUS
3917200,15.6,59.16,59.16,RUN2001_ANN_CONUS
3917212,36.84,36.84,36.84,RUN2001_ANN_CONUS
3917214,30.96,30.96,30.96,RUN2001_ANN_CONUS
3917218,24.84,35.04,35.04,RUN2001_ANN_CONUS
3917220,24.24,34.32,34.32,RUN2001_ANN_CONUS
3917228,24.24,24.24,24.24,RUN2001_ANN_CONUS
3917230,10.92,10.92,10.92,RUN2001_ANN_CONUS
3917244,11.28,134.76,178.56,RUN2001_ANN_CONUS
3917250,40.92,40.92,40.92,RUN2001_ANN_CONUS
3917256,24.24,48.84,48.84,RUN2001_ANN_CONUS
3917268,24.24,47.88,47.88,RUN2001_ANN_CONUS
3917272,45.36,55.8,55.8,RUN2001_ANN_CONUS
3917274,24.6,24.6,24.6,RUN2001_ANN_CONUS
3917276,99.6,141.84,141.84,RUN2001_ANN_CONUS
3917278,62.4,126.84,126.84,RUN2001_ANN_CONUS
3917280,24.6,101.16,101.16,RUN2001_ANN_CONUS
3917282,58.32,116.28,116.28,RUN2001_ANN_CONUS
3917284,26.28,108,108,RUN2001_ANN_CONUS
3917286,26.04,26.04,26.04,RUN2001_ANN_CONUS
3917912,40.2,75.96,75.96,RUN2001_ANN_CONUS
3917914,51.48,52.2,52.2,RUN2001_ANN_CONUS
3917916,57.48,55.92,55.92,RUN2001_ANN_CONUS
3917918,27.12,63.72,63.72,RUN2001_ANN_CONUS
3917920,27.36,31.8,31.8,RUN2001_ANN_CONUS
3917922,23.64,23.64,23.64,RUN2001_ANN_CONUS
3917946,11.16,132,175.92,RUN2001_ANN_CONUS
3917948,13.44,58.32,58.32,RUN2001_ANN_CONUS
3917950,12,136.92,180.72,RUN2001_ANN_CONUS
3917956,60.84,60.84,60.84,RUN2001_ANN_CONUS
3917958,131.88,131.88,131.88,RUN2001_ANN_CONUS
3917960,173.52,173.52,173.52,RUN2001_ANN_CONUS
948010089,21.84,23.52,23.52,RUN2001_ANN_CONUS
