COMID,CAT_TAV1947_ANN,ACC_TAV1947_ANN,TOT_TAV1947_ANN,source
3917070,7.61,7.61,7.61,TAV1947_ANN_CONUS
3917072,7.76,7.76,7.76,TAV1947_ANN_CONUS
3917082,7.31,7.31,7.31,TAV1947_ANN_CONUS
3917084,7.13,7.13,7.13,TAV1947_ANN_CONUS
3917106,7.43,7.25,7.25,TAV1947_ANN_CONUS
3917114,7.56,7.56,7.56,TAV1947_ANN_CONUS
3917130,7.6,7.56,7.56,TAV1947_ANN_CONUS
3917136,7.57,7.57,7.57,TAV1947_ANN_CONUS
3917138,7.7,7.7,7.7,TAV1947_ANN_CONUS
3917154,7.67,7.66,7.66,TAV1947_ANN_CONUS
3917156,8.01,8.01,8.01,TAV1947_ANN_CONUS
3917158,9.44,9.44,9.44,TAV1947_ANN_CONUS
3917160,9.19,9.19,9.19,TAV1947_ANN_CONUS
3917162,7.91,7.59,7.59,TAV1947_ANN_CONUS
3917164,8.66,8.66,8.66,TAV1947_ANN_CONUS
3917172,8.24,8.24,8.24,TAV1947_ANN_CONUS
3917176,8.44,7.74,7.74,TAV1947_ANN_CONUS
3917178,8.19,7.67,7.67,TAV1947_ANN_CONUS
3917194,7.66,7.66,7.66,TAV1947_ANN_CONUS
3917198,9.69,8,8,TAV1947_ANN_CONUS
3917200,10.09,8.12,8.12,TAV1947_ANN_CONUS
3917212,8.63,8.63,8.63,TAV1947_ANN_CONUS
3917214,9.55,9.55,9.55,TAV1947_ANN_CONUS
3917218,9.73,8.82,8.82,TAV1947_ANN_CONUS
3917220,9.8,8.89,8.89,TAV1947_ANN_CONUS
3917228,9.8,9.8,9.8,TAV1947_ANN_CONUS
3917230,10.64,10.64,10.64,TAV1947_ANN_CONUS
3917244,10.57,8.2,8.15,TAV1947_ANN_CONUS
3917250,8.45,8.45,8.45,TAV1947_ANN_CONUS
3917256,9.8,8.23,8.23,TAV1947_ANN_CONUS
3917268,9.8,8.3,8.3,TAV1947_ANN_CONUS
3917272,8.68,7.94,7.94,TAV1947_ANN_CONUS
3917274,9.76,9.76,9.76,TAV1947_ANN_CONUS
3917276,8.38,7.71,7.71,TAV1947_ANN_CONUS
3917278,8.95,7.95,7.95,TAV1947_ANN_CONUS
3917280,9.77,8.39,8.39,TAV1947_ANN_CONUS
3917282,9.15,8.13,8.13,TAV1947_ANN_CONUS
3917284,9.64,8.27,8.27,TAV1947_ANN_CONUS
3917286,9.64,9.64,9.64,TAV1947_ANN_CONUS
3917912,8.06,7.62,7.62,TAV1947_ANN_CONUS
3917914,8.03,7.96,7.96,TAV1947_ANN_CONUS
3917916,7.7,7.76,7.76,TAV1947_ANN_CONUS
3917918,8.98,7.91,7.91,TAV1947_ANN_CONUS
3917920,9.46,9.31,9.31,TAV1947_ANN_CONUS
3917922,9.81,9.81,9.81,TAV1947_ANN_CONUS
3917946,10.83,8.25,8.19,TAV1947_ANN_CONUS
3917948,10.16,8.16,8.16,TAV1947_ANN_CONUS
3917950,10.36,8.15,8.11,TAV1947_ANN_CONUS
3917956,7.58,7.58,7.58,TAV1947_ANN_CONUS
3917958,7.47,7.47,7.47,TAV1947_ANN_CONUS
3917960,7.45,7.45,7.45,TAV1947_ANN_CONUS
948010089,9.88,9.81,9.81,TAV1947_ANN_CONUS
