COMID,CAT_PPT2002_ANN,ACC_PPT2002_ANN,TOT_PPT2002_ANN,source
3917070,638.04,638.04,638.04,PPT2002_ANN_CONUS
3917072,633.48,633.48,633.48,PPT2002_ANN_CONUS
3917082,567.24,567.24,567.24,PPT2002_ANN_CONUS
3917084,595.32,595.32,595.32,PPT2002_ANN_CONUS
3917106,553.2,577.68,577.68,PPT2002_ANN_CONUS
3917114,590.4,590.4,590.4,PPT2002_ANN_CONUS
3917130,578.04,546.12,546.12,PPT2002_ANN_CONUS
3917136,495.48,495.48,495.48,PPT2002_ANN_CONUS
3917138,443.28,443.28,443.28,PPT2002_ANN_CONUS
3917154,616.56,620.52,620.52,PPT2002_ANN_CONUS
3917156,590.64,590.64,590.64,PPT2002_ANN_CONUS
3917158,450.96,450.96,450.96,PPT2002_ANN_CONUS
3917160,484.44,484.44,484.44,PPT2002_ANN_CONUS
3917162,573,549.36,549.36,PPT2002_ANN_CONUS
3917164,521.88,521.88,521.88,PPT2002_ANN_CONUS
3917172,572.16,572.16,572.16,PPT2002_ANN_CONUS
3917176,561.84,560.64,560.64,PPT2002_ANN_CONUS
3917178,577.56,559.8,559.8,PPT2002_ANN_CONUS
3917194,562.08,562.08,562.08,PPT2002_ANN_CONUS
3917198,435.72,547.08,547.08,PPT2002_ANN_CONUS
3917200,409.68,538.8,538.8,PPT2002_ANN_CONUS
3917212,545.88,545.88,545.88,PPT2002_ANN_CONUS
3917214,465.72,465.72,465.72,PPT2002_ANN_CONUS
3917218,448.44,528.72,528.72,PPT2002_ANN_CONUS
3917220,447.84,523.08,523.08,PPT2002_ANN_CONUS
3917228,447.84,447.84,447.84,PPT2002_ANN_CONUS
3917230,339.24,339.24,339.24,PPT2002_ANN_CONUS
3917244,355.32,624.12,687.12,PPT2002_ANN_CONUS
3917250,567.12,567.12,567.12,PPT2002_ANN_CONUS
3917256,447.84,597.96,597.96,PPT2002_ANN_CONUS
3917268,447.84,591.72,591.72,PPT2002_ANN_CONUS
3917272,539.64,631.2,631.2,PPT2002_ANN_CONUS
3917274,452.64,452.64,452.64,PPT2002_ANN_CONUS
3917276,643.2,671.16,671.16,PPT2002_ANN_CONUS
3917278,544.68,647.28,647.28,PPT2002_ANN_CONUS
3917280,451.44,602.64,602.64,PPT2002_ANN_CONUS
3917282,541.68,630.48,630.48,PPT2002_ANN_CONUS
3917284,469.68,615.72,615.72,PPT2002_ANN_CONUS
3917286,468.84,468.84,468.84,PPT2002_ANN_CONUS
3917912,581.64,557.64,557.64,PPT2002_ANN_CONUS
3917914,441.72,449.52,449.52,PPT2002_ANN_CONUS
3917916,518.88,518.16,518.16,PPT2002_ANN_CONUS
3917918,501.36,552.84,552.84,PPT2002_ANN_CONUS
3917920,448.68,468.24,468.24,PPT2002_ANN_CONUS
3917922,419.52,419.52,419.52,PPT2002_ANN_CONUS
3917946,349.44,618,681.6,PPT2002_ANN_CONUS
3917948,401.52,536.16,536.16,PPT2002_ANN_CONUS
3917950,379.68,628.92,691.44,PPT2002_ANN_CONUS
3917956,675.6,675.6,675.6,PPT2002_ANN_CONUS
3917958,679.68,679.68,679.68,PPT2002_ANN_CONUS
3917960,682.8,682.8,682.8,PPT2002_ANN_CONUS
948010089,414.24,419.04,419.04,PPT2002_ANN_CONUS
