COMID,CAT_PPT2007_ANN,ACC_PPT2007_ANN,TOT_PPT2007_ANN,source
3917070,546.12,546.12,546.12,PPT2007_ANN_CONUS
3917072,538.32,538.32,538.32,PPT2007_ANN_CONUS
3917082,545.04,545.04,545.04,PPT2007_ANN_CONUS
3917084,548.64,548.64,548.64,PPT2007_ANN_CONUS
3917106,534.96,543.24,543.24,PPT2007_ANN_CONUS
3917114,529.08,529.08,529.08,PPT2007_ANN_CONUS
3917130,526.68,513.12,513.12,PPT2007_ANN_CONUS
3917136,510.24,510.24,510.24,PPT2007_ANN_CONUS
3917138,482.28,482.28,482.28,PPT2007_ANN_CONUS
3917154,535.08,537.12,537.12,PPT2007_ANN_CONUS
3917156,517.92,517.92,517.92,PPT2007_ANN_CONUS
3917158,488.52,488.52,488.52,PPT2007_ANN_CONUS
3917160,496.68,496.68,496.68,PPT2007_ANN_CONUS
3917162,513.84,513.48,513.48,PPT2007_ANN_CONUS
3917164,505.32,505.32,505.32,PPT2007_ANN_CONUS
3917172,519,519,519,PPT2007_ANN_CONUS
3917176,491.04,514.32,514.32,PPT2007_ANN_CONUS
3917178,504.24,515.04,515.04,PPT2007_ANN_CONUS
3917194,493.2,493.2,493.2,PPT2007_ANN_CONUS
3917198,467.52,510.12,510.12,PPT2007_ANN_CONUS
3917200,415.08,506.28,506.28,PPT2007_ANN_CONUS
3917212,481.32,481.32,481.32,PPT2007_ANN_CONUS
3917214,476.16,476.16,476.16,PPT2007_ANN_CONUS
3917218,478.92,480.6,480.6,PPT2007_ANN_CONUS
3917220,476.76,480.36,480.36,PPT2007_ANN_CONUS
3917228,476.76,476.76,476.76,PPT2007_ANN_CONUS
3917230,362.88,362.88,362.88,PPT2007_ANN_CONUS
3917244,364.2,499.8,524.28,PPT2007_ANN_CONUS
3917250,478.56,478.56,478.56,PPT2007_ANN_CONUS
3917256,476.76,484.32,484.32,PPT2007_ANN_CONUS
3917268,476.76,484.08,484.08,PPT2007_ANN_CONUS
3917272,476.52,488.04,488.04,PPT2007_ANN_CONUS
3917274,478.92,478.92,478.92,PPT2007_ANN_CONUS
3917276,482.28,472.56,472.56,PPT2007_ANN_CONUS
3917278,478.08,473.52,473.52,PPT2007_ANN_CONUS
3917280,478.32,476.52,476.52,PPT2007_ANN_CONUS
3917282,484.32,475.08,475.08,PPT2007_ANN_CONUS
3917284,486.72,476.16,476.16,PPT2007_ANN_CONUS
3917286,486.24,486.24,486.24,PPT2007_ANN_CONUS
3917912,511.08,515.52,515.52,PPT2007_ANN_CONUS
3917914,471.24,477,477,PPT2007_ANN_CONUS
3917916,502.32,490.32,490.32,PPT2007_ANN_CONUS
3917918,488.88,511.44,511.44,PPT2007_ANN_CONUS
3917920,485.88,492.24,492.24,PPT2007_ANN_CONUS
3917922,452.04,452.04,452.04,PPT2007_ANN_CONUS
3917946,382.68,497.16,522,PPT2007_ANN_CONUS
3917948,400.44,504.24,504.24,PPT2007_ANN_CONUS
3917950,375.48,502.32,526.32,PPT2007_ANN_CONUS
3917956,493.68,493.68,493.68,PPT2007_ANN_CONUS
3917958,472.08,472.08,472.08,PPT2007_ANN_CONUS
3917960,466.92,466.92,466.92,PPT2007_ANN_CONUS
948010089,443.88,451.32,451.32,PPT2007_ANN_CONUS
