COMID,CAT_RUN1982_ANN,ACC_RUN1982_ANN,TOT_RUN1982_ANN,source
3917070,640.68,640.68,640.68,RUN1982_ANN_CONUS
3917072,616.8,616.8,616.8,RUN1982_ANN_CONUS
3917082,587.64,587.64,587.64,RUN1982_ANN_CONUS
3917084,618,618,618,RUN1982_ANN_CONUS
3917106,558.84,593.64,593.64,RUN1982_ANN_CONUS
3917114,520.32,520.32,520.32,RUN1982_ANN_CONUS
3917130,519.48,558.48,558.48,RUN1982_ANN_CONUS
3917136,522,522,522,RUN1982_ANN_CONUS
3917138,476.4,476.4,476.4,RUN1982_ANN_CONUS
3917154,580.2,591.48,591.48,RUN1982_ANN_CONUS
3917156,486.72,486.72,486.72,RUN1982_ANN_CONUS
3917158,258.36,258.36,258.36,RUN1982_ANN_CONUS
3917160,278.76,278.76,278.76,RUN1982_ANN_CONUS
3917162,464.4,549.72,549.72,RUN1982_ANN_CONUS
3917164,430.08,430.08,430.08,RUN1982_ANN_CONUS
3917172,511.92,511.92,511.92,RUN1982_ANN_CONUS
3917176,463.32,535.68,535.68,RUN1982_ANN_CONUS
3917178,454.08,540.6,540.6,RUN1982_ANN_CONUS
3917194,607.8,607.8,607.8,RUN1982_ANN_CONUS
3917198,248.28,495.96,495.96,RUN1982_ANN_CONUS
3917200,225.84,479.16,479.16,RUN1982_ANN_CONUS
3917212,448.2,448.2,448.2,RUN1982_ANN_CONUS
3917214,290.64,290.64,290.64,RUN1982_ANN_CONUS
3917218,259.92,414.72,414.72,RUN1982_ANN_CONUS
3917220,260.4,404.04,404.04,RUN1982_ANN_CONUS
3917228,260.4,260.4,260.4,RUN1982_ANN_CONUS
3917230,177.6,177.6,177.6,RUN1982_ANN_CONUS
3917244,188.28,500.88,533.04,RUN1982_ANN_CONUS
3917250,493.2,493.2,493.2,RUN1982_ANN_CONUS
3917256,260.4,567.48,567.48,RUN1982_ANN_CONUS
3917268,260.4,555,555,RUN1982_ANN_CONUS
3917272,430.56,641.16,641.16,RUN1982_ANN_CONUS
3917274,259.2,259.2,259.2,RUN1982_ANN_CONUS
3917276,465.96,673.08,673.08,RUN1982_ANN_CONUS
3917278,371.88,616.2,616.2,RUN1982_ANN_CONUS
3917280,259.44,520.92,520.92,RUN1982_ANN_CONUS
3917282,336.36,573.6,573.6,RUN1982_ANN_CONUS
3917284,255,544.32,544.32,RUN1982_ANN_CONUS
3917286,255.24,255.24,255.24,RUN1982_ANN_CONUS
3917912,442.08,547.68,547.68,RUN1982_ANN_CONUS
3917914,453,463.2,463.2,RUN1982_ANN_CONUS
3917916,519.6,544.2,544.2,RUN1982_ANN_CONUS
3917918,350.88,512.28,512.28,RUN1982_ANN_CONUS
3917920,256.68,268.8,268.8,RUN1982_ANN_CONUS
3917922,236.88,236.88,236.88,RUN1982_ANN_CONUS
3917946,195.36,493.92,527.4,RUN1982_ANN_CONUS
3917948,218.28,474.24,474.24,RUN1982_ANN_CONUS
3917950,199.32,506.4,537.48,RUN1982_ANN_CONUS
3917956,743.28,743.28,743.28,RUN1982_ANN_CONUS
3917958,761.52,761.52,761.52,RUN1982_ANN_CONUS
3917960,745.2,745.2,745.2,RUN1982_ANN_CONUS
948010089,231.96,236.4,236.4,RUN1982_ANN_CONUS
