COMID,CAT_RUN2014_ANN,ACC_RUN2014_ANN,TOT_RUN2014_ANN,source
3917070,327.24,327.24,327.24,RUN2014_ANN_CONUS
3917072,322.92,322.92,322.92,RUN2014_ANN_CONUS
3917082,397.92,397.92,397.92,RUN2014_ANN_CONUS
3917084,412.2,412.2,412.2,RUN2014_ANN_CONUS
3917106,357.36,390.48,390.48,RUN2014_ANN_CONUS
3917114,271.2,271.2,271.2,RUN2014_ANN_CONUS
3917130,261.84,297.84,297.84,RUN2014_ANN_CONUS
3917136,329.64,329.64,329.64,RUN2014_ANN_CONUS
3917138,277.32,277.32,277.32,RUN2014_ANN_CONUS
3917154,304.8,309,309,RUN2014_ANN_CONUS
3917156,183,183,183,RUN2014_ANN_CONUS
3917158,78.6,78.6,78.6,RUN2014_ANN_CONUS
3917160,80.76,80.76,80.76,RUN2014_ANN_CONUS
3917162,168.96,286.44,286.44,RUN2014_ANN_CONUS
3917164,100.68,100.68,100.68,RUN2014_ANN_CONUS
3917172,196.2,196.2,196.2,RUN2014_ANN_CONUS
3917176,100.44,257.28,257.28,RUN2014_ANN_CONUS
3917178,115.32,268.56,268.56,RUN2014_ANN_CONUS
3917194,220.8,220.8,220.8,RUN2014_ANN_CONUS
3917198,67.44,221.88,221.88,RUN2014_ANN_CONUS
3917200,53.76,210.24,210.24,RUN2014_ANN_CONUS
3917212,121.8,121.8,121.8,RUN2014_ANN_CONUS
3917214,103.92,103.92,103.92,RUN2014_ANN_CONUS
3917218,89.76,116.88,116.88,RUN2014_ANN_CONUS
3917220,92.4,115.2,115.2,RUN2014_ANN_CONUS
3917228,92.4,92.4,92.4,RUN2014_ANN_CONUS
3917230,19.56,19.56,19.56,RUN2014_ANN_CONUS
3917244,20.4,162,190.92,RUN2014_ANN_CONUS
3917250,135.48,135.48,135.48,RUN2014_ANN_CONUS
3917256,92.4,147.24,147.24,RUN2014_ANN_CONUS
3917268,92.4,145.08,145.08,RUN2014_ANN_CONUS
3917272,135.24,159.72,159.72,RUN2014_ANN_CONUS
3917274,96.12,96.12,96.12,RUN2014_ANN_CONUS
3917276,102.96,166.8,166.8,RUN2014_ANN_CONUS
3917278,110.64,156.12,156.12,RUN2014_ANN_CONUS
3917280,95.16,140.76,140.76,RUN2014_ANN_CONUS
3917282,102.36,148.08,148.08,RUN2014_ANN_CONUS
3917284,109.56,144.48,144.48,RUN2014_ANN_CONUS
3917286,108.72,108.72,108.72,RUN2014_ANN_CONUS
3917912,143.52,280.68,280.68,RUN2014_ANN_CONUS
3917914,268.44,277.44,277.44,RUN2014_ANN_CONUS
3917916,253.44,245.28,245.28,RUN2014_ANN_CONUS
3917918,90.12,232.08,232.08,RUN2014_ANN_CONUS
3917920,76.08,79.2,79.2,RUN2014_ANN_CONUS
3917922,43.08,43.08,43.08,RUN2014_ANN_CONUS
3917946,21.24,158.88,188.16,RUN2014_ANN_CONUS
3917948,46.56,207.24,207.24,RUN2014_ANN_CONUS
3917950,32.76,164.52,193.2,RUN2014_ANN_CONUS
3917956,171.6,171.6,171.6,RUN2014_ANN_CONUS
3917958,182.76,182.76,182.76,RUN2014_ANN_CONUS
3917960,195.72,195.72,195.72,RUN2014_ANN_CONUS
948010089,41.28,42.96,42.96,RUN2014_ANN_CONUS
