COMID,CAT_PPT1977_ANN,ACC_PPT1977_ANN,TOT_PPT1977_ANN,source
3917070,786.96,786.96,786.96,PPT1977_ANN_CONUS
3917072,756.6,756.6,756.6,PPT1977_ANN_CONUS
3917082,783.72,783.72,783.72,PPT1977_ANN_CONUS
3917084,813.36,813.36,813.36,PPT1977_ANN_CONUS
3917106,747.12,786.36,786.36,PPT1977_ANN_CONUS
3917114,741.24,741.24,741.24,PPT1977_ANN_CONUS
3917130,703.68,715.56,715.56,PPT1977_ANN_CONUS
3917136,690.96,690.96,690.96,PPT1977_ANN_CONUS
3917138,623.04,623.04,623.04,PPT1977_ANN_CONUS
3917154,752.16,758.52,758.52,PPT1977_ANN_CONUS
3917156,689.64,689.64,689.64,PPT1977_ANN_CONUS
3917158,464.04,464.04,464.04,PPT1977_ANN_CONUS
3917160,488.52,488.52,488.52,PPT1977_ANN_CONUS
3917162,666,711.96,711.96,PPT1977_ANN_CONUS
3917164,614.52,614.52,614.52,PPT1977_ANN_CONUS
3917172,679.56,679.56,679.56,PPT1977_ANN_CONUS
3917176,636.72,705.6,705.6,PPT1977_ANN_CONUS
3917178,666.6,710.52,710.52,PPT1977_ANN_CONUS
3917194,715.44,715.44,715.44,PPT1977_ANN_CONUS
3917198,447.24,671.04,671.04,PPT1977_ANN_CONUS
3917200,410.76,656.04,656.04,PPT1977_ANN_CONUS
3917212,601.08,601.08,601.08,PPT1977_ANN_CONUS
3917214,471.96,471.96,471.96,PPT1977_ANN_CONUS
3917218,450.36,573.96,573.96,PPT1977_ANN_CONUS
3917220,447.12,565.2,565.2,PPT1977_ANN_CONUS
3917228,447.12,447.12,447.12,PPT1977_ANN_CONUS
3917230,381.36,381.36,381.36,PPT1977_ANN_CONUS
3917244,380.28,591.96,594.6,PPT1977_ANN_CONUS
3917250,630.24,630.24,630.24,PPT1977_ANN_CONUS
3917256,447.12,683.28,683.28,PPT1977_ANN_CONUS
3917268,447.12,673.68,673.68,PPT1977_ANN_CONUS
3917272,582.96,737.88,737.88,PPT1977_ANN_CONUS
3917274,442.92,442.92,442.92,PPT1977_ANN_CONUS
3917276,606.72,736.08,736.08,PPT1977_ANN_CONUS
3917278,535.92,698.4,698.4,PPT1977_ANN_CONUS
3917280,444,629.16,629.16,PPT1977_ANN_CONUS
3917282,499.2,668.04,668.04,PPT1977_ANN_CONUS
3917284,428.28,645.96,645.96,PPT1977_ANN_CONUS
3917286,429,429,429,PPT1977_ANN_CONUS
3917912,668.52,713.88,713.88,PPT1977_ANN_CONUS
3917914,590.28,605.16,605.16,PPT1977_ANN_CONUS
3917916,669.96,671.76,671.76,PPT1977_ANN_CONUS
3917918,541.32,684.84,684.84,PPT1977_ANN_CONUS
3917920,462.12,476.64,476.64,PPT1977_ANN_CONUS
3917922,440.88,440.88,440.88,PPT1977_ANN_CONUS
3917946,392.64,587.52,591.24,PPT1977_ANN_CONUS
3917948,401.88,651.24,651.24,PPT1977_ANN_CONUS
3917950,388.92,595.68,597.36,PPT1977_ANN_CONUS
3917956,813,813,813,PPT1977_ANN_CONUS
3917958,798.84,798.84,798.84,PPT1977_ANN_CONUS
3917960,776.76,776.76,776.76,PPT1977_ANN_CONUS
948010089,432.36,440.04,440.04,PPT1977_ANN_CONUS
