COMID,CAT_TAV1982_ANN,ACC_TAV1982_ANN,TOT_TAV1982_ANN,source
3917070,6.94,6.94,6.94,TAV1982_ANN_CONUS
3917072,7.11,7.11,7.11,TAV1982_ANN_CONUS
3917082,6.66,6.66,6.66,TAV1982_ANN_CONUS
3917084,6.45,6.45,6.45,TAV1982_ANN_CONUS
3917106,6.79,6.59,6.59,TAV1982_ANN_CONUS
3917114,6.89,6.89,6.89,TAV1982_ANN_CONUS
3917130,6.98,6.92,6.92,TAV1982_ANN_CONUS
3917136,6.92,6.92,6.92,TAV1982_ANN_CONUS
3917138,7.05,7.05,7.05,TAV1982_ANN_CONUS
3917154,7.01,7,7,TAV1982_ANN_CONUS
3917156,7.37,7.37,7.37,TAV1982_ANN_CONUS
3917158,8.7,8.7,8.7,TAV1982_ANN_CONUS
3917160,8.44,8.44,8.44,TAV1982_ANN_CONUS
3917162,7.3,6.95,6.95,TAV1982_ANN_CONUS
3917164,7.96,7.96,7.96,TAV1982_ANN_CONUS
3917172,7.56,7.56,7.56,TAV1982_ANN_CONUS
3917176,7.78,7.09,7.09,TAV1982_ANN_CONUS
3917178,7.55,7.02,7.02,TAV1982_ANN_CONUS
3917194,7.04,7.04,7.04,TAV1982_ANN_CONUS
3917198,8.97,7.34,7.34,TAV1982_ANN_CONUS
3917200,9.38,7.45,7.45,TAV1982_ANN_CONUS
3917212,7.92,7.92,7.92,TAV1982_ANN_CONUS
3917214,8.83,8.83,8.83,TAV1982_ANN_CONUS
3917218,9,8.11,8.11,TAV1982_ANN_CONUS
3917220,9.08,8.18,8.18,TAV1982_ANN_CONUS
3917228,9.08,9.08,9.08,TAV1982_ANN_CONUS
3917230,9.93,9.93,9.93,TAV1982_ANN_CONUS
3917244,9.86,7.42,7.36,TAV1982_ANN_CONUS
3917250,7.74,7.74,7.74,TAV1982_ANN_CONUS
3917256,9.08,7.55,7.55,TAV1982_ANN_CONUS
3917268,9.08,7.61,7.61,TAV1982_ANN_CONUS
3917272,7.95,7.27,7.27,TAV1982_ANN_CONUS
3917274,9.03,9.03,9.03,TAV1982_ANN_CONUS
3917276,7.6,6.94,6.94,TAV1982_ANN_CONUS
3917278,8.2,7.18,7.18,TAV1982_ANN_CONUS
3917280,9.04,7.63,7.63,TAV1982_ANN_CONUS
3917282,8.37,7.37,7.37,TAV1982_ANN_CONUS
3917284,8.86,7.5,7.5,TAV1982_ANN_CONUS
3917286,8.87,8.87,8.87,TAV1982_ANN_CONUS
3917912,7.43,6.98,6.98,TAV1982_ANN_CONUS
3917914,7.32,7.26,7.26,TAV1982_ANN_CONUS
3917916,7.07,7.11,7.11,TAV1982_ANN_CONUS
3917918,8.28,7.25,7.25,TAV1982_ANN_CONUS
3917920,8.72,8.57,8.57,TAV1982_ANN_CONUS
3917922,9.1,9.1,9.1,TAV1982_ANN_CONUS
3917946,10.09,7.48,7.4,TAV1982_ANN_CONUS
3917948,9.46,7.49,7.49,TAV1982_ANN_CONUS
3917950,9.65,7.38,7.33,TAV1982_ANN_CONUS
3917956,6.94,6.94,6.94,TAV1982_ANN_CONUS
3917958,6.74,6.74,6.74,TAV1982_ANN_CONUS
3917960,6.68,6.68,6.68,TAV1982_ANN_CONUS
948010089,9.18,9.11,9.11,TAV1982_ANN_CONUS
