COMID,CAT_TAV1945_ANN,ACC_TAV1945_ANN,TOT_TAV1945_ANN,source
3917070,7.5,7.5,7.5,TAV1945_ANN_CONUS
3917072,7.66,7.66,7.66,TAV1945_ANN_CONUS
3917082,7.16,7.16,7.16,TAV1945_ANN_CONUS
3917084,6.99,6.99,6.99,TAV1945_ANN_CONUS
3917106,7.28,7.11,7.11,TAV1945_ANN_CONUS
3917114,7.44,7.44,7.44,TAV1945_ANN_CONUS
3917130,7.5,7.43,7.43,TAV1945_ANN_CONUS
3917136,7.39,7.39,7.39,TAV1945_ANN_CONUS
3917138,7.52,7.52,7.52,TAV1945_ANN_CONUS
3917154,7.56,7.55,7.55,TAV1945_ANN_CONUS
3917156,7.92,7.92,7.92,TAV1945_ANN_CONUS
3917158,9.6,9.6,9.6,TAV1945_ANN_CONUS
3917160,9.31,9.31,9.31,TAV1945_ANN_CONUS
3917162,7.81,7.46,7.46,TAV1945_ANN_CONUS
3917164,8.67,8.67,8.67,TAV1945_ANN_CONUS
3917172,8.19,8.19,8.19,TAV1945_ANN_CONUS
3917176,8.42,7.62,7.62,TAV1945_ANN_CONUS
3917178,8.11,7.54,7.54,TAV1945_ANN_CONUS
3917194,7.56,7.56,7.56,TAV1945_ANN_CONUS
3917198,9.91,7.93,7.93,TAV1945_ANN_CONUS
3917200,10.38,8.07,8.07,TAV1945_ANN_CONUS
3917212,8.66,8.66,8.66,TAV1945_ANN_CONUS
3917214,9.7,9.7,9.7,TAV1945_ANN_CONUS
3917218,9.91,8.88,8.88,TAV1945_ANN_CONUS
3917220,9.99,8.96,8.96,TAV1945_ANN_CONUS
3917228,9.99,9.99,9.99,TAV1945_ANN_CONUS
3917230,11.06,11.06,11.06,TAV1945_ANN_CONUS
3917244,10.96,8.27,8.25,TAV1945_ANN_CONUS
3917250,8.46,8.46,8.46,TAV1945_ANN_CONUS
3917256,9.99,8.24,8.24,TAV1945_ANN_CONUS
3917268,9.99,8.31,8.31,TAV1945_ANN_CONUS
3917272,8.71,7.91,7.91,TAV1945_ANN_CONUS
3917274,9.96,9.96,9.96,TAV1945_ANN_CONUS
3917276,8.43,7.69,7.69,TAV1945_ANN_CONUS
3917278,9.04,7.95,7.95,TAV1945_ANN_CONUS
3917280,9.97,8.45,8.45,TAV1945_ANN_CONUS
3917282,9.31,8.16,8.16,TAV1945_ANN_CONUS
3917284,9.88,8.32,8.32,TAV1945_ANN_CONUS
3917286,9.88,9.88,9.88,TAV1945_ANN_CONUS
3917912,7.96,7.49,7.49,TAV1945_ANN_CONUS
3917914,7.81,7.74,7.74,TAV1945_ANN_CONUS
3917916,7.56,7.62,7.62,TAV1945_ANN_CONUS
3917918,9.05,7.82,7.82,TAV1945_ANN_CONUS
3917920,9.63,9.45,9.45,TAV1945_ANN_CONUS
3917922,10.07,10.07,10.07,TAV1945_ANN_CONUS
3917946,11.27,8.34,8.3,TAV1945_ANN_CONUS
3917948,10.47,8.11,8.11,TAV1945_ANN_CONUS
3917950,10.7,8.22,8.22,TAV1945_ANN_CONUS
3917956,7.53,7.53,7.53,TAV1945_ANN_CONUS
3917958,7.42,7.42,7.42,TAV1945_ANN_CONUS
3917960,7.41,7.41,7.41,TAV1945_ANN_CONUS
948010089,10.16,10.08,10.08,TAV1945_ANN_CONUS
