COMID,CAT_PPT2010_ANN,ACC_PPT2010_ANN,TOT_PPT2010_ANN,source
3917070,722.64,722.64,722.64,PPT2010_ANN_CONUS
3917072,709.68,709.68,709.68,PPT2010_ANN_CONUS
3917082,679.08,679.08,679.08,PPT2010_ANN_CONUS
3917084,694.92,694.92,694.92,PPT2010_ANN_CONUS
3917106,662.04,681.48,681.48,PPT2010_ANN_CONUS
3917114,659.28,659.28,659.28,PPT2010_ANN_CONUS
3917130,647.16,634.56,634.56,PPT2010_ANN_CONUS
3917136,627.84,627.84,627.84,PPT2010_ANN_CONUS
3917138,590.64,590.64,590.64,PPT2010_ANN_CONUS
3917154,690.24,696.24,696.24,PPT2010_ANN_CONUS
3917156,647.4,647.4,647.4,PPT2010_ANN_CONUS
3917158,615.84,615.84,615.84,PPT2010_ANN_CONUS
3917160,621.24,621.24,621.24,PPT2010_ANN_CONUS
3917162,621.36,633.96,633.96,PPT2010_ANN_CONUS
3917164,621.96,621.96,621.96,PPT2010_ANN_CONUS
3917172,658.44,658.44,658.44,PPT2010_ANN_CONUS
3917176,609.84,638.28,638.28,PPT2010_ANN_CONUS
3917178,612.6,638.04,638.04,PPT2010_ANN_CONUS
3917194,609.6,609.6,609.6,PPT2010_ANN_CONUS
3917198,577.2,633.6,633.6,PPT2010_ANN_CONUS
3917200,502.2,628.56,628.56,PPT2010_ANN_CONUS
3917212,592.92,592.92,592.92,PPT2010_ANN_CONUS
3917214,572.28,572.28,572.28,PPT2010_ANN_CONUS
3917218,581.16,589.8,589.8,PPT2010_ANN_CONUS
3917220,573.12,588.72,588.72,PPT2010_ANN_CONUS
3917228,573.12,573.12,573.12,PPT2010_ANN_CONUS
3917230,418.08,418.08,418.08,PPT2010_ANN_CONUS
3917244,421.2,720.84,844.32,PPT2010_ANN_CONUS
3917250,586.32,586.32,586.32,PPT2010_ANN_CONUS
3917256,573.12,597.96,597.96,PPT2010_ANN_CONUS
3917268,573.12,597,597,PPT2010_ANN_CONUS
3917272,578.04,606.72,606.72,PPT2010_ANN_CONUS
3917274,577.44,577.44,577.44,PPT2010_ANN_CONUS
3917276,576.24,584.4,584.4,PPT2010_ANN_CONUS
3917278,572.52,582.12,582.12,PPT2010_ANN_CONUS
3917280,576.36,583.08,583.08,PPT2010_ANN_CONUS
3917282,583.56,582.36,582.36,PPT2010_ANN_CONUS
3917284,593.16,583.32,583.32,PPT2010_ANN_CONUS
3917286,592.32,592.32,592.32,PPT2010_ANN_CONUS
3917912,627.96,639.36,639.36,PPT2010_ANN_CONUS
3917914,569.52,578.16,578.16,PPT2010_ANN_CONUS
3917916,613.32,600.84,600.84,PPT2010_ANN_CONUS
3917918,610.92,634.8,634.8,PPT2010_ANN_CONUS
3917920,611.4,617.64,617.64,PPT2010_ANN_CONUS
3917922,557.04,557.04,557.04,PPT2010_ANN_CONUS
3917946,459.84,714.84,837.96,PPT2010_ANN_CONUS
3917948,484.8,625.8,625.8,PPT2010_ANN_CONUS
3917950,446.76,726.12,849.72,PPT2010_ANN_CONUS
3917956,620.52,620.52,620.52,PPT2010_ANN_CONUS
3917958,595.2,595.2,595.2,PPT2010_ANN_CONUS
3917960,582.96,582.96,582.96,PPT2010_ANN_CONUS
948010089,544.44,555.84,555.84,PPT2010_ANN_CONUS
