COMID,CAT_TAV1980_ANN,ACC_TAV1980_ANN,TOT_TAV1980_ANN,source
3917070,7.97,7.97,7.97,TAV1980_ANN_CONUS
3917072,8.12,8.12,8.12,TAV1980_ANN_CONUS
3917082,7.66,7.66,7.66,TAV1980_ANN_CONUS
3917084,7.46,7.46,7.46,TAV1980_ANN_CONUS
3917106,7.78,7.59,7.59,TAV1980_ANN_CONUS
3917114,7.88,7.88,7.88,TAV1980_ANN_CONUS
3917130,7.98,7.92,7.92,TAV1980_ANN_CONUS
3917136,7.91,7.91,7.91,TAV1980_ANN_CONUS
3917138,8.04,8.04,8.04,TAV1980_ANN_CONUS
3917154,8.01,8,8,TAV1980_ANN_CONUS
3917156,8.35,8.35,8.35,TAV1980_ANN_CONUS
3917158,9.67,9.67,9.67,TAV1980_ANN_CONUS
3917160,9.44,9.44,9.44,TAV1980_ANN_CONUS
3917162,8.28,7.95,7.95,TAV1980_ANN_CONUS
3917164,8.95,8.95,8.95,TAV1980_ANN_CONUS
3917172,8.56,8.56,8.56,TAV1980_ANN_CONUS
3917176,8.76,8.09,8.09,TAV1980_ANN_CONUS
3917178,8.53,8.02,8.02,TAV1980_ANN_CONUS
3917194,8.07,8.07,8.07,TAV1980_ANN_CONUS
3917198,9.96,8.33,8.33,TAV1980_ANN_CONUS
3917200,10.37,8.45,8.45,TAV1980_ANN_CONUS
3917212,8.92,8.92,8.92,TAV1980_ANN_CONUS
3917214,9.83,9.83,9.83,TAV1980_ANN_CONUS
3917218,10,9.11,9.11,TAV1980_ANN_CONUS
3917220,10.08,9.18,9.18,TAV1980_ANN_CONUS
3917228,10.08,10.08,10.08,TAV1980_ANN_CONUS
3917230,10.9,10.9,10.9,TAV1980_ANN_CONUS
3917244,10.82,8.4,8.34,TAV1980_ANN_CONUS
3917250,8.74,8.74,8.74,TAV1980_ANN_CONUS
3917256,10.08,8.57,8.57,TAV1980_ANN_CONUS
3917268,10.08,8.63,8.63,TAV1980_ANN_CONUS
3917272,8.95,8.3,8.3,TAV1980_ANN_CONUS
3917274,10.03,10.03,10.03,TAV1980_ANN_CONUS
3917276,8.65,8.03,8.03,TAV1980_ANN_CONUS
3917278,9.22,8.25,8.25,TAV1980_ANN_CONUS
3917280,10.04,8.68,8.68,TAV1980_ANN_CONUS
3917282,9.4,8.43,8.43,TAV1980_ANN_CONUS
3917284,9.88,8.57,8.57,TAV1980_ANN_CONUS
3917286,9.89,9.89,9.89,TAV1980_ANN_CONUS
3917912,8.4,7.98,7.98,TAV1980_ANN_CONUS
3917914,8.31,8.25,8.25,TAV1980_ANN_CONUS
3917916,8.07,8.13,8.13,TAV1980_ANN_CONUS
3917918,9.25,8.25,8.25,TAV1980_ANN_CONUS
3917920,9.7,9.55,9.55,TAV1980_ANN_CONUS
3917922,10.09,10.09,10.09,TAV1980_ANN_CONUS
3917946,11.05,8.46,8.39,TAV1980_ANN_CONUS
3917948,10.45,8.49,8.49,TAV1980_ANN_CONUS
3917950,10.63,8.36,8.31,TAV1980_ANN_CONUS
3917956,7.98,7.98,7.98,TAV1980_ANN_CONUS
3917958,7.82,7.82,7.82,TAV1980_ANN_CONUS
3917960,7.78,7.78,7.78,TAV1980_ANN_CONUS
948010089,10.17,10.09,10.09,TAV1980_ANN_CONUS
