COMID,CAT_RUN2010_ANN,ACC_RUN2010_ANN,TOT_RUN2010_ANN,source
3917070,252.72,252.72,252.72,RUN2010_ANN_CONUS
3917072,240.6,240.6,240.6,RUN2010_ANN_CONUS
3917082,220.2,220.2,220.2,RUN2010_ANN_CONUS
3917084,271.68,271.68,271.68,RUN2010_ANN_CONUS
3917106,202.92,242.52,242.52,RUN2010_ANN_CONUS
3917114,200.04,200.04,200.04,RUN2010_ANN_CONUS
3917130,184.68,184.56,184.56,RUN2010_ANN_CONUS
3917136,189,189,189,RUN2010_ANN_CONUS
3917138,183,183,183,RUN2010_ANN_CONUS
3917154,226.2,231.12,231.12,RUN2010_ANN_CONUS
3917156,141.36,141.36,141.36,RUN2010_ANN_CONUS
3917158,74.76,74.76,74.76,RUN2010_ANN_CONUS
3917160,83.04,83.04,83.04,RUN2010_ANN_CONUS
3917162,117.96,179.28,179.28,RUN2010_ANN_CONUS
3917164,86.64,86.64,86.64,RUN2010_ANN_CONUS
3917172,152.16,152.16,152.16,RUN2010_ANN_CONUS
3917176,62.88,167.64,167.64,RUN2010_ANN_CONUS
3917178,75.36,173.28,173.28,RUN2010_ANN_CONUS
3917194,128.16,128.16,128.16,RUN2010_ANN_CONUS
3917198,53.64,148.68,148.68,RUN2010_ANN_CONUS
3917200,28.68,141.36,141.36,RUN2010_ANN_CONUS
3917230,18.12,18.12,18.12,RUN2010_ANN_CONUS
3917244,18.36,227.16,336.24,RUN2010_ANN_CONUS
3917912,111.96,180.36,180.36,RUN2010_ANN_CONUS
3917914,159.72,164.16,164.16,RUN2010_ANN_CONUS
3917916,161.28,146.52,146.52,RUN2010_ANN_CONUS
3917918,70.56,153.72,153.72,RUN2010_ANN_CONUS
3917920,72,78.48,78.48,RUN2010_ANN_CONUS
3917922,37.08,37.08,37.08,RUN2010_ANN_CONUS
3917946,20.4,222.6,331.08,RUN2010_ANN_CONUS
3917948,23.04,139.08,139.08,RUN2010_ANN_CONUS
3917950,19.44,230.88,340.32,RUN2010_ANN_CONUS
948010089,31.92,36.72,36.72,RUN2010_ANN_CONUS
