COMID,CAT_TAV2002_ANN,ACC_TAV2002_ANN,TOT_TAV2002_ANN,source
3917070,6.51,6.51,6.51,TAV2002_ANN_CONUS
3917072,6.68,6.68,6.68,TAV2002_ANN_CONUS
3917082,6.36,6.36,6.36,TAV2002_ANN_CONUS
3917084,6.14,6.14,6.14,TAV2002_ANN_CONUS
3917106,6.5,6.29,6.29,TAV2002_ANN_CONUS
3917114,6.77,6.77,6.77,TAV2002_ANN_CONUS
3917130,6.65,6.83,6.83,TAV2002_ANN_CONUS
3917136,6.8,6.8,6.8,TAV2002_ANN_CONUS
3917138,7.09,7.09,7.09,TAV2002_ANN_CONUS
3917154,6.7,6.67,6.67,TAV2002_ANN_CONUS
3917156,7.28,7.28,7.28,TAV2002_ANN_CONUS
3917158,9.99,9.99,9.99,TAV2002_ANN_CONUS
3917160,9.65,9.65,9.65,TAV2002_ANN_CONUS
3917162,7.12,6.85,6.85,TAV2002_ANN_CONUS
3917164,8.59,8.59,8.59,TAV2002_ANN_CONUS
3917172,7.69,7.69,7.69,TAV2002_ANN_CONUS
3917176,8.29,7.03,7.03,TAV2002_ANN_CONUS
3917178,7.77,6.93,6.93,TAV2002_ANN_CONUS
3917194,7.2,7.2,7.2,TAV2002_ANN_CONUS
3917198,10.26,7.49,7.49,TAV2002_ANN_CONUS
3917200,10.67,7.68,7.68,TAV2002_ANN_CONUS
3917230,11.17,11.17,11.17,TAV2002_ANN_CONUS
3917244,11.19,8.77,8.9,TAV2002_ANN_CONUS
3917912,7.39,6.86,6.86,TAV2002_ANN_CONUS
3917914,7.56,7.44,7.44,TAV2002_ANN_CONUS
3917916,6.97,7.22,7.22,TAV2002_ANN_CONUS
3917918,9.17,7.33,7.33,TAV2002_ANN_CONUS
3917920,10.02,9.81,9.81,TAV2002_ANN_CONUS
3917922,10.45,10.45,10.45,TAV2002_ANN_CONUS
3917946,11.49,8.83,8.94,TAV2002_ANN_CONUS
3917948,10.77,7.74,7.74,TAV2002_ANN_CONUS
3917950,11.02,8.73,8.87,TAV2002_ANN_CONUS
948010089,10.55,10.46,10.46,TAV2002_ANN_CONUS
