COMID,CAT_RUN2007_ANN,ACC_RUN2007_ANN,TOT_RUN2007_ANN,source
3917070,217.92,217.92,217.92,RUN2007_ANN_CONUS
3917072,212.04,212.04,212.04,RUN2007_ANN_CONUS
3917082,219,219,219,RUN2007_ANN_CONUS
3917084,242.88,242.88,242.88,RUN2007_ANN_CONUS
3917106,212.04,229.8,229.8,RUN2007_ANN_CONUS
3917114,209.88,209.88,209.88,RUN2007_ANN_CONUS
3917130,206.04,201.84,201.84,RUN2007_ANN_CONUS
3917136,205.56,205.56,205.56,RUN2007_ANN_CONUS
3917138,203.88,203.88,203.88,RUN2007_ANN_CONUS
3917154,211.92,213,213,RUN2007_ANN_CONUS
3917156,176.4,176.4,176.4,RUN2007_ANN_CONUS
3917158,147.36,147.36,147.36,RUN2007_ANN_CONUS
3917160,150.96,150.96,150.96,RUN2007_ANN_CONUS
3917162,174.36,199.68,199.68,RUN2007_ANN_CONUS
3917164,150.12,150.12,150.12,RUN2007_ANN_CONUS
3917172,176.52,176.52,176.52,RUN2007_ANN_CONUS
3917176,136.32,192,192,RUN2007_ANN_CONUS
3917178,148.8,195.6,195.6,RUN2007_ANN_CONUS
3917194,170.4,170.4,170.4,RUN2007_ANN_CONUS
3917198,130.2,182.52,182.52,RUN2007_ANN_CONUS
3917200,89.4,178.08,178.08,RUN2007_ANN_CONUS
3917230,49.92,49.92,49.92,RUN2007_ANN_CONUS
3917244,46.92,178.32,208.2,RUN2007_ANN_CONUS
3917912,166.44,199.08,199.08,RUN2007_ANN_CONUS
3917914,191.4,193.56,193.56,RUN2007_ANN_CONUS
3917916,192.84,182.52,182.52,RUN2007_ANN_CONUS
3917918,143.16,184.92,184.92,RUN2007_ANN_CONUS
3917920,144.96,148.68,148.68,RUN2007_ANN_CONUS
3917922,116.28,116.28,116.28,RUN2007_ANN_CONUS
3917946,75.12,175.92,205.92,RUN2007_ANN_CONUS
3917948,77.76,176.28,176.28,RUN2007_ANN_CONUS
3917950,56.52,180.6,210.24,RUN2007_ANN_CONUS
948010089,109.8,115.68,115.68,RUN2007_ANN_CONUS
