COMID,CAT_TAV2000_ANN,ACC_TAV2000_ANN,TOT_TAV2000_ANN,source
3917070,6.16,6.16,6.16,TAV2000_ANN_CONUS
3917072,6.34,6.34,6.34,TAV2000_ANN_CONUS
3917082,6.13,6.13,6.13,TAV2000_ANN_CONUS
3917084,5.88,5.88,5.88,TAV2000_ANN_CONUS
3917106,6.27,6.05,6.05,TAV2000_ANN_CONUS
3917114,6.48,6.48,6.48,TAV2000_ANN_CONUS
3917130,6.37,6.58,6.58,TAV2000_ANN_CONUS
3917136,6.58,6.58,6.58,TAV2000_ANN_CONUS
3917138,6.86,6.86,6.86,TAV2000_ANN_CONUS
3917154,6.38,6.34,6.34,TAV2000_ANN_CONUS
3917156,6.95,6.95,6.95,TAV2000_ANN_CONUS
3917158,9.64,9.64,9.64,TAV2000_ANN_CONUS
3917160,9.27,9.27,9.27,TAV2000_ANN_CONUS
3917162,6.83,6.6,6.6,TAV2000_ANN_CONUS
3917164,8.23,8.23,8.23,TAV2000_ANN_CONUS
3917172,7.34,7.34,7.34,TAV2000_ANN_CONUS
3917176,7.97,6.76,6.76,TAV2000_ANN_CONUS
3917178,7.45,6.66,6.66,TAV2000_ANN_CONUS
3917194,6.93,6.93,6.93,TAV2000_ANN_CONUS
3917198,9.92,7.2,7.2,TAV2000_ANN_CONUS
3917200,10.35,7.39,7.39,TAV2000_ANN_CONUS
3917230,10.88,10.88,10.88,TAV2000_ANN_CONUS
3917244,10.88,8.42,8.52,TAV2000_ANN_CONUS
3917912,7.08,6.6,6.6,TAV2000_ANN_CONUS
3917914,7.39,7.27,7.27,TAV2000_ANN_CONUS
3917916,6.71,6.99,6.99,TAV2000_ANN_CONUS
3917918,8.83,7.04,7.04,TAV2000_ANN_CONUS
3917920,9.67,9.45,9.45,TAV2000_ANN_CONUS
3917922,10.1,10.1,10.1,TAV2000_ANN_CONUS
3917946,11.23,8.48,8.56,TAV2000_ANN_CONUS
3917948,10.45,7.45,7.45,TAV2000_ANN_CONUS
3917950,10.7,8.37,8.49,TAV2000_ANN_CONUS
948010089,10.21,10.11,10.11,TAV2000_ANN_CONUS
