COMID,CAT_PPT1970_ANN,ACC_PPT1970_ANN,TOT_PPT1970_ANN,source
3917070,1023.36,1023.36,1023.36,PPT1970_ANN_CONUS
3917072,985.56,985.56,985.56,PPT1970_ANN_CONUS
3917082,944.76,944.76,944.76,PPT1970_ANN_CONUS
3917084,989.28,989.28,989.28,PPT1970_ANN_CONUS
3917106,901.44,953.28,953.28,PPT1970_ANN_CONUS
3917114,901.2,901.2,901.2,PPT1970_ANN_CONUS
3917130,863.88,875.4,875.4,PPT1970_ANN_CONUS
3917136,824.52,824.52,824.52,PPT1970_ANN_CONUS
3917138,736.44,736.44,736.44,PPT1970_ANN_CONUS
3917154,953.88,966.72,966.72,PPT1970_ANN_CONUS
3917156,864.96,864.96,864.96,PPT1970_ANN_CONUS
3917158,593.88,593.88,593.88,PPT1970_ANN_CONUS
3917160,625.44,625.44,625.44,PPT1970_ANN_CONUS
3917162,816.48,871.08,871.08,PPT1970_ANN_CONUS
3917164,798.96,798.96,798.96,PPT1970_ANN_CONUS
3917172,882.12,882.12,882.12,PPT1970_ANN_CONUS
3917176,839.04,873.24,873.24,PPT1970_ANN_CONUS
3917178,828.72,874.08,874.08,PPT1970_ANN_CONUS
3917194,893.52,893.52,893.52,PPT1970_ANN_CONUS
3917198,572.76,837,837,PPT1970_ANN_CONUS
3917200,518.16,819.84,819.84,PPT1970_ANN_CONUS
3917230,496.8,496.8,496.8,PPT1970_ANN_CONUS
3917244,485.04,805.68,841.68,PPT1970_ANN_CONUS
3917912,822.48,877.08,877.08,PPT1970_ANN_CONUS
3917914,715.2,731.28,731.28,PPT1970_ANN_CONUS
3917916,815.88,826.92,826.92,PPT1970_ANN_CONUS
3917918,703.92,853.2,853.2,PPT1970_ANN_CONUS
3917920,592.08,610.32,610.32,PPT1970_ANN_CONUS
3917922,573.96,573.96,573.96,PPT1970_ANN_CONUS
3917946,529.56,799.44,836.52,PPT1970_ANN_CONUS
3917948,506.76,813.96,813.96,PPT1970_ANN_CONUS
3917950,482.4,811.44,846.36,PPT1970_ANN_CONUS
948010089,562.56,573,573,PPT1970_ANN_CONUS
