COMID,CAT_TAV1974_ANN,ACC_TAV1974_ANN,TOT_TAV1974_ANN,source
3917070,7.47,7.47,7.47,TAV1974_ANN_CONUS
3917072,7.62,7.62,7.62,TAV1974_ANN_CONUS
3917082,7.14,7.14,7.14,TAV1974_ANN_CONUS
3917084,6.95,6.95,6.95,TAV1974_ANN_CONUS
3917106,7.27,7.08,7.08,TAV1974_ANN_CONUS
3917114,7.37,7.37,7.37,TAV1974_ANN_CONUS
3917130,7.48,7.41,7.41,TAV1974_ANN_CONUS
3917136,7.39,7.39,7.39,TAV1974_ANN_CONUS
3917138,7.52,7.52,7.52,TAV1974_ANN_CONUS
3917154,7.51,7.5,7.5,TAV1974_ANN_CONUS
3917156,7.84,7.84,7.84,TAV1974_ANN_CONUS
3917158,9.21,9.21,9.21,TAV1974_ANN_CONUS
3917160,8.96,8.96,8.96,TAV1974_ANN_CONUS
3917162,7.77,7.44,7.44,TAV1974_ANN_CONUS
3917164,8.46,8.46,8.46,TAV1974_ANN_CONUS
3917172,8.07,8.07,8.07,TAV1974_ANN_CONUS
3917176,8.29,7.58,7.58,TAV1974_ANN_CONUS
3917178,8.03,7.51,7.51,TAV1974_ANN_CONUS
3917194,7.57,7.57,7.57,TAV1974_ANN_CONUS
3917198,9.53,7.83,7.83,TAV1974_ANN_CONUS
3917200,10,7.95,7.95,TAV1974_ANN_CONUS
3917230,10.58,10.58,10.58,TAV1974_ANN_CONUS
3917244,10.52,8.05,8.04,TAV1974_ANN_CONUS
3917912,7.88,7.47,7.47,TAV1974_ANN_CONUS
3917914,7.73,7.68,7.68,TAV1974_ANN_CONUS
3917916,7.57,7.6,7.6,TAV1974_ANN_CONUS
3917918,8.79,7.74,7.74,TAV1974_ANN_CONUS
3917920,9.24,9.09,9.09,TAV1974_ANN_CONUS
3917922,9.64,9.64,9.64,TAV1974_ANN_CONUS
3917946,10.77,8.11,8.09,TAV1974_ANN_CONUS
3917948,10.08,7.99,7.99,TAV1974_ANN_CONUS
3917950,10.3,8,8.01,TAV1974_ANN_CONUS
948010089,9.74,9.65,9.65,TAV1974_ANN_CONUS
