COMID,CAT_TAV1952_ANN,ACC_TAV1952_ANN,TOT_TAV1952_ANN,source
3917070,7.27,7.27,7.27,TAV1952_ANN_CONUS
3917072,7.41,7.41,7.41,TAV1952_ANN_CONUS
3917082,6.93,6.93,6.93,TAV1952_ANN_CONUS
3917084,6.77,6.77,6.77,TAV1952_ANN_CONUS
3917106,7.05,6.88,6.88,TAV1952_ANN_CONUS
3917114,7.18,7.18,7.18,TAV1952_ANN_CONUS
3917130,7.24,7.17,7.17,TAV1952_ANN_CONUS
3917136,7.15,7.15,7.15,TAV1952_ANN_CONUS
3917138,7.26,7.26,7.26,TAV1952_ANN_CONUS
3917154,7.31,7.3,7.3,TAV1952_ANN_CONUS
3917156,7.62,7.62,7.62,TAV1952_ANN_CONUS
3917158,8.9,8.9,8.9,TAV1952_ANN_CONUS
3917160,8.67,8.67,8.67,TAV1952_ANN_CONUS
3917162,7.53,7.2,7.2,TAV1952_ANN_CONUS
3917164,8.18,8.18,8.18,TAV1952_ANN_CONUS
3917172,7.82,7.82,7.82,TAV1952_ANN_CONUS
3917176,8.01,7.34,7.34,TAV1952_ANN_CONUS
3917178,7.78,7.27,7.27,TAV1952_ANN_CONUS
3917194,7.3,7.3,7.3,TAV1952_ANN_CONUS
3917198,9.2,7.58,7.58,TAV1952_ANN_CONUS
3917200,9.65,7.7,7.7,TAV1952_ANN_CONUS
3917230,10.26,10.26,10.26,TAV1952_ANN_CONUS
3917244,10.18,7.72,7.69,TAV1952_ANN_CONUS
3917912,7.66,7.23,7.23,TAV1952_ANN_CONUS
3917914,7.47,7.42,7.42,TAV1952_ANN_CONUS
3917916,7.31,7.33,7.33,TAV1952_ANN_CONUS
3917918,8.49,7.5,7.5,TAV1952_ANN_CONUS
3917920,8.93,8.79,8.79,TAV1952_ANN_CONUS
3917922,9.32,9.32,9.32,TAV1952_ANN_CONUS
3917946,10.47,7.78,7.74,TAV1952_ANN_CONUS
3917948,9.73,7.74,7.74,TAV1952_ANN_CONUS
3917950,9.95,7.68,7.66,TAV1952_ANN_CONUS
948010089,9.41,9.33,9.33,TAV1952_ANN_CONUS
