COMID,CAT_PPT1958_ANN,ACC_PPT1958_ANN,TOT_PPT1958_ANN,source
3917070,902.04,902.04,902.04,PPT1958_ANN_CONUS
3917072,888.36,888.36,888.36,PPT1958_ANN_CONUS
3917082,1083.6,1083.6,1083.6,PPT1958_ANN_CONUS
3917084,990,990,990,PPT1958_ANN_CONUS
3917106,1019.88,1006.56,1006.56,PPT1958_ANN_CONUS
3917114,831.84,831.84,831.84,PPT1958_ANN_CONUS
3917130,844.56,967.08,967.08,PPT1958_ANN_CONUS
3917136,956.88,956.88,956.88,PPT1958_ANN_CONUS
3917138,810.84,810.84,810.84,PPT1958_ANN_CONUS
3917154,867.48,873.96,873.96,PPT1958_ANN_CONUS
3917156,784.2,784.2,784.2,PPT1958_ANN_CONUS
3917158,554.4,554.4,554.4,PPT1958_ANN_CONUS
3917160,569.64,569.64,569.64,PPT1958_ANN_CONUS
3917162,811.8,950.88,950.88,PPT1958_ANN_CONUS
3917164,666.96,666.96,666.96,PPT1958_ANN_CONUS
3917172,763.44,763.44,763.44,PPT1958_ANN_CONUS
3917176,867.6,910.92,910.92,PPT1958_ANN_CONUS
3917178,837,923.76,923.76,PPT1958_ANN_CONUS
3917194,1077.36,1077.36,1077.36,PPT1958_ANN_CONUS
3917198,539.16,853.44,853.44,PPT1958_ANN_CONUS
3917200,509.64,831.48,831.48,PPT1958_ANN_CONUS
3917230,417.84,417.84,417.84,PPT1958_ANN_CONUS
3917244,440.4,971.52,1058.4,PPT1958_ANN_CONUS
3917912,760.44,933.48,933.48,PPT1958_ANN_CONUS
3917914,838.08,855,855,PPT1958_ANN_CONUS
3917916,893.4,968.76,968.76,PPT1958_ANN_CONUS
3917918,677.88,874.2,874.2,PPT1958_ANN_CONUS
3917920,551.64,561.84,561.84,PPT1958_ANN_CONUS
3917922,515.76,515.76,515.76,PPT1958_ANN_CONUS
3917946,433.44,959.4,1048.2,PPT1958_ANN_CONUS
3917948,498.72,825.24,825.24,PPT1958_ANN_CONUS
3917950,471.24,981,1066.32,PPT1958_ANN_CONUS
948010089,511.56,515.4,515.4,PPT1958_ANN_CONUS
