COMID,CAT_PPT1964_ANN,ACC_PPT1964_ANN,TOT_PPT1964_ANN,source
3917070,907.32,907.32,907.32,PPT1964_ANN_CONUS
3917072,878.04,878.04,878.04,PPT1964_ANN_CONUS
3917082,975.36,975.36,975.36,PPT1964_ANN_CONUS
3917084,985.92,985.92,985.92,PPT1964_ANN_CONUS
3917106,933,965.16,965.16,PPT1964_ANN_CONUS
3917114,866.88,866.88,866.88,PPT1964_ANN_CONUS
3917130,873.96,888.36,888.36,PPT1964_ANN_CONUS
3917136,860.52,860.52,860.52,PPT1964_ANN_CONUS
3917138,765.6,765.6,765.6,PPT1964_ANN_CONUS
3917154,876,881.64,881.64,PPT1964_ANN_CONUS
3917156,787.56,787.56,787.56,PPT1964_ANN_CONUS
3917158,594.48,594.48,594.48,PPT1964_ANN_CONUS
3917160,624.6,624.6,624.6,PPT1964_ANN_CONUS
3917162,805.92,880.92,880.92,PPT1964_ANN_CONUS
3917164,730.08,730.08,730.08,PPT1964_ANN_CONUS
3917172,796.32,796.32,796.32,PPT1964_ANN_CONUS
3917176,788.88,858.6,858.6,PPT1964_ANN_CONUS
3917178,776.64,866.28,866.28,PPT1964_ANN_CONUS
3917194,886.08,886.08,886.08,PPT1964_ANN_CONUS
3917198,571.68,819.24,819.24,PPT1964_ANN_CONUS
3917200,525.72,802.8,802.8,PPT1964_ANN_CONUS
3917230,471.84,471.84,471.84,PPT1964_ANN_CONUS
3917244,482.52,819.48,848.64,PPT1964_ANN_CONUS
3917912,758.88,874.32,874.32,PPT1964_ANN_CONUS
3917914,765.12,778.92,778.92,PPT1964_ANN_CONUS
3917916,830.76,841.2,841.2,PPT1964_ANN_CONUS
3917918,680.04,834.24,834.24,PPT1964_ANN_CONUS
3917920,592.2,609.96,609.96,PPT1964_ANN_CONUS
3917922,566.52,566.52,566.52,PPT1964_ANN_CONUS
3917946,477.36,811.92,842.64,PPT1964_ANN_CONUS
3917948,516.24,797.4,797.4,PPT1964_ANN_CONUS
3917950,502.08,825.6,853.44,PPT1964_ANN_CONUS
948010089,557.16,565.68,565.68,PPT1964_ANN_CONUS
