COMID,CAT_TAV2001_ANN,ACC_TAV2001_ANN,TOT_TAV2001_ANN,source
3917070,6.61,6.61,6.61,TAV2001_ANN_CONUS
3917072,6.79,6.79,6.79,TAV2001_ANN_CONUS
3917082,6.57,6.57,6.57,TAV2001_ANN_CONUS
3917084,6.32,6.32,6.32,TAV2001_ANN_CONUS
3917106,6.71,6.49,6.49,TAV2001_ANN_CONUS
3917114,6.92,6.92,6.92,TAV2001_ANN_CONUS
3917130,6.82,7.02,7.02,TAV2001_ANN_CONUS
3917136,7.02,7.02,7.02,TAV2001_ANN_CONUS
3917138,7.29,7.29,7.29,TAV2001_ANN_CONUS
3917154,6.83,6.79,6.79,TAV2001_ANN_CONUS
3917156,7.39,7.39,7.39,TAV2001_ANN_CONUS
3917158,10.07,10.07,10.07,TAV2001_ANN_CONUS
3917160,9.7,9.7,9.7,TAV2001_ANN_CONUS
3917162,7.27,7.04,7.04,TAV2001_ANN_CONUS
3917164,8.67,8.67,8.67,TAV2001_ANN_CONUS
3917172,7.78,7.78,7.78,TAV2001_ANN_CONUS
3917176,8.39,7.19,7.19,TAV2001_ANN_CONUS
3917178,7.88,7.1,7.1,TAV2001_ANN_CONUS
3917194,7.36,7.36,7.36,TAV2001_ANN_CONUS
3917198,10.35,7.63,7.63,TAV2001_ANN_CONUS
3917200,10.77,7.82,7.82,TAV2001_ANN_CONUS
3917230,11.29,11.29,11.29,TAV2001_ANN_CONUS
3917244,11.3,8.84,8.93,TAV2001_ANN_CONUS
3917912,7.51,7.04,7.04,TAV2001_ANN_CONUS
3917914,7.79,7.67,7.67,TAV2001_ANN_CONUS
3917916,7.15,7.41,7.41,TAV2001_ANN_CONUS
3917918,9.26,7.47,7.47,TAV2001_ANN_CONUS
3917920,10.1,9.88,9.88,TAV2001_ANN_CONUS
3917922,10.54,10.54,10.54,TAV2001_ANN_CONUS
3917946,11.62,8.9,8.97,TAV2001_ANN_CONUS
3917948,10.87,7.88,7.88,TAV2001_ANN_CONUS
3917950,11.13,8.8,8.9,TAV2001_ANN_CONUS
948010089,10.65,10.55,10.55,TAV2001_ANN_CONUS
