COMID,CAT_TAV1964_ANN,ACC_TAV1964_ANN,TOT_TAV1964_ANN,source
3917070,6.94,6.94,6.94,TAV1964_ANN_CONUS
3917072,7.09,7.09,7.09,TAV1964_ANN_CONUS
3917082,6.68,6.68,6.68,TAV1964_ANN_CONUS
3917084,6.48,6.48,6.48,TAV1964_ANN_CONUS
3917106,6.8,6.61,6.61,TAV1964_ANN_CONUS
3917114,6.86,6.86,6.86,TAV1964_ANN_CONUS
3917130,6.96,6.91,6.91,TAV1964_ANN_CONUS
3917136,6.92,6.92,6.92,TAV1964_ANN_CONUS
3917138,7.05,7.05,7.05,TAV1964_ANN_CONUS
3917154,6.98,6.98,6.98,TAV1964_ANN_CONUS
3917156,7.29,7.29,7.29,TAV1964_ANN_CONUS
3917158,8.46,8.46,8.46,TAV1964_ANN_CONUS
3917160,8.2,8.2,8.2,TAV1964_ANN_CONUS
3917162,7.24,6.94,6.94,TAV1964_ANN_CONUS
3917164,7.74,7.74,7.74,TAV1964_ANN_CONUS
3917172,7.43,7.43,7.43,TAV1964_ANN_CONUS
3917176,7.61,7.05,7.05,TAV1964_ANN_CONUS
3917178,7.44,7,7,TAV1964_ANN_CONUS
3917194,7.04,7.04,7.04,TAV1964_ANN_CONUS
3917198,8.8,7.26,7.26,TAV1964_ANN_CONUS
3917200,9.31,7.37,7.37,TAV1964_ANN_CONUS
3917230,9.97,9.97,9.97,TAV1964_ANN_CONUS
3917244,9.89,7.34,7.29,TAV1964_ANN_CONUS
3917912,7.34,6.96,6.96,TAV1964_ANN_CONUS
3917914,7.26,7.21,7.21,TAV1964_ANN_CONUS
3917916,7.07,7.1,7.1,TAV1964_ANN_CONUS
3917918,8.06,7.19,7.19,TAV1964_ANN_CONUS
3917920,8.49,8.33,8.33,TAV1964_ANN_CONUS
3917922,8.92,8.92,8.92,TAV1964_ANN_CONUS
3917946,10.21,7.4,7.34,TAV1964_ANN_CONUS
3917948,9.4,7.41,7.41,TAV1964_ANN_CONUS
3917950,9.64,7.3,7.26,TAV1964_ANN_CONUS
948010089,9.03,8.93,8.93,TAV1964_ANN_CONUS
