COMID,CAT_RUN1983_ANN,ACC_RUN1983_ANN,TOT_RUN1983_ANN,source
3917070,705.48,705.48,705.48,RUN1983_ANN_CONUS
3917072,681.12,681.12,681.12,RUN1983_ANN_CONUS
3917082,640.68,640.68,640.68,RUN1983_ANN_CONUS
3917084,690,690,690,RUN1983_ANN_CONUS
3917106,620.16,660.6,660.6,RUN1983_ANN_CONUS
3917114,624,624,624,RUN1983_ANN_CONUS
3917130,621.72,679.92,679.92,RUN1983_ANN_CONUS
3917136,588.96,588.96,588.96,RUN1983_ANN_CONUS
3917138,561.12,561.12,561.12,RUN1983_ANN_CONUS
3917154,660,668.4,668.4,RUN1983_ANN_CONUS
3917156,584.76,584.76,584.76,RUN1983_ANN_CONUS
3917158,319.32,319.32,319.32,RUN1983_ANN_CONUS
3917160,356.28,356.28,356.28,RUN1983_ANN_CONUS
3917162,587.76,670.92,670.92,RUN1983_ANN_CONUS
3917164,510.24,510.24,510.24,RUN1983_ANN_CONUS
3917172,584.28,584.28,584.28,RUN1983_ANN_CONUS
3917176,668.88,654.6,654.6,RUN1983_ANN_CONUS
3917178,614.28,659.16,659.16,RUN1983_ANN_CONUS
3917194,814.92,814.92,814.92,RUN1983_ANN_CONUS
3917198,301.68,608.76,608.76,RUN1983_ANN_CONUS
3917200,258.48,587.4,587.4,RUN1983_ANN_CONUS
3917230,182.16,182.16,182.16,RUN1983_ANN_CONUS
3917244,191.16,731.64,826.68,RUN1983_ANN_CONUS
3917912,553.68,664.32,664.32,RUN1983_ANN_CONUS
3917914,582.36,583.08,583.08,RUN1983_ANN_CONUS
3917916,641.52,705.84,705.84,RUN1983_ANN_CONUS
3917918,463.92,628.08,628.08,RUN1983_ANN_CONUS
3917920,316.44,338.4,338.4,RUN1983_ANN_CONUS
3917922,279.96,279.96,279.96,RUN1983_ANN_CONUS
3917946,198,719.76,816.36,RUN1983_ANN_CONUS
3917948,243.72,580.92,580.92,RUN1983_ANN_CONUS
3917950,217.08,741.36,834.84,RUN1983_ANN_CONUS
948010089,272.16,279.24,279.24,RUN1983_ANN_CONUS
