COMID,CAT_TAV1987_ANN,ACC_TAV1987_ANN,TOT_TAV1987_ANN,source
3917070,8.68,8.68,8.68,TAV1987_ANN_CONUS
3917072,8.83,8.83,8.83,TAV1987_ANN_CONUS
3917082,8.35,8.35,8.35,TAV1987_ANN_CONUS
3917084,8.13,8.13,8.13,TAV1987_ANN_CONUS
3917106,8.48,8.27,8.27,TAV1987_ANN_CONUS
3917114,8.6,8.6,8.6,TAV1987_ANN_CONUS
3917130,8.66,8.64,8.64,TAV1987_ANN_CONUS
3917136,8.62,8.62,8.62,TAV1987_ANN_CONUS
3917138,8.75,8.75,8.75,TAV1987_ANN_CONUS
3917154,8.72,8.72,8.72,TAV1987_ANN_CONUS
3917156,9.12,9.12,9.12,TAV1987_ANN_CONUS
3917158,10.64,10.64,10.64,TAV1987_ANN_CONUS
3917160,10.4,10.4,10.4,TAV1987_ANN_CONUS
3917162,9.01,8.67,8.67,TAV1987_ANN_CONUS
3917164,9.85,9.85,9.85,TAV1987_ANN_CONUS
3917172,9.38,9.38,9.38,TAV1987_ANN_CONUS
3917176,9.62,8.82,8.82,TAV1987_ANN_CONUS
3917178,9.34,8.75,8.75,TAV1987_ANN_CONUS
3917194,8.8,8.8,8.8,TAV1987_ANN_CONUS
3917198,10.84,9.11,9.11,TAV1987_ANN_CONUS
3917200,11.15,9.23,9.23,TAV1987_ANN_CONUS
3917230,11.57,11.57,11.57,TAV1987_ANN_CONUS
3917244,11.51,9.33,9.3,TAV1987_ANN_CONUS
3917912,9.18,8.7,8.7,TAV1987_ANN_CONUS
3917914,9.13,9.05,9.05,TAV1987_ANN_CONUS
3917916,8.77,8.87,8.87,TAV1987_ANN_CONUS
3917918,10.17,9.01,9.01,TAV1987_ANN_CONUS
3917920,10.66,10.52,10.52,TAV1987_ANN_CONUS
3917922,10.95,10.95,10.95,TAV1987_ANN_CONUS
3917946,11.69,9.38,9.34,TAV1987_ANN_CONUS
3917948,11.21,9.27,9.27,TAV1987_ANN_CONUS
3917950,11.36,9.29,9.27,TAV1987_ANN_CONUS
948010089,11.01,10.95,10.95,TAV1987_ANN_CONUS
