COMID,CAT_RUN1975_ANN,ACC_RUN1975_ANN,TOT_RUN1975_ANN,source
3917070,663.36,663.36,663.36,RUN1975_ANN_CONUS
3917072,650.16,650.16,650.16,RUN1975_ANN_CONUS
3917082,622.44,622.44,622.44,RUN1975_ANN_CONUS
3917084,662.16,662.16,662.16,RUN1975_ANN_CONUS
3917106,559.8,620.88,620.88,RUN1975_ANN_CONUS
3917114,537.36,537.36,537.36,RUN1975_ANN_CONUS
3917130,462.12,526.2,526.2,RUN1975_ANN_CONUS
3917136,487.8,487.8,487.8,RUN1975_ANN_CONUS
3917138,385.32,385.32,385.32,RUN1975_ANN_CONUS
3917154,607.56,618,618,RUN1975_ANN_CONUS
3917156,472.2,472.2,472.2,RUN1975_ANN_CONUS
3917158,116.64,116.64,116.64,RUN1975_ANN_CONUS
3917160,128.76,128.76,128.76,RUN1975_ANN_CONUS
3917162,393.6,515.28,515.28,RUN1975_ANN_CONUS
3917164,271.2,271.2,271.2,RUN1975_ANN_CONUS
3917172,436.56,436.56,436.56,RUN1975_ANN_CONUS
3917176,353.64,500.04,500.04,RUN1975_ANN_CONUS
3917178,392.28,511.08,511.08,RUN1975_ANN_CONUS
3917194,542.04,542.04,542.04,RUN1975_ANN_CONUS
3917198,108.84,437.04,437.04,RUN1975_ANN_CONUS
3917200,93.6,414.24,414.24,RUN1975_ANN_CONUS
3917230,33.36,33.36,33.36,RUN1975_ANN_CONUS
3917244,44.4,442.8,476.4,RUN1975_ANN_CONUS
3917912,424.44,519.72,519.72,RUN1975_ANN_CONUS
3917914,403.2,415.32,415.32,RUN1975_ANN_CONUS
3917916,429.6,478.44,478.44,RUN1975_ANN_CONUS
3917918,212.76,459.48,459.48,RUN1975_ANN_CONUS
3917920,114.36,122.52,122.52,RUN1975_ANN_CONUS
3917922,85.32,85.32,85.32,RUN1975_ANN_CONUS
3917946,46.8,433.92,469.44,RUN1975_ANN_CONUS
3917948,84.48,408,408,RUN1975_ANN_CONUS
3917950,65.28,449.88,482.04,RUN1975_ANN_CONUS
948010089,82.56,85.08,85.08,RUN1975_ANN_CONUS
