COMID,CAT_PPT1973_ANN,ACC_PPT1973_ANN,TOT_PPT1973_ANN,source
3917070,838.92,838.92,838.92,PPT1973_ANN_CONUS
3917072,820.2,820.2,820.2,PPT1973_ANN_CONUS
3917082,824.16,824.16,824.16,PPT1973_ANN_CONUS
3917084,831.12,831.12,831.12,PPT1973_ANN_CONUS
3917106,786.48,813.6,813.6,PPT1973_ANN_CONUS
3917114,764.04,764.04,764.04,PPT1973_ANN_CONUS
3917130,737.88,799.92,799.92,PPT1973_ANN_CONUS
3917136,732.48,732.48,732.48,PPT1973_ANN_CONUS
3917138,654.6,654.6,654.6,PPT1973_ANN_CONUS
3917154,798.96,806.4,806.4,PPT1973_ANN_CONUS
3917156,738.12,738.12,738.12,PPT1973_ANN_CONUS
3917158,497.64,497.64,497.64,PPT1973_ANN_CONUS
3917160,528,528,528,PPT1973_ANN_CONUS
3917162,726.84,792.96,792.96,PPT1973_ANN_CONUS
3917164,655.68,655.68,655.68,PPT1973_ANN_CONUS
3917172,730.68,730.68,730.68,PPT1973_ANN_CONUS
3917176,844.2,786.96,786.96,PPT1973_ANN_CONUS
3917178,791.76,788.64,788.64,PPT1973_ANN_CONUS
3917194,910.44,910.44,910.44,PPT1973_ANN_CONUS
3917198,478.44,748.8,748.8,PPT1973_ANN_CONUS
3917200,443.88,730.2,730.2,PPT1973_ANN_CONUS
3917230,376.8,376.8,376.8,PPT1973_ANN_CONUS
3917244,392.16,858.48,939.96,PPT1973_ANN_CONUS
3917912,717.24,790.08,790.08,PPT1973_ANN_CONUS
3917914,670.08,678.96,678.96,PPT1973_ANN_CONUS
3917916,753.12,805.08,805.08,PPT1973_ANN_CONUS
3917918,644.52,765.72,765.72,PPT1973_ANN_CONUS
3917920,494.88,513.24,513.24,PPT1973_ANN_CONUS
3917922,461.88,461.88,461.88,PPT1973_ANN_CONUS
3917946,396.6,848.16,931.08,PPT1973_ANN_CONUS
3917948,433.92,724.56,724.56,PPT1973_ANN_CONUS
3917950,417.36,866.88,947.04,PPT1973_ANN_CONUS
948010089,454.56,461.28,461.28,PPT1973_ANN_CONUS
