COMID,CAT_RUN1989_ANN,ACC_RUN1989_ANN,TOT_RUN1989_ANN,source
3917070,351.84,351.84,351.84,RUN1989_ANN_CONUS
3917072,315.48,315.48,315.48,RUN1989_ANN_CONUS
3917082,376.68,376.68,376.68,RUN1989_ANN_CONUS
3917084,404.52,404.52,404.52,RUN1989_ANN_CONUS
3917106,337.68,377.52,377.52,RUN1989_ANN_CONUS
3917114,333,333,333,RUN1989_ANN_CONUS
3917130,284.28,315.6,315.6,RUN1989_ANN_CONUS
3917136,286.08,286.08,286.08,RUN1989_ANN_CONUS
3917138,217.2,217.2,217.2,RUN1989_ANN_CONUS
3917154,324.24,329.16,329.16,RUN1989_ANN_CONUS
3917156,271.2,271.2,271.2,RUN1989_ANN_CONUS
3917158,78.48,78.48,78.48,RUN1989_ANN_CONUS
3917160,108.6,108.6,108.6,RUN1989_ANN_CONUS
3917162,252.48,310.68,310.68,RUN1989_ANN_CONUS
3917164,215.52,215.52,215.52,RUN1989_ANN_CONUS
3917172,264.12,264.12,264.12,RUN1989_ANN_CONUS
3917176,265.8,301.92,301.92,RUN1989_ANN_CONUS
3917178,273.24,306.36,306.36,RUN1989_ANN_CONUS
3917194,330.12,330.12,330.12,RUN1989_ANN_CONUS
3917198,69.6,271.32,271.32,RUN1989_ANN_CONUS
3917200,50.04,257.28,257.28,RUN1989_ANN_CONUS
3917230,25.44,25.44,25.44,RUN1989_ANN_CONUS
3917244,25.56,269.4,290.4,RUN1989_ANN_CONUS
3917912,258.24,309.48,309.48,RUN1989_ANN_CONUS
3917914,213.6,224.16,224.16,RUN1989_ANN_CONUS
3917916,258.6,282,282,RUN1989_ANN_CONUS
3917918,164.4,284.04,284.04,RUN1989_ANN_CONUS
3917920,76.68,94.2,94.2,RUN1989_ANN_CONUS
3917922,55.68,55.68,55.68,RUN1989_ANN_CONUS
3917946,36.6,264.12,286.32,RUN1989_ANN_CONUS
3917948,42.12,253.2,253.2,RUN1989_ANN_CONUS
3917950,30.72,273.72,293.88,RUN1989_ANN_CONUS
948010089,50.4,55.2,55.2,RUN1989_ANN_CONUS
