COMID,CAT_PPT1946_ANN,ACC_PPT1946_ANN,TOT_PPT1946_ANN,source
3917070,593.16,593.16,593.16,PPT1946_ANN_CONUS
3917072,575.04,575.04,575.04,PPT1946_ANN_CONUS
3917082,561.72,561.72,561.72,PPT1946_ANN_CONUS
3917084,577.2,577.2,577.2,PPT1946_ANN_CONUS
3917106,534.72,560.04,560.04,PPT1946_ANN_CONUS
3917114,534.6,534.6,534.6,PPT1946_ANN_CONUS
3917130,507.48,531.84,531.84,PPT1946_ANN_CONUS
3917136,489.72,489.72,489.72,PPT1946_ANN_CONUS
3917138,432.96,432.96,432.96,PPT1946_ANN_CONUS
3917154,559.68,565.92,565.92,PPT1946_ANN_CONUS
3917156,517.56,517.56,517.56,PPT1946_ANN_CONUS
3917158,331.2,331.2,331.2,PPT1946_ANN_CONUS
3917160,352.2,352.2,352.2,PPT1946_ANN_CONUS
3917162,496.44,528.96,528.96,PPT1946_ANN_CONUS
3917164,453.48,453.48,453.48,PPT1946_ANN_CONUS
3917172,508.44,508.44,508.44,PPT1946_ANN_CONUS
3917176,532.44,528.84,528.84,PPT1946_ANN_CONUS
3917178,526.32,530.16,530.16,PPT1946_ANN_CONUS
3917194,583.56,583.56,583.56,PPT1946_ANN_CONUS
3917198,317.16,502.44,502.44,PPT1946_ANN_CONUS
3917200,288.72,489.72,489.72,PPT1946_ANN_CONUS
3917230,250.08,250.08,250.08,PPT1946_ANN_CONUS
3917244,255.12,521.64,550.68,PPT1946_ANN_CONUS
3917912,501.12,530.76,530.76,PPT1946_ANN_CONUS
3917914,424.44,434.04,434.04,PPT1946_ANN_CONUS
3917916,496.44,518.76,518.76,PPT1946_ANN_CONUS
3917918,417.72,513.96,513.96,PPT1946_ANN_CONUS
3917920,329.16,341.88,341.88,PPT1946_ANN_CONUS
3917922,306.12,306.12,306.12,PPT1946_ANN_CONUS
3917946,266.28,515.88,546,PPT1946_ANN_CONUS
3917948,280.2,485.76,485.76,PPT1946_ANN_CONUS
3917950,262.92,526.44,554.52,PPT1946_ANN_CONUS
948010089,298.68,305.52,305.52,PPT1946_ANN_CONUS
