COMID,CAT_PPT2008_ANN,ACC_PPT2008_ANN,TOT_PPT2008_ANN,source
3917070,502.44,502.44,502.44,PPT2008_ANN_CONUS
3917072,493.32,493.32,493.32,PPT2008_ANN_CONUS
3917082,479.52,479.52,479.52,PPT2008_ANN_CONUS
3917084,489.96,489.96,489.96,PPT2008_ANN_CONUS
3917106,471.48,482.4,482.4,PPT2008_ANN_CONUS
3917114,463.92,463.92,463.92,PPT2008_ANN_CONUS
3917130,468.96,456.6,456.6,PPT2008_ANN_CONUS
3917136,450.6,450.6,450.6,PPT2008_ANN_CONUS
3917138,430.32,430.32,430.32,PPT2008_ANN_CONUS
3917154,482.16,485.88,485.88,PPT2008_ANN_CONUS
3917156,451.44,451.44,451.44,PPT2008_ANN_CONUS
3917158,413.88,413.88,413.88,PPT2008_ANN_CONUS
3917160,424.68,424.68,424.68,PPT2008_ANN_CONUS
3917162,447.72,456,456,PPT2008_ANN_CONUS
3917164,428.52,428.52,428.52,PPT2008_ANN_CONUS
3917172,457.2,457.2,457.2,PPT2008_ANN_CONUS
3917176,434.04,455.52,455.52,PPT2008_ANN_CONUS
3917178,432.72,456.24,456.24,PPT2008_ANN_CONUS
3917194,442.32,442.32,442.32,PPT2008_ANN_CONUS
3917198,384.24,448.68,448.68,PPT2008_ANN_CONUS
3917200,318.96,442.8,442.8,PPT2008_ANN_CONUS
3917230,240.96,240.96,240.96,PPT2008_ANN_CONUS
3917244,245.76,455.64,496.68,PPT2008_ANN_CONUS
3917912,439.8,457.92,457.92,PPT2008_ANN_CONUS
3917914,415.8,420.96,420.96,PPT2008_ANN_CONUS
3917916,447.24,436.92,436.92,PPT2008_ANN_CONUS
3917918,423.84,450.84,450.84,PPT2008_ANN_CONUS
3917920,409.8,418.68,418.68,PPT2008_ANN_CONUS
3917922,359.76,359.76,359.76,PPT2008_ANN_CONUS
3917946,279.6,451.56,493.08,PPT2008_ANN_CONUS
3917948,300.24,440.16,440.16,PPT2008_ANN_CONUS
3917950,263.88,459.48,499.92,PPT2008_ANN_CONUS
948010089,348.48,358.8,358.8,PPT2008_ANN_CONUS
