COMID,CAT_TAV2012_ANN,ACC_TAV2012_ANN,TOT_TAV2012_ANN,source
3917070,7.95,7.95,7.95,TAV2012_ANN_CONUS
3917072,8.1,8.1,8.1,TAV2012_ANN_CONUS
3917082,7.2,7.2,7.2,TAV2012_ANN_CONUS
3917084,7.58,7.58,7.58,TAV2012_ANN_CONUS
3917106,7.67,7.59,7.59,TAV2012_ANN_CONUS
3917114,8.74,8.74,8.74,TAV2012_ANN_CONUS
3917130,8.7,8.3,8.3,TAV2012_ANN_CONUS
3917136,8.31,8.31,8.31,TAV2012_ANN_CONUS
3917138,9.41,9.41,9.41,TAV2012_ANN_CONUS
3917154,8.34,8.27,8.27,TAV2012_ANN_CONUS
3917156,9.17,9.17,9.17,TAV2012_ANN_CONUS
3917158,10.99,10.99,10.99,TAV2012_ANN_CONUS
3917160,10.88,10.88,10.88,TAV2012_ANN_CONUS
3917162,9.19,8.38,8.38,TAV2012_ANN_CONUS
3917164,10.29,10.29,10.29,TAV2012_ANN_CONUS
3917172,9.32,9.32,9.32,TAV2012_ANN_CONUS
3917176,9.61,8.6,8.6,TAV2012_ANN_CONUS
3917178,9.43,8.51,8.51,TAV2012_ANN_CONUS
3917194,8.19,8.19,8.19,TAV2012_ANN_CONUS
3917198,11.04,9.02,9.02,TAV2012_ANN_CONUS
3917200,11.1,9.15,9.15,TAV2012_ANN_CONUS
3917230,11.26,11.26,11.26,TAV2012_ANN_CONUS
3917244,11.29,9.54,9.43,TAV2012_ANN_CONUS
3917912,9.44,8.43,8.43,TAV2012_ANN_CONUS
3917914,9.39,9.23,9.23,TAV2012_ANN_CONUS
3917916,8.9,8.67,8.67,TAV2012_ANN_CONUS
3917918,10.43,8.88,8.88,TAV2012_ANN_CONUS
3917920,11,10.93,10.93,TAV2012_ANN_CONUS
3917922,11.1,11.1,11.1,TAV2012_ANN_CONUS
3917946,11.36,9.58,9.46,TAV2012_ANN_CONUS
3917948,11.12,9.19,9.19,TAV2012_ANN_CONUS
3917950,11.23,9.51,9.4,TAV2012_ANN_CONUS
948010089,11.11,11.1,11.1,TAV2012_ANN_CONUS
