COMID,CAT_TAV1976_ANN,ACC_TAV1976_ANN,TOT_TAV1976_ANN,source
3917070,7.49,7.49,7.49,TAV1976_ANN_CONUS
3917072,7.64,7.64,7.64,TAV1976_ANN_CONUS
3917082,7.22,7.22,7.22,TAV1976_ANN_CONUS
3917084,7.01,7.01,7.01,TAV1976_ANN_CONUS
3917106,7.34,7.15,7.15,TAV1976_ANN_CONUS
3917114,7.41,7.41,7.41,TAV1976_ANN_CONUS
3917130,7.5,7.48,7.48,TAV1976_ANN_CONUS
3917136,7.48,7.48,7.48,TAV1976_ANN_CONUS
3917138,7.62,7.62,7.62,TAV1976_ANN_CONUS
3917154,7.53,7.53,7.53,TAV1976_ANN_CONUS
3917156,7.86,7.86,7.86,TAV1976_ANN_CONUS
3917158,9.11,9.11,9.11,TAV1976_ANN_CONUS
3917160,8.89,8.89,8.89,TAV1976_ANN_CONUS
3917162,7.8,7.5,7.5,TAV1976_ANN_CONUS
3917164,8.41,8.41,8.41,TAV1976_ANN_CONUS
3917172,8.05,8.05,8.05,TAV1976_ANN_CONUS
3917176,8.24,7.62,7.62,TAV1976_ANN_CONUS
3917178,8.03,7.56,7.56,TAV1976_ANN_CONUS
3917194,7.62,7.62,7.62,TAV1976_ANN_CONUS
3917198,9.41,7.85,7.85,TAV1976_ANN_CONUS
3917200,9.84,7.96,7.96,TAV1976_ANN_CONUS
3917230,10.38,10.38,10.38,TAV1976_ANN_CONUS
3917244,10.31,7.9,7.83,TAV1976_ANN_CONUS
3917912,7.91,7.52,7.52,TAV1976_ANN_CONUS
3917914,7.89,7.83,7.83,TAV1976_ANN_CONUS
3917916,7.62,7.68,7.68,TAV1976_ANN_CONUS
3917918,8.71,7.77,7.77,TAV1976_ANN_CONUS
3917920,9.14,9,9,TAV1976_ANN_CONUS
3917922,9.54,9.54,9.54,TAV1976_ANN_CONUS
3917946,10.53,7.96,7.88,TAV1976_ANN_CONUS
3917948,9.92,8,8,TAV1976_ANN_CONUS
3917950,10.11,7.86,7.8,TAV1976_ANN_CONUS
948010089,9.63,9.55,9.55,TAV1976_ANN_CONUS
