COMID,CAT_RUN1951_ANN,ACC_RUN1951_ANN,TOT_RUN1951_ANN,source
3917070,404.52,404.52,404.52,RUN1951_ANN_CONUS
3917072,389.52,389.52,389.52,RUN1951_ANN_CONUS
3917082,368.4,368.4,368.4,RUN1951_ANN_CONUS
3917084,396.24,396.24,396.24,RUN1951_ANN_CONUS
3917106,344.16,374.76,374.76,RUN1951_ANN_CONUS
3917114,339.12,339.12,339.12,RUN1951_ANN_CONUS
3917130,314.64,339.6,339.6,RUN1951_ANN_CONUS
3917136,313.8,313.8,313.8,RUN1951_ANN_CONUS
3917138,276.96,276.96,276.96,RUN1951_ANN_CONUS
3917154,370.68,376.92,376.92,RUN1951_ANN_CONUS
3917156,309.84,309.84,309.84,RUN1951_ANN_CONUS
3917158,186.36,186.36,186.36,RUN1951_ANN_CONUS
3917160,202.08,202.08,202.08,RUN1951_ANN_CONUS
3917162,283.32,334.8,334.8,RUN1951_ANN_CONUS
3917164,261.12,261.12,261.12,RUN1951_ANN_CONUS
3917172,317.16,317.16,317.16,RUN1951_ANN_CONUS
3917176,314.04,331.2,331.2,RUN1951_ANN_CONUS
3917178,296.16,333,333,RUN1951_ANN_CONUS
3917194,360.96,360.96,360.96,RUN1951_ANN_CONUS
3917198,181.32,310.32,310.32,RUN1951_ANN_CONUS
3917200,160.32,301.8,301.8,RUN1951_ANN_CONUS
3917230,138.6,138.6,138.6,RUN1951_ANN_CONUS
3917244,143.28,365.04,405.48,RUN1951_ANN_CONUS
3917912,285.72,336,336,RUN1951_ANN_CONUS
3917914,264.96,272.16,272.16,RUN1951_ANN_CONUS
3917916,307.2,322.08,322.08,RUN1951_ANN_CONUS
3917918,241.32,318.6,318.6,RUN1951_ANN_CONUS
3917920,185.76,194.64,194.64,RUN1951_ANN_CONUS
3917922,178.92,178.92,178.92,RUN1951_ANN_CONUS
3917946,154.68,360.36,401.28,RUN1951_ANN_CONUS
3917948,154.08,298.92,298.92,RUN1951_ANN_CONUS
3917950,143.76,369,408.84,RUN1951_ANN_CONUS
948010089,175.08,178.56,178.56,RUN1951_ANN_CONUS
