COMID,CAT_RUN1978_ANN,ACC_RUN1978_ANN,TOT_RUN1978_ANN,source
3917070,472.8,472.8,472.8,RUN1978_ANN_CONUS
3917072,454.08,454.08,454.08,RUN1978_ANN_CONUS
3917082,538.32,538.32,538.32,RUN1978_ANN_CONUS
3917084,554.52,554.52,554.52,RUN1978_ANN_CONUS
3917106,504.36,534.48,534.48,RUN1978_ANN_CONUS
3917114,472.56,472.56,472.56,RUN1978_ANN_CONUS
3917130,457.08,539.16,539.16,RUN1978_ANN_CONUS
3917136,468.6,468.6,468.6,RUN1978_ANN_CONUS
3917138,414.24,414.24,414.24,RUN1978_ANN_CONUS
3917154,463.32,464.88,464.88,RUN1978_ANN_CONUS
3917156,397.8,397.8,397.8,RUN1978_ANN_CONUS
3917158,187.92,187.92,187.92,RUN1978_ANN_CONUS
3917160,194.4,194.4,194.4,RUN1978_ANN_CONUS
3917162,431.16,528.6,528.6,RUN1978_ANN_CONUS
3917164,289.56,289.56,289.56,RUN1978_ANN_CONUS
3917172,364.8,364.8,364.8,RUN1978_ANN_CONUS
3917176,510.36,500.04,500.04,RUN1978_ANN_CONUS
3917178,476.16,509.64,509.64,RUN1978_ANN_CONUS
3917194,672.48,672.48,672.48,RUN1978_ANN_CONUS
3917198,183.36,451.44,451.44,RUN1978_ANN_CONUS
3917200,173.4,432.48,432.48,RUN1978_ANN_CONUS
3917230,111.12,111.12,111.12,RUN1978_ANN_CONUS
3917244,125.28,579.36,660.12,RUN1978_ANN_CONUS
3917912,390.48,515.28,515.28,RUN1978_ANN_CONUS
3917914,431.28,436.44,436.44,RUN1978_ANN_CONUS
3917916,493.2,560.88,560.88,RUN1978_ANN_CONUS
3917918,317.4,470.04,470.04,RUN1978_ANN_CONUS
3917920,185.88,190.92,190.92,RUN1978_ANN_CONUS
3917922,158.88,158.88,158.88,RUN1978_ANN_CONUS
3917946,121.56,569.04,651.36,RUN1978_ANN_CONUS
3917948,164.88,427.44,427.44,RUN1978_ANN_CONUS
3917950,148.2,587.52,667.08,RUN1978_ANN_CONUS
948010089,157.8,158.76,158.76,RUN1978_ANN_CONUS
