COMID,CAT_TAV1963_ANN,ACC_TAV1963_ANN,TOT_TAV1963_ANN,source
3917070,7.69,7.69,7.69,TAV1963_ANN_CONUS
3917072,7.82,7.82,7.82,TAV1963_ANN_CONUS
3917082,7.47,7.47,7.47,TAV1963_ANN_CONUS
3917084,7.29,7.29,7.29,TAV1963_ANN_CONUS
3917106,7.57,7.41,7.41,TAV1963_ANN_CONUS
3917114,7.63,7.63,7.63,TAV1963_ANN_CONUS
3917130,7.69,7.67,7.67,TAV1963_ANN_CONUS
3917136,7.68,7.68,7.68,TAV1963_ANN_CONUS
3917138,7.8,7.8,7.8,TAV1963_ANN_CONUS
3917154,7.73,7.73,7.73,TAV1963_ANN_CONUS
3917156,8.01,8.01,8.01,TAV1963_ANN_CONUS
3917158,9.11,9.11,9.11,TAV1963_ANN_CONUS
3917160,8.88,8.88,8.88,TAV1963_ANN_CONUS
3917162,7.94,7.7,7.7,TAV1963_ANN_CONUS
3917164,8.44,8.44,8.44,TAV1963_ANN_CONUS
3917172,8.15,8.15,8.15,TAV1963_ANN_CONUS
3917176,8.3,7.8,7.8,TAV1963_ANN_CONUS
3917178,8.15,7.75,7.75,TAV1963_ANN_CONUS
3917194,7.79,7.79,7.79,TAV1963_ANN_CONUS
3917198,9.4,7.99,7.99,TAV1963_ANN_CONUS
3917200,9.86,8.09,8.09,TAV1963_ANN_CONUS
3917230,10.48,10.48,10.48,TAV1963_ANN_CONUS
3917244,10.41,7.99,7.9,TAV1963_ANN_CONUS
3917912,8.05,7.72,7.72,TAV1963_ANN_CONUS
3917914,8.02,7.97,7.97,TAV1963_ANN_CONUS
3917916,7.8,7.85,7.85,TAV1963_ANN_CONUS
3917918,8.73,7.92,7.92,TAV1963_ANN_CONUS
3917920,9.14,8.99,8.99,TAV1963_ANN_CONUS
3917922,9.52,9.52,9.52,TAV1963_ANN_CONUS
3917946,10.7,8.05,7.95,TAV1963_ANN_CONUS
3917948,9.95,8.13,8.13,TAV1963_ANN_CONUS
3917950,10.17,7.95,7.87,TAV1963_ANN_CONUS
948010089,9.61,9.52,9.52,TAV1963_ANN_CONUS
